kernel_name,layout,use_smem,M,N,run,time_ms,bw_gbps,checksum
Ar_Bc_direct,Ar_Bc,0,16384,16384,27,2.363104,2726.266,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,28,2.372032,2716.005,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,29,2.367136,2721.623,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,30,2.369952,2718.389,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,31,2.370688,2717.545,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,32,2.369408,2719.013,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,33,2.359712,2730.185,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,34,2.365824,2723.132,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,35,2.360736,2729.001,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,36,2.361856,2727.707,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,37,2.363232,2726.119,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,38,2.359008,2731.000,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,39,2.362112,2727.411,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,40,2.372544,2715.419,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,41,2.381376,2705.348,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,42,2.375776,2711.725,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,43,2.379392,2707.604,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,44,2.372096,2715.932,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,45,2.370080,2718.242,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,46,2.369248,2719.197,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,47,2.369536,2718.866,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,48,2.360704,2729.038,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,49,2.361856,2727.707,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,50,2.360896,2728.816,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,51,2.364352,2724.827,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,52,2.380384,2706.476,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,53,2.369312,2719.123,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,54,2.362848,2726.562,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,55,2.366496,2722.359,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,56,2.349152,2742.458,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,57,2.362368,2727.116,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,58,2.353216,2737.722,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,59,2.361792,2727.781,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,60,2.359296,2730.667,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,61,2.346784,2745.225,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,62,2.358464,2731.630,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,63,2.356224,2734.227,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,64,2.350208,2741.226,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,65,2.359136,2730.852,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,66,2.362432,2727.042,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,67,2.351968,2739.175,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,68,2.364960,2724.127,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,69,2.358976,2731.037,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,70,2.365056,2724.016,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,71,2.348256,2743.504,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,72,2.364352,2724.827,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,73,2.357856,2732.334,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,74,2.359712,2730.185,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,75,2.358432,2731.667,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,76,2.360608,2729.149,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,77,2.354592,2736.122,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,78,2.360384,2729.408,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,79,2.343744,2748.786,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,80,2.357472,2732.779,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,81,2.352384,2738.690,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,82,2.370752,2717.471,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,83,2.372544,2715.419,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,84,2.380064,2706.839,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,85,2.393216,2691.964,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,86,2.372416,2715.565,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,87,2.362944,2726.451,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,88,2.380512,2706.330,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,89,2.370816,2717.398,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,90,2.373856,2713.918,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,91,2.382944,2703.568,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,92,2.370048,2718.279,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,93,2.362080,2727.448,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,94,2.363488,2725.823,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,95,2.371232,2716.921,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,96,2.371712,2716.372,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,97,2.378624,2708.478,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,98,2.369696,2718.683,40260355806.151146
Ar_Bc_direct,Ar_Bc,0,16384,16384,99,2.370400,2717.875,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,0,11.118784,579.420,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,1,11.122080,579.249,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,2,11.126976,578.994,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,3,11.116800,579.524,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,4,11.114784,579.629,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,5,11.103008,580.244,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,6,11.113984,579.671,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,7,11.112928,579.726,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,8,11.131264,578.771,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,9,11.119328,579.392,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,10,11.116096,579.561,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,11,11.130624,578.804,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,12,11.113440,579.699,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,13,11.106752,580.048,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,14,11.121888,579.259,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,15,11.106656,580.053,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,16,11.122496,579.227,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,17,11.108192,579.973,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,18,11.104192,580.182,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,19,11.109984,579.879,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,20,11.112800,579.732,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,21,11.106944,580.038,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,22,11.106720,580.050,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,23,11.115584,579.587,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,24,11.114336,579.652,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,25,11.117408,579.492,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,26,11.110624,579.846,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,27,11.113312,579.706,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,28,11.119616,579.377,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,29,11.102784,580.255,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,30,11.120000,579.357,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,31,11.116352,579.547,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,32,11.107552,580.006,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,33,11.113824,579.679,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,34,11.104192,580.182,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,35,11.112192,579.764,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,36,11.128416,578.919,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,37,11.109728,579.893,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,38,11.114496,579.644,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,39,11.107104,580.030,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,40,11.120448,579.334,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,41,11.105152,580.132,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,42,11.114784,579.629,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,43,11.115200,579.607,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,44,11.125376,579.077,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,45,11.124256,579.135,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,46,11.099648,580.419,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,47,11.113504,579.696,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,48,11.114976,579.619,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,49,11.124928,579.100,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,50,11.111872,579.781,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,51,11.107904,579.988,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,52,11.117472,579.489,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,53,11.117600,579.482,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,54,11.116768,579.526,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,55,11.120576,579.327,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,56,11.117984,579.462,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,57,11.112928,579.726,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,58,11.116384,579.546,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,59,11.115232,579.606,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,60,11.102976,580.245,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,61,11.111744,579.788,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,62,11.120736,579.319,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,63,11.117152,579.506,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,64,11.124672,579.114,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,65,11.109632,579.898,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,66,11.120288,579.342,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,67,11.102624,580.264,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,68,11.110016,579.878,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,69,11.121760,579.265,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,70,11.108064,579.980,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,71,11.115392,579.597,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,72,11.109664,579.896,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,73,11.113696,579.686,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,74,11.103456,580.220,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,75,11.114176,579.661,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,76,11.112384,579.754,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,77,11.123968,579.150,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,78,11.119584,579.379,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,79,11.111328,579.809,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,80,11.112000,579.774,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,81,11.107136,580.028,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,82,11.115360,579.599,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,83,11.121664,579.270,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,84,11.104352,580.174,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,85,11.107776,579.995,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,86,11.114016,579.669,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,87,11.128960,578.891,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,88,11.111328,579.809,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,89,11.112768,579.734,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,90,11.122144,579.245,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,91,11.119936,579.360,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,92,11.115104,579.612,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,93,11.103360,580.225,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,94,11.114336,579.652,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,95,11.106144,580.080,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,96,11.117312,579.497,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,97,11.119040,579.407,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,98,11.119328,579.392,40260355806.151146
Ar_Bc_flat_row,Ar_Bc,0,16384,16384,99,11.106464,580.063,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,0,2.576576,2500.392,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,1,2.574528,2502.381,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,2,2.575072,2501.853,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,3,2.573728,2503.159,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,4,2.573664,2503.222,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,5,2.574880,2502.039,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,6,2.572544,2504.311,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,7,2.577632,2499.368,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,8,2.592160,2485.360,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,9,2.590624,2486.834,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,10,2.589088,2488.309,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,11,2.587968,2489.386,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,12,2.591200,2486.281,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,13,2.593088,2484.471,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,14,2.604544,2473.543,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,15,2.594912,2482.724,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,16,2.593920,2483.674,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,17,2.596384,2481.317,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,18,2.601664,2476.281,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,19,2.602720,2475.276,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,20,2.602368,2475.611,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,21,2.599488,2478.354,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,22,2.597184,2480.552,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,23,2.601728,2476.220,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,24,2.601568,2476.372,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,25,2.597504,2480.247,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,26,2.600864,2477.043,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,27,2.600192,2477.683,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,28,2.600832,2477.073,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,29,2.602176,2475.794,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,30,2.601856,2476.098,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,31,2.603936,2474.120,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,32,2.601568,2476.372,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,33,2.603584,2474.455,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,34,2.600064,2477.805,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,35,2.602720,2475.276,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,36,2.601344,2476.585,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,37,2.602016,2475.946,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,38,2.601824,2476.129,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,39,2.601504,2476.433,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,40,2.599968,2477.896,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,41,2.597280,2480.461,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,42,2.598912,2478.903,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,43,2.601696,2476.250,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,44,2.601728,2476.220,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,45,2.602624,2475.368,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,46,2.600768,2477.134,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,47,2.601760,2476.190,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,48,2.602176,2475.794,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,49,2.600352,2477.530,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,50,2.600640,2477.256,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,51,2.611552,2466.905,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,52,2.607424,2470.811,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,53,2.609504,2468.841,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,54,2.612000,2466.482,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,55,2.611552,2466.905,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,56,2.611168,2467.268,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,57,2.610528,2467.873,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,58,2.609344,2468.993,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,59,2.611008,2467.419,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,60,2.608896,2469.417,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,61,2.611616,2466.845,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,62,2.610432,2467.964,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,63,2.607648,2470.598,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,64,2.611104,2467.328,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,65,2.612000,2466.482,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,66,2.604704,2473.391,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,67,2.602816,2475.185,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,68,2.600544,2477.347,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,69,2.602656,2475.337,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,70,2.599296,2478.537,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,71,2.600800,2477.104,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,72,2.600608,2477.286,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,73,2.601952,2476.007,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,74,2.598304,2479.483,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,75,2.603200,2474.820,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,76,2.603008,2475.002,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,77,2.602816,2475.185,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,78,2.603104,2474.911,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,79,2.599520,2478.323,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,80,2.603872,2474.181,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,81,2.603488,2474.546,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,82,2.601024,2476.890,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,83,2.603552,2474.485,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,84,2.603840,2474.211,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,85,2.600896,2477.012,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,86,2.600800,2477.104,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,87,2.604000,2474.059,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,88,2.604000,2474.059,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,89,2.600256,2477.622,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,90,2.602016,2475.946,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,91,2.603360,2474.668,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,92,2.602368,2475.611,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,93,2.603872,2474.181,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,94,2.601696,2476.250,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,95,2.604128,2473.938,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,96,2.606240,2471.933,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,97,2.603392,2474.637,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,98,2.607264,2470.962,40260355806.151146
Ar_Bc_flat_col,Ar_Bc,0,16384,16384,99,2.604384,2473.695,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,0,2.390016,2695.568,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,1,2.394464,2690.561,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,2,2.389312,2696.362,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,3,2.388896,2696.832,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,4,2.383712,2702.697,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,5,2.392640,2692.612,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,6,2.393408,2691.748,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,7,2.391392,2694.017,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,8,2.385088,2701.138,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,9,2.384672,2701.609,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,10,2.391904,2693.440,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,11,2.396992,2687.723,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,12,2.393120,2692.072,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,13,2.407168,2676.361,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,14,2.403904,2679.995,40260355806.151146
Ar_Bc_direct_2x2,Ar_Bc,0,16384,16384,15,2.409440,2673.837,40260355806.151146
