variant,tblock,coarsen,rep,time_ms
gpu_baseline_aos,32,1,0,0.736724
gpu_baseline_aos,32,1,1,0.739604
gpu_baseline_aos,32,1,2,0.737004
gpu_baseline_aos,32,1,3,0.729923
gpu_baseline_aos,32,1,4,0.734803
gpu_baseline_aos,32,1,5,0.724564
gpu_baseline_aos,32,1,6,0.717404
gpu_baseline_aos,32,1,7,0.716923
gpu_baseline_aos,32,1,8,0.714364
gpu_baseline_aos,32,1,9,0.710644
gpu_baseline_aos,32,1,10,0.712683
gpu_baseline_aos,32,1,11,0.740084
gpu_baseline_aos,32,1,12,0.715084
gpu_baseline_aos,32,1,13,0.707363
gpu_baseline_aos,32,1,14,0.701363
gpu_baseline_aos,32,1,15,0.697684
gpu_baseline_aos,32,1,16,0.699283
gpu_baseline_aos,32,1,17,0.696324
gpu_baseline_aos,32,1,18,0.693843
gpu_baseline_aos,32,1,19,0.690923
gpu_baseline_aos,32,1,20,0.691404
gpu_baseline_aos,32,1,21,0.693723
gpu_baseline_aos,32,1,22,0.692324
gpu_baseline_aos,32,1,23,0.687843
gpu_baseline_aos,32,1,24,0.695764
gpu_baseline_aos,32,1,25,0.690603
gpu_baseline_aos,32,1,26,0.692324
gpu_baseline_aos,32,1,27,0.693524
gpu_baseline_aos,32,1,28,0.695883
gpu_baseline_aos,32,1,29,0.691524
gpu_baseline_aos,32,1,30,0.690003
gpu_baseline_aos,32,1,31,0.690124
gpu_baseline_aos,32,1,32,0.691203
gpu_baseline_aos,32,1,33,0.694323
gpu_baseline_aos,32,1,34,0.689244
gpu_baseline_aos,32,1,35,0.688803
gpu_baseline_aos,32,1,36,0.692644
gpu_baseline_aos,32,1,37,0.692923
gpu_baseline_aos,32,1,38,0.692164
gpu_baseline_aos,32,1,39,0.689764
gpu_baseline_aos,32,1,40,0.693483
gpu_baseline_aos,32,1,41,0.688524
gpu_baseline_aos,32,1,42,0.692843
gpu_baseline_aos,32,1,43,0.689604
gpu_baseline_aos,32,1,44,0.694443
gpu_baseline_aos,32,1,45,0.690963
gpu_baseline_aos,32,1,46,0.693204
gpu_baseline_aos,32,1,47,0.693723
gpu_baseline_aos,32,1,48,0.694124
gpu_baseline_aos,32,1,49,0.692643
gpu_baseline_aos,32,1,50,0.691164
gpu_baseline_aos,32,1,51,0.690084
gpu_baseline_aos,32,1,52,0.692563
gpu_baseline_aos,32,1,53,0.689724
gpu_baseline_aos,32,1,54,0.695203
gpu_baseline_aos,32,1,55,0.695524
gpu_baseline_aos,32,1,56,0.692963
gpu_baseline_aos,32,1,57,0.691723
gpu_baseline_aos,32,1,58,0.688964
gpu_baseline_aos,32,1,59,0.692363
gpu_baseline_aos,32,1,60,0.692364
gpu_baseline_aos,32,1,61,0.691963
gpu_baseline_aos,32,1,62,0.693724
gpu_baseline_aos,32,1,63,0.690364
gpu_baseline_aos,32,1,64,0.689963
gpu_baseline_aos,32,1,65,0.690044
gpu_baseline_aos,32,1,66,0.689283
gpu_baseline_aos,32,1,67,0.689124
gpu_baseline_aos,32,1,68,0.687603
gpu_baseline_aos,32,1,69,0.688364
gpu_baseline_aos,32,1,70,0.693763
gpu_baseline_aos,32,1,71,0.689003
gpu_baseline_aos,32,1,72,0.692604
gpu_baseline_aos,32,1,73,0.690043
gpu_baseline_aos,32,1,74,0.690044
gpu_baseline_aos,32,1,75,0.690843
gpu_baseline_aos,32,1,76,0.693124
gpu_baseline_aos,32,1,77,0.693204
gpu_baseline_aos,32,1,78,0.688923
gpu_baseline_aos,32,1,79,0.684964
gpu_baseline_aos,32,1,80,0.689403
gpu_baseline_aos,32,1,81,0.691924
gpu_baseline_aos,32,1,82,0.691203
gpu_baseline_aos,32,1,83,0.692083
gpu_baseline_aos,32,1,84,0.689004
gpu_baseline_aos,32,1,85,0.692883
gpu_baseline_aos,32,1,86,0.692164
gpu_baseline_aos,32,1,87,0.694123
gpu_baseline_aos,32,1,88,0.692644
gpu_baseline_aos,32,1,89,0.692643
gpu_baseline_aos,32,1,90,0.689563
gpu_baseline_aos,32,1,91,0.693804
gpu_baseline_aos,32,1,92,0.690683
gpu_baseline_aos,32,1,93,0.690964
gpu_baseline_aos,32,1,94,0.688123
gpu_baseline_aos,32,1,95,0.694764
gpu_baseline_aos,32,1,96,0.693563
gpu_baseline_aos,32,1,97,0.689003
gpu_baseline_aos,32,1,98,0.688564
gpu_baseline_aos,32,1,99,0.689643
gpu_baseline_aos_u,32,1,0,0.694243
gpu_baseline_aos_u,32,1,1,0.697964
gpu_baseline_aos_u,32,1,2,0.692524
gpu_baseline_aos_u,32,1,3,0.688603
gpu_baseline_aos_u,32,1,4,0.691484
gpu_baseline_aos_u,32,1,5,0.689764
gpu_baseline_aos_u,32,1,6,0.692363
gpu_baseline_aos_u,32,1,7,0.694444
gpu_baseline_aos_u,32,1,8,0.694244
gpu_baseline_aos_u,32,1,9,0.693563
gpu_baseline_aos_u,32,1,10,0.695484
gpu_baseline_aos_u,32,1,11,0.691244
gpu_baseline_aos_u,32,1,12,0.691363
gpu_baseline_aos_u,32,1,13,0.686524
gpu_baseline_aos_u,32,1,14,0.691884
gpu_baseline_aos_u,32,1,15,0.689443
gpu_baseline_aos_u,32,1,16,0.689284
gpu_baseline_aos_u,32,1,17,0.688604
gpu_baseline_aos_u,32,1,18,0.689283
gpu_baseline_aos_u,32,1,19,0.689524
gpu_baseline_aos_u,32,1,20,0.688923
gpu_baseline_aos_u,32,1,21,0.693963
gpu_baseline_aos_u,32,1,22,0.693484
gpu_baseline_aos_u,32,1,23,0.690643
gpu_baseline_aos_u,32,1,24,0.696243
gpu_baseline_aos_u,32,1,25,0.691444
gpu_baseline_aos_u,32,1,26,0.692883
gpu_baseline_aos_u,32,1,27,0.689963
gpu_baseline_aos_u,32,1,28,0.688204
gpu_baseline_aos_u,32,1,29,0.688763
gpu_baseline_aos_u,32,1,30,0.690484
gpu_baseline_aos_u,32,1,31,0.692884
gpu_baseline_aos_u,32,1,32,0.692283
gpu_baseline_aos_u,32,1,33,0.687724
gpu_baseline_aos_u,32,1,34,0.694004
gpu_baseline_aos_u,32,1,35,0.690803
gpu_baseline_aos_u,32,1,36,0.690164
gpu_baseline_aos_u,32,1,37,0.684204
gpu_baseline_aos_u,32,1,38,0.692403
gpu_baseline_aos_u,32,1,39,0.686804
gpu_baseline_aos_u,32,1,40,0.692724
gpu_baseline_aos_u,32,1,41,0.692123
gpu_baseline_aos_u,32,1,42,0.689284
gpu_baseline_aos_u,32,1,43,0.688444
gpu_baseline_aos_u,32,1,44,0.690043
gpu_baseline_aos_u,32,1,45,0.689604
gpu_baseline_aos_u,32,1,46,0.689884
gpu_baseline_aos_u,32,1,47,0.690443
gpu_baseline_aos_u,32,1,48,0.687684
gpu_baseline_aos_u,32,1,49,0.690924
gpu_baseline_aos_u,32,1,50,0.692123
gpu_baseline_aos_u,32,1,51,0.690044
gpu_baseline_aos_u,32,1,52,0.689843
gpu_baseline_aos_u,32,1,53,0.687243
gpu_baseline_aos_u,32,1,54,0.688724
gpu_baseline_aos_u,32,1,55,0.690043
gpu_baseline_aos_u,32,1,56,0.692003
gpu_baseline_aos_u,32,1,57,0.690564
gpu_baseline_aos_u,32,1,58,0.691443
gpu_baseline_aos_u,32,1,59,0.690444
gpu_baseline_aos_u,32,1,60,0.689884
gpu_baseline_aos_u,32,1,61,0.689603
gpu_baseline_aos_u,32,1,62,0.695804
gpu_baseline_aos_u,32,1,63,0.690404
gpu_baseline_aos_u,32,1,64,0.692963
gpu_baseline_aos_u,32,1,65,0.687243
gpu_baseline_aos_u,32,1,66,0.693204
gpu_baseline_aos_u,32,1,67,0.693083
gpu_baseline_aos_u,32,1,68,0.687964
gpu_baseline_aos_u,32,1,69,0.691644
gpu_baseline_aos_u,32,1,70,0.691963
gpu_baseline_aos_u,32,1,71,0.691004
gpu_baseline_aos_u,32,1,72,0.689644
gpu_baseline_aos_u,32,1,73,0.685963
gpu_baseline_aos_u,32,1,74,0.689924
gpu_baseline_aos_u,32,1,75,0.691764
gpu_baseline_aos_u,32,1,76,0.688723
gpu_baseline_aos_u,32,1,77,0.691604
gpu_baseline_aos_u,32,1,78,0.685924
gpu_baseline_aos_u,32,1,79,0.690003
gpu_baseline_aos_u,32,1,80,0.689244
gpu_baseline_aos_u,32,1,81,0.689604
gpu_baseline_aos_u,32,1,82,0.687323
gpu_baseline_aos_u,32,1,83,0.687844
gpu_baseline_aos_u,32,1,84,0.688203
gpu_baseline_aos_u,32,1,85,0.693283
gpu_baseline_aos_u,32,1,86,0.687564
gpu_baseline_aos_u,32,1,87,0.687843
gpu_baseline_aos_u,32,1,88,0.688044
gpu_baseline_aos_u,32,1,89,0.687924
gpu_baseline_aos_u,32,1,90,0.691203
gpu_baseline_aos_u,32,1,91,0.691124
gpu_baseline_aos_u,32,1,92,0.687964
gpu_baseline_aos_u,32,1,93,0.688363
gpu_baseline_aos_u,32,1,94,0.688364
gpu_baseline_aos_u,32,1,95,0.690324
gpu_baseline_aos_u,32,1,96,0.688083
gpu_baseline_aos_u,32,1,97,0.693764
gpu_baseline_aos_u,32,1,98,0.690244
gpu_baseline_aos_u,32,1,99,0.690803
gpu_eigts_t_aos,32,1,0,0.682324
gpu_eigts_t_aos,32,1,1,0.680243
gpu_eigts_t_aos,32,1,2,0.684284
gpu_eigts_t_aos,32,1,3,0.679884
gpu_eigts_t_aos,32,1,4,0.680243
gpu_eigts_t_aos,32,1,5,0.681444
gpu_eigts_t_aos,32,1,6,0.682764
gpu_eigts_t_aos,32,1,7,0.681603
gpu_eigts_t_aos,32,1,8,0.681364
gpu_eigts_t_aos,32,1,9,0.680283
gpu_eigts_t_aos,32,1,10,0.682684
gpu_eigts_t_aos,32,1,11,0.681244
gpu_eigts_t_aos,32,1,12,0.681363
gpu_eigts_t_aos,32,1,13,0.679844
gpu_eigts_t_aos,32,1,14,0.682084
gpu_eigts_t_aos,32,1,15,0.684003
gpu_eigts_t_aos,32,1,16,0.679324
gpu_eigts_t_aos,32,1,17,0.676723
gpu_eigts_t_aos,32,1,18,0.684284
gpu_eigts_t_aos,32,1,19,0.681444
gpu_eigts_t_aos,32,1,20,0.684163
gpu_eigts_t_aos,32,1,21,0.680364
gpu_eigts_t_aos,32,1,22,0.685404
gpu_eigts_t_aos,32,1,23,0.681443
gpu_eigts_t_aos,32,1,24,0.681364
gpu_eigts_t_aos,32,1,25,0.686123
gpu_eigts_t_aos,32,1,26,0.682083
gpu_eigts_t_aos,32,1,27,0.680404
gpu_eigts_t_aos,32,1,28,0.681883
gpu_eigts_t_aos,32,1,29,0.683244
gpu_eigts_t_aos,32,1,30,0.676644
gpu_eigts_t_aos,32,1,31,0.680483
gpu_eigts_t_aos,32,1,32,0.678884
gpu_eigts_t_aos,32,1,33,0.683243
gpu_eigts_t_aos,32,1,34,0.678643
gpu_eigts_t_aos,32,1,35,0.680524
gpu_eigts_t_aos,32,1,36,0.682123
gpu_eigts_t_aos,32,1,37,0.680644
gpu_eigts_t_aos,32,1,38,0.681244
gpu_eigts_t_aos,32,1,39,0.681763
gpu_eigts_t_aos,32,1,40,0.681484
gpu_eigts_t_aos,32,1,41,0.683324
gpu_eigts_t_aos,32,1,42,0.680883
gpu_eigts_t_aos,32,1,43,0.679924
gpu_eigts_t_aos,32,1,44,0.682483
gpu_eigts_t_aos,32,1,45,0.678443
gpu_eigts_t_aos,32,1,46,0.679084
gpu_eigts_t_aos,32,1,47,0.681323
gpu_eigts_t_aos,32,1,48,0.678643
gpu_eigts_t_aos,32,1,49,0.679284
gpu_eigts_t_aos,32,1,50,0.684283
gpu_eigts_t_aos,32,1,51,0.681364
gpu_eigts_t_aos,32,1,52,0.682964
gpu_eigts_t_aos,32,1,53,0.682243
gpu_eigts_t_aos,32,1,54,0.679124
gpu_eigts_t_aos,32,1,55,0.685323
gpu_eigts_t_aos,32,1,56,0.681603
gpu_eigts_t_aos,32,1,57,0.683284
gpu_eigts_t_aos,32,1,58,0.682483
gpu_eigts_t_aos,32,1,59,0.683604
gpu_eigts_t_aos,32,1,60,0.680044
gpu_eigts_t_aos,32,1,61,0.679563
gpu_eigts_t_aos,32,1,62,0.685284
gpu_eigts_t_aos,32,1,63,0.681884
gpu_eigts_t_aos,32,1,64,0.683243
gpu_eigts_t_aos,32,1,65,0.684204
gpu_eigts_t_aos,32,1,66,0.683603
gpu_eigts_t_aos,32,1,67,0.679563
gpu_eigts_t_aos,32,1,68,0.682084
gpu_eigts_t_aos,32,1,69,0.677643
gpu_eigts_t_aos,32,1,70,0.681084
gpu_eigts_t_aos,32,1,71,0.681324
gpu_eigts_t_aos,32,1,72,0.680003
gpu_eigts_t_aos,32,1,73,0.680204
gpu_eigts_t_aos,32,1,74,0.684723
gpu_eigts_t_aos,32,1,75,0.680403
gpu_eigts_t_aos,32,1,76,0.683004
gpu_eigts_t_aos,32,1,77,0.681003
gpu_eigts_t_aos,32,1,78,0.679884
gpu_eigts_t_aos,32,1,79,0.680764
gpu_eigts_t_aos,32,1,80,0.681163
gpu_eigts_t_aos,32,1,81,0.678044
gpu_eigts_t_aos,32,1,82,0.682284
gpu_eigts_t_aos,32,1,83,0.684803
gpu_eigts_t_aos,32,1,84,0.679644
gpu_eigts_t_aos,32,1,85,0.682243
gpu_eigts_t_aos,32,1,86,0.679963
gpu_eigts_t_aos,32,1,87,0.682244
gpu_eigts_t_aos,32,1,88,0.682403
gpu_eigts_t_aos,32,1,89,0.681004
gpu_eigts_t_aos,32,1,90,0.677844
gpu_eigts_t_aos,32,1,91,0.680163
gpu_eigts_t_aos,32,1,92,0.682524
gpu_eigts_t_aos,32,1,93,0.686444
gpu_eigts_t_aos,32,1,94,0.684803
gpu_eigts_t_aos,32,1,95,0.680244
gpu_eigts_t_aos,32,1,96,0.682083
gpu_eigts_t_aos,32,1,97,0.683923
gpu_eigts_t_aos,32,1,98,0.681764
gpu_eigts_t_aos,32,1,99,0.682563
gpu_eigts_t_aos_u,32,1,0,0.687724
gpu_eigts_t_aos_u,32,1,1,0.683443
gpu_eigts_t_aos_u,32,1,2,0.687924
gpu_eigts_t_aos_u,32,1,3,0.687564
gpu_eigts_t_aos_u,32,1,4,0.682243
gpu_eigts_t_aos_u,32,1,5,0.685404
gpu_eigts_t_aos_u,32,1,6,0.680603
gpu_eigts_t_aos_u,32,1,7,0.683843
gpu_eigts_t_aos_u,32,1,8,0.677444
gpu_eigts_t_aos_u,32,1,9,0.681243
gpu_eigts_t_aos_u,32,1,10,0.682644
gpu_eigts_t_aos_u,32,1,11,0.680803
gpu_eigts_t_aos_u,32,1,12,0.679883
gpu_eigts_t_aos_u,32,1,13,0.677484
gpu_eigts_t_aos_u,32,1,14,0.682603
gpu_eigts_t_aos_u,32,1,15,0.679404
gpu_eigts_t_aos_u,32,1,16,0.677963
gpu_eigts_t_aos_u,32,1,17,0.680723
gpu_eigts_t_aos_u,32,1,18,0.682764
gpu_eigts_t_aos_u,32,1,19,0.679923
gpu_eigts_t_aos_u,32,1,20,0.679244
gpu_eigts_t_aos_u,32,1,21,0.678644
gpu_eigts_t_aos_u,32,1,22,0.680603
gpu_eigts_t_aos_u,32,1,23,0.680564
gpu_eigts_t_aos_u,32,1,24,0.683643
gpu_eigts_t_aos_u,32,1,25,0.680364
gpu_eigts_t_aos_u,32,1,26,0.678924
gpu_eigts_t_aos_u,32,1,27,0.679163
gpu_eigts_t_aos_u,32,1,28,0.682364
gpu_eigts_t_aos_u,32,1,29,0.679283
gpu_eigts_t_aos_u,32,1,30,0.682483
gpu_eigts_t_aos_u,32,1,31,0.682124
gpu_eigts_t_aos_u,32,1,32,0.684003
gpu_eigts_t_aos_u,32,1,33,0.681884
gpu_eigts_t_aos_u,32,1,34,0.686003
gpu_eigts_t_aos_u,32,1,35,0.683123
gpu_eigts_t_aos_u,32,1,36,0.678964
gpu_eigts_t_aos_u,32,1,37,0.679483
gpu_eigts_t_aos_u,32,1,38,0.683044
gpu_eigts_t_aos_u,32,1,39,0.681644
gpu_eigts_t_aos_u,32,1,40,0.683163
gpu_eigts_t_aos_u,32,1,41,0.682764
gpu_eigts_t_aos_u,32,1,42,0.680643
gpu_eigts_t_aos_u,32,1,43,0.679884
gpu_eigts_t_aos_u,32,1,44,0.685524
gpu_eigts_t_aos_u,32,1,45,0.684683
gpu_eigts_t_aos_u,32,1,46,0.682684
gpu_eigts_t_aos_u,32,1,47,0.678883
gpu_eigts_t_aos_u,32,1,48,0.681683
gpu_eigts_t_aos_u,32,1,49,0.684724
gpu_eigts_t_aos_u,32,1,50,0.678163
gpu_eigts_t_aos_u,32,1,51,0.683684
gpu_eigts_t_aos_u,32,1,52,0.680644
gpu_eigts_t_aos_u,32,1,53,0.679803
gpu_eigts_t_aos_u,32,1,54,0.683204
gpu_eigts_t_aos_u,32,1,55,0.682283
gpu_eigts_t_aos_u,32,1,56,0.681324
gpu_eigts_t_aos_u,32,1,57,0.680004
gpu_eigts_t_aos_u,32,1,58,0.682403
gpu_eigts_t_aos_u,32,1,59,0.684684
gpu_eigts_t_aos_u,32,1,60,0.682483
gpu_eigts_t_aos_u,32,1,61,0.682923
gpu_eigts_t_aos_u,32,1,62,0.677404
gpu_eigts_t_aos_u,32,1,63,0.679883
gpu_eigts_t_aos_u,32,1,64,0.680244
gpu_eigts_t_aos_u,32,1,65,0.686324
gpu_eigts_t_aos_u,32,1,66,0.681843
gpu_eigts_t_aos_u,32,1,67,0.681284
gpu_eigts_t_aos_u,32,1,68,0.680243
gpu_eigts_t_aos_u,32,1,69,0.681124
gpu_eigts_t_aos_u,32,1,70,0.684764
gpu_eigts_t_aos_u,32,1,71,0.680403
gpu_eigts_t_aos_u,32,1,72,0.681924
gpu_eigts_t_aos_u,32,1,73,0.680323
gpu_eigts_t_aos_u,32,1,74,0.686323
gpu_eigts_t_aos_u,32,1,75,0.684764
gpu_eigts_t_aos_u,32,1,76,0.683923
gpu_eigts_t_aos_u,32,1,77,0.682404
gpu_eigts_t_aos_u,32,1,78,0.682964
gpu_eigts_t_aos_u,32,1,79,0.679963
gpu_eigts_t_aos_u,32,1,80,0.683004
gpu_eigts_t_aos_u,32,1,81,0.681243
gpu_eigts_t_aos_u,32,1,82,0.684843
gpu_eigts_t_aos_u,32,1,83,0.682644
gpu_eigts_t_aos_u,32,1,84,0.682243
gpu_eigts_t_aos_u,32,1,85,0.681604
gpu_eigts_t_aos_u,32,1,86,0.684684
gpu_eigts_t_aos_u,32,1,87,0.680403
gpu_eigts_t_aos_u,32,1,88,0.683124
gpu_eigts_t_aos_u,32,1,89,0.682603
gpu_eigts_t_aos_u,32,1,90,0.684284
gpu_eigts_t_aos_u,32,1,91,0.680364
gpu_eigts_t_aos_u,32,1,92,0.681203
gpu_eigts_t_aos_u,32,1,93,0.681124
gpu_eigts_t_aos_u,32,1,94,0.681283
gpu_eigts_t_aos_u,32,1,95,0.683963
gpu_eigts_t_aos_u,32,1,96,0.678964
gpu_eigts_t_aos_u,32,1,97,0.680403
gpu_eigts_t_aos_u,32,1,98,0.679244
gpu_eigts_t_aos_u,32,1,99,0.677523
gpu_shared_bec_aos,32,1,0,0.700524
gpu_shared_bec_aos,32,1,1,0.699284
gpu_shared_bec_aos,32,1,2,0.696684
gpu_shared_bec_aos,32,1,3,0.693043
gpu_shared_bec_aos,32,1,4,0.699204
gpu_shared_bec_aos,32,1,5,0.700124
gpu_shared_bec_aos,32,1,6,0.698884
gpu_shared_bec_aos,32,1,7,0.696403
gpu_shared_bec_aos,32,1,8,0.695043
gpu_shared_bec_aos,32,1,9,0.696804
gpu_shared_bec_aos,32,1,10,0.695644
gpu_shared_bec_aos,32,1,11,0.695684
gpu_shared_bec_aos,32,1,12,0.701283
gpu_shared_bec_aos,32,1,13,0.696723
gpu_shared_bec_aos,32,1,14,0.696924
gpu_shared_bec_aos,32,1,15,0.697884
gpu_shared_bec_aos,32,1,16,0.699684
gpu_shared_bec_aos,32,1,17,0.703043
gpu_shared_bec_aos,32,1,18,0.697284
gpu_shared_bec_aos,32,1,19,0.697084
gpu_shared_bec_aos,32,1,20,0.697244
gpu_shared_bec_aos,32,1,21,0.694923
gpu_shared_bec_aos,32,1,22,0.698683
gpu_shared_bec_aos,32,1,23,0.697004
gpu_shared_bec_aos,32,1,24,0.700044
gpu_shared_bec_aos,32,1,25,0.695804
gpu_shared_bec_aos,32,1,26,0.698483
gpu_shared_bec_aos,32,1,27,0.694324
gpu_shared_bec_aos,32,1,28,0.695764
gpu_shared_bec_aos,32,1,29,0.696364
gpu_shared_bec_aos,32,1,30,0.697363
gpu_shared_bec_aos,32,1,31,0.700003
gpu_shared_bec_aos,32,1,32,0.692644
gpu_shared_bec_aos,32,1,33,0.694564
gpu_shared_bec_aos,32,1,34,0.695364
gpu_shared_bec_aos,32,1,35,0.697323
gpu_shared_bec_aos,32,1,36,0.696523
gpu_shared_bec_aos,32,1,37,0.697324
gpu_shared_bec_aos,32,1,38,0.694164
gpu_shared_bec_aos,32,1,39,0.695444
gpu_shared_bec_aos,32,1,40,0.696963
gpu_shared_bec_aos,32,1,41,0.697364
gpu_shared_bec_aos,32,1,42,0.698324
gpu_shared_bec_aos,32,1,43,0.697044
gpu_shared_bec_aos,32,1,44,0.693163
gpu_shared_bec_aos,32,1,45,0.692963
gpu_shared_bec_aos,32,1,46,0.697124
gpu_shared_bec_aos,32,1,47,0.696364
gpu_shared_bec_aos,32,1,48,0.697804
gpu_shared_bec_aos,32,1,49,0.699083
gpu_shared_bec_aos,32,1,50,0.694204
gpu_shared_bec_aos,32,1,51,0.695844
gpu_shared_bec_aos,32,1,52,0.695604
gpu_shared_bec_aos,32,1,53,0.695403
gpu_shared_bec_aos,32,1,54,0.692723
gpu_shared_bec_aos,32,1,55,0.696364
gpu_shared_bec_aos,32,1,56,0.695964
gpu_shared_bec_aos,32,1,57,0.696164
gpu_shared_bec_aos,32,1,58,0.697563
gpu_shared_bec_aos,32,1,59,0.693364
gpu_shared_bec_aos,32,1,60,0.693284
gpu_shared_bec_aos,32,1,61,0.699204
gpu_shared_bec_aos,32,1,62,0.696284
