backend,variant,nlev,nproma,cell_dist,parallelization,run_id,time_ms
cpu,2,90,81920,uniform,omp_for,73,0.753504000
cpu,2,90,81920,uniform,omp_for,74,0.712634000
cpu,2,90,81920,uniform,omp_for,75,0.781614000
cpu,2,90,81920,uniform,omp_for,76,0.806885000
cpu,2,90,81920,uniform,omp_for,77,0.744475000
cpu,2,90,81920,uniform,omp_for,78,0.737095000
cpu,2,90,81920,uniform,omp_for,79,0.757275000
cpu,2,90,81920,uniform,omp_for,80,0.750045000
cpu,2,90,81920,uniform,omp_for,81,0.715664000
cpu,2,90,81920,uniform,omp_for,82,0.705464000
cpu,2,90,81920,uniform,omp_for,83,0.778775000
cpu,2,90,81920,uniform,omp_for,84,0.749334000
cpu,2,90,81920,uniform,omp_for,85,0.748844000
cpu,2,90,81920,uniform,omp_for,86,0.755324000
cpu,2,90,81920,uniform,omp_for,87,0.750255000
cpu,2,90,81920,uniform,omp_for,88,0.713685000
cpu,2,90,81920,uniform,omp_for,89,0.748994000
cpu,2,90,81920,uniform,omp_for,90,0.755844000
cpu,2,90,81920,uniform,omp_for,91,0.739024000
cpu,2,90,81920,uniform,omp_for,92,0.699284000
cpu,2,90,81920,uniform,omp_for,93,0.704014000
cpu,2,90,81920,uniform,omp_for,94,0.775084000
cpu,2,90,81920,uniform,omp_for,95,0.669514000
cpu,2,90,81920,uniform,omp_for,96,0.731484000
cpu,2,90,81920,uniform,omp_for,97,0.761975000
cpu,2,90,81920,uniform,omp_for,98,0.748365000
cpu,2,90,81920,uniform,omp_for,99,0.763085000
cpu,2,90,81920,uniform,omp_collapse2,0,1.056796000
cpu,2,90,81920,uniform,omp_collapse2,1,0.898575000
cpu,2,90,81920,uniform,omp_collapse2,2,0.788594000
cpu,2,90,81920,uniform,omp_collapse2,3,0.682784000
cpu,2,90,81920,uniform,omp_collapse2,4,0.632804000
cpu,2,90,81920,uniform,omp_collapse2,5,0.670034000
cpu,2,90,81920,uniform,omp_collapse2,6,0.638594000
cpu,2,90,81920,uniform,omp_collapse2,7,0.614974000
cpu,2,90,81920,uniform,omp_collapse2,8,0.601143000
cpu,2,90,81920,uniform,omp_collapse2,9,0.628694000
cpu,2,90,81920,uniform,omp_collapse2,10,0.647664000
cpu,2,90,81920,uniform,omp_collapse2,11,0.633994000
cpu,2,90,81920,uniform,omp_collapse2,12,0.597083000
cpu,2,90,81920,uniform,omp_collapse2,13,0.637463000
cpu,2,90,81920,uniform,omp_collapse2,14,0.597044000
cpu,2,90,81920,uniform,omp_collapse2,15,0.597404000
cpu,2,90,81920,uniform,omp_collapse2,16,0.593423000
cpu,2,90,81920,uniform,omp_collapse2,17,0.711914000
cpu,2,90,81920,uniform,omp_collapse2,18,0.607614000
cpu,2,90,81920,uniform,omp_collapse2,19,0.586093000
cpu,2,90,81920,uniform,omp_collapse2,20,0.587473000
cpu,2,90,81920,uniform,omp_collapse2,21,0.625204000
cpu,2,90,81920,uniform,omp_collapse2,22,0.600604000
cpu,2,90,81920,uniform,omp_collapse2,23,0.623354000
cpu,2,90,81920,uniform,omp_collapse2,24,0.591983000
cpu,2,90,81920,uniform,omp_collapse2,25,0.621994000
cpu,2,90,81920,uniform,omp_collapse2,26,0.590553000
cpu,2,90,81920,uniform,omp_collapse2,27,0.614333000
cpu,2,90,81920,uniform,omp_collapse2,28,0.642134000
cpu,2,90,81920,uniform,omp_collapse2,29,0.643494000
cpu,2,90,81920,uniform,omp_collapse2,30,0.634114000
cpu,2,90,81920,uniform,omp_collapse2,31,0.631954000
cpu,2,90,81920,uniform,omp_collapse2,32,0.683014000
cpu,2,90,81920,uniform,omp_collapse2,33,0.641094000
cpu,2,90,81920,uniform,omp_collapse2,34,0.614193000
cpu,2,90,81920,uniform,omp_collapse2,35,0.632484000
cpu,2,90,81920,uniform,omp_collapse2,36,0.663574000
cpu,2,90,81920,uniform,omp_collapse2,37,0.626904000
cpu,2,90,81920,uniform,omp_collapse2,38,0.597783000
cpu,2,90,81920,uniform,omp_collapse2,39,0.652184000
cpu,2,90,81920,uniform,omp_collapse2,40,0.645524000
cpu,2,90,81920,uniform,omp_collapse2,41,0.640963000
cpu,2,90,81920,uniform,omp_collapse2,42,0.614383000
cpu,2,90,81920,uniform,omp_collapse2,43,0.652784000
cpu,2,90,81920,uniform,omp_collapse2,44,0.641984000
cpu,2,90,81920,uniform,omp_collapse2,45,0.633964000
cpu,2,90,81920,uniform,omp_collapse2,46,0.576163000
cpu,2,90,81920,uniform,omp_collapse2,47,0.710594000
cpu,2,90,81920,uniform,omp_collapse2,48,0.618894000
cpu,2,90,81920,uniform,omp_collapse2,49,0.618444000
cpu,2,90,81920,uniform,omp_collapse2,50,0.614883000
cpu,2,90,81920,uniform,omp_collapse2,51,0.649984000
cpu,2,90,81920,uniform,omp_collapse2,52,0.651784000
