backend,variant,nlev,nproma,cell_dist,config_label,TX,TY,BX,BY,run_id,time_s
gpu,2,90,81920,uniform,2x1_32x16,2,1,32,16,4,0.003660800
gpu,2,90,81920,uniform,2x1_32x16,2,1,32,16,5,0.003656448
gpu,2,90,81920,uniform,2x1_32x16,2,1,32,16,6,0.003653408
gpu,2,90,81920,uniform,2x1_32x16,2,1,32,16,7,0.003657472
gpu,2,90,81920,uniform,2x1_32x16,2,1,32,16,8,0.003658560
gpu,2,90,81920,uniform,2x1_32x16,2,1,32,16,9,0.003657728
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,0,0.002817024
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,1,0.002799616
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,2,0.002800640
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,3,0.002799488
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,4,0.002793472
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,5,0.002798592
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,6,0.002800352
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,7,0.002798592
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,8,0.002799616
gpu,2,90,81920,uniform,2x1_32x8,2,1,32,8,9,0.002799616
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,0,0.002459648
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,1,0.002453504
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,2,0.002457600
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,3,0.002457600
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,4,0.002458656
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,5,0.002459648
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,6,0.002459648
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,7,0.002460448
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,8,0.002456576
gpu,2,90,81920,uniform,2x1_32x4,2,1,32,4,9,0.002457568
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,0,0.011963392
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,1,0.011961344
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,2,0.011973408
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,3,0.011964192
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,4,0.011958272
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,5,0.011960320
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,6,0.011971584
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,7,0.011966464
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,8,0.011959296
gpu,2,90,81920,uniform,1x2_32x16,1,2,32,16,9,0.011964416
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,0,0.003512320
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,1,0.003508224
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,2,0.003504128
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,3,0.003509248
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,4,0.003507200
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,5,0.003503104
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,6,0.003508224
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,7,0.003501056
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,8,0.003503104
gpu,2,90,81920,uniform,1x2_32x8,1,2,32,8,9,0.003508224
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,0,0.002720768
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,1,0.002718720
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,2,0.002717696
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,3,0.002720768
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,4,0.002718720
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,5,0.002716672
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,6,0.002720768
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,7,0.002722816
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,8,0.002720768
gpu,2,90,81920,uniform,1x2_32x4,1,2,32,4,9,0.002718720
gpu,2,90,81920,uniform,2x2_32x8,2,2,32,8,0,0.003676160
gpu,2,90,81920,uniform,2x2_32x8,2,2,32,8,1,0.003675136
gpu,2,90,81920,uniform,2x2_32x8,2,2,32,8,2,0.003671040
gpu,2,90,81920,uniform,2x2_32x8,2,2,32,8,3,0.003671040
gpu,2,90,81920,uniform,2x2_32x8,2,2,32,8,4,0.003672064
gpu,2,90,81920,uniform,2x2_32x8,2,2,32,8,5,0.003664896
gpu,2,90,81920,uniform,2x2_32x8,2,2,32,8,6,0.003670016
gpu,2,90,81920,uniform,2x2_32x8,2,2,32,8,7,0.003664896
gpu,2,90,81920,uniform,2x2_32x8,2,2,32,8,8,0.003671040
