backend,variant,nlev,nproma,cell_dist,config_label,TX,TY,BX,BY,run_id,time_s
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,0,0.003354624
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,1,0.003347392
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,2,0.003345408
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,3,0.003351552
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,4,0.003340288
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,5,0.003342336
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,6,0.003343360
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,7,0.003343488
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,8,0.003352576
gpu,1,90,81920,normal_var4,1x2_32x16,1,2,32,16,9,0.003352576
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,0,0.002057216
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,1,0.002055168
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,2,0.002055456
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,3,0.002055296
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,4,0.002054144
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,5,0.002054432
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,6,0.002052096
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,7,0.002055168
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,8,0.002054144
gpu,1,90,81920,normal_var4,1x2_32x8,1,2,32,8,9,0.002056192
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,0,0.002007040
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,1,0.002004992
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,2,0.002002944
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,3,0.002004992
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,4,0.002004992
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,5,0.002009088
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,6,0.002002944
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,7,0.002006016
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,8,0.002004768
gpu,1,90,81920,normal_var4,1x2_32x4,1,2,32,4,9,0.002001920
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,0,0.002031616
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,1,0.002027520
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,2,0.002032640
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,3,0.002035712
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,4,0.002028512
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,5,0.002028544
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,6,0.002027520
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,7,0.002026496
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,8,0.002027520
gpu,1,90,81920,normal_var4,2x2_32x8,2,2,32,8,9,0.002027744
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,0,0.001960960
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,1,0.001957888
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,2,0.001959936
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,3,0.001960960
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,4,0.001957696
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,5,0.001959936
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,6,0.001959936
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,7,0.001964032
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,8,0.001957888
gpu,1,90,81920,normal_var4,2x2_32x4,2,2,32,4,9,0.001961984
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,0,0.001958848
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,1,0.001953792
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,2,0.001950720
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,3,0.001953792
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,4,0.001951456
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,5,0.001951680
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,6,0.001950688
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,7,0.001951744
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,8,0.001951744
gpu,1,90,81920,normal_var4,4x2_32x4,4,2,32,4,9,0.001951744
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,0,0.001605632
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,1,0.001599488
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,2,0.001599488
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,3,0.001601408
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,4,0.001600352
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,5,0.001599488
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,6,0.001601536
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,7,0.001600480
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,8,0.001600480
gpu,2,90,81920,normal_var4,1x1_256x1,1,1,256,1,9,0.001599488
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,0,0.001607680
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,1,0.001601536
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,2,0.001607680
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,3,0.001603584
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,4,0.001603424
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,5,0.001602560
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,6,0.001602560
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,7,0.001609728
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,8,0.001601856
gpu,2,90,81920,normal_var4,1x1_128x1,1,1,128,1,9,0.001601760
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,0,0.001606656
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,1,0.001603552
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,2,0.001606688
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,3,0.001604448
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,4,0.001602528
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,5,0.001604608
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,6,0.001604608
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,7,0.001604608
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,8,0.001605632
gpu,2,90,81920,normal_var4,2x1_128x1,2,1,128,1,9,0.001604544
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,0,0.001857536
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,1,0.001853376
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,2,0.001850368
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,3,0.001853440
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,4,0.001839104
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,5,0.001849120
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,6,0.001858560
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,7,0.001857536
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,8,0.001869824
gpu,2,90,81920,normal_var4,4x1_128x1,4,1,128,1,9,0.001860512
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,0,0.001816576
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,1,0.001811328
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,2,0.001812480
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,3,0.001822720
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,4,0.001833760
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,5,0.001828864
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,6,0.001825568
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,7,0.001821696
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,8,0.001829888
gpu,2,90,81920,normal_var4,4x1_64x1,4,1,64,1,9,0.001829888
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,0,0.001604608
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,1,0.001601536
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,2,0.001600512
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,3,0.001600512
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,4,0.001603840
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,5,0.001600512
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,6,0.001600512
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,7,0.001601248
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,8,0.001600512
gpu,2,90,81920,normal_var4,1x2_256x1,1,2,256,1,9,0.001600512
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,0,0.001642560
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,1,0.001638400
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,2,0.001640384
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,3,0.001641376
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,4,0.001641472
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,5,0.001642496
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,6,0.001639424
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,7,0.001642304
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,8,0.001641216
gpu,2,90,81920,normal_var4,1x4_256x1,1,4,256,1,9,0.001640448
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,0,0.001605632
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,1,0.001603584
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,2,0.001604608
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,3,0.001604608
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,4,0.001604608
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,5,0.001604608
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,6,0.001604608
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,7,0.001603584
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,8,0.001603584
gpu,2,90,81920,normal_var4,2x2_128x1,2,2,128,1,9,0.001604608
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,0,0.001623040
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,1,0.001623040
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,2,0.001622016
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,3,0.001625088
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,4,0.001622016
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,5,0.001625088
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,6,0.001622016
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,7,0.001621152
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,8,0.001619968
gpu,2,90,81920,normal_var4,2x4_128x1,2,4,128,1,9,0.001620992
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,0,0.001623040
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,1,0.001620992
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,2,0.001618944
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,3,0.001619968
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,4,0.001619968
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,5,0.001618944
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,6,0.001619968
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,7,0.001620992
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,8,0.001619968
gpu,2,90,81920,normal_var4,4x2_64x1,4,2,64,1,9,0.001622016
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,0,0.002070528
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,1,0.002062336
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,2,0.002063360
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,3,0.002063360
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,4,0.002064384
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,5,0.002066432
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,6,0.002064384
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,7,0.002064384
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,8,0.002065408
gpu,2,90,81920,normal_var4,1x1_32x16,1,1,32,16,9,0.002062336
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,0,0.002017280
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,1,0.002016256
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,2,0.002015232
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,3,0.002016288
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,4,0.002017280
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,5,0.002017312
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,6,0.002015328
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,7,0.002015904
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,8,0.002013312
gpu,2,90,81920,normal_var4,1x1_32x8,1,1,32,8,9,0.002017280
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,0,0.001673216
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,1,0.001660928
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,2,0.001660928
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,3,0.001662912
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,4,0.001664992
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,5,0.001667072
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,6,0.001663200
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,7,0.001662976
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,8,0.001661952
gpu,2,90,81920,normal_var4,1x1_32x4,1,1,32,4,9,0.001664000
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,0,0.002068544
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,1,0.002062304
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,2,0.002061312
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,3,0.002063360
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,4,0.002058240
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,5,0.002061472
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,6,0.002062336
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,7,0.002064384
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,8,0.002061312
gpu,2,90,81920,normal_var4,2x1_32x16,2,1,32,16,9,0.002060288
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,0,0.002013184
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,1,0.002012160
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,2,0.002010080
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,3,0.002011008
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,4,0.002016256
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,5,0.002012160
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,6,0.002011136
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,7,0.002009088
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,8,0.002013184
gpu,2,90,81920,normal_var4,2x1_32x8,2,1,32,8,9,0.002013184
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,0,0.001676096
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,1,0.001675264
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,2,0.001675264
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,3,0.001683456
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,4,0.001673216
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,5,0.001676992
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,6,0.001675264
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,7,0.001677312
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,8,0.001679360
gpu,2,90,81920,normal_var4,2x1_32x4,2,1,32,4,9,0.001679360
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,0,0.003343584
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,1,0.003345408
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,2,0.003340288
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,3,0.003335168
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,4,0.003338240
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,5,0.003337216
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,6,0.003339264
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,7,0.003339264
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,8,0.003340288
gpu,2,90,81920,normal_var4,1x2_32x16,1,2,32,16,9,0.003339264
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,0,0.002052128
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,1,0.002054144
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,2,0.002052096
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,3,0.002052192
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,4,0.002055168
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,5,0.002054080
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,6,0.002053120
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,7,0.002052096
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,8,0.002050048
gpu,2,90,81920,normal_var4,1x2_32x8,1,2,32,8,9,0.002051072
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,0,0.002008064
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,1,0.001996800
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,2,0.001997824
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,3,0.001997824
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,4,0.001997824
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,5,0.001996960
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,6,0.001996864
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,7,0.002000736
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,8,0.001997824
gpu,2,90,81920,normal_var4,1x2_32x4,1,2,32,4,9,0.001999872
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,0,0.002032640
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,1,0.002031328
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,2,0.002028544
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,3,0.002029568
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,4,0.002036736
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,5,0.002031616
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,6,0.002031616
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,7,0.002029568
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,8,0.002028544
gpu,2,90,81920,normal_var4,2x2_32x8,2,2,32,8,9,0.002027520
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,0,0.001961120
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,1,0.001956864
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,2,0.001960960
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,3,0.001959936
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,4,0.001958912
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,5,0.001960960
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,6,0.001963008
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,7,0.001958912
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,8,0.001959904
gpu,2,90,81920,normal_var4,2x2_32x4,2,2,32,4,9,0.001958912
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,0,0.001957888
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,1,0.001950656
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,2,0.001950720
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,3,0.001952768
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,4,0.001955776
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,5,0.001950688
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,6,0.001951744
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,7,0.001950720
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,8,0.001952768
gpu,2,90,81920,normal_var4,4x2_32x4,4,2,32,4,9,0.001947648
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,0,0.023913471
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,1,0.023905249
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,2,0.023901184
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,3,0.023460863
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,4,0.023379904
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,5,0.023919617
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,6,0.023933697
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,7,0.023851007
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,8,0.023824385
gpu,3,90,81920,normal_var4,1x1_256x1,1,1,256,1,9,0.023929024
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,0,0.023993343
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,1,0.023927967
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,2,0.023784512
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,3,0.023903233
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,4,0.023924736
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,5,0.023983200
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,6,0.024009727
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,7,0.023929855
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,8,0.023924736
gpu,3,90,81920,normal_var4,1x1_128x1,1,1,128,1,9,0.023912449
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,0,0.025235456
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,1,0.025179136
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,2,0.025037825
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,3,0.025241505
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,4,0.025151487
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,5,0.025160704
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,6,0.025172993
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,7,0.025238527
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,8,0.025192448
gpu,3,90,81920,normal_var4,2x1_128x1,2,1,128,1,9,0.025213888
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,0,0.026312063
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,1,0.026388544
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,2,0.026383360
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,3,0.026377056
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,4,0.026425407
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,5,0.026312737
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,6,0.026166113
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,7,0.026397696
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,8,0.026345472
gpu,3,90,81920,normal_var4,4x1_128x1,4,1,128,1,9,0.026169344
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,0,0.026277952
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,1,0.026091520
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,2,0.026308449
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,3,0.026086399
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,4,0.026167295
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,5,0.026142719
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,6,0.026078209
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,7,0.026227713
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,8,0.026307392
gpu,3,90,81920,normal_var4,4x1_64x1,4,1,64,1,9,0.026133505
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,0,0.011841536
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,1,0.011734016
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,2,0.011839424
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,3,0.011850752
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,4,0.011857920
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,5,0.011804672
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,6,0.011887616
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,7,0.011841536
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,8,0.011843584
gpu,3,90,81920,normal_var4,1x2_256x1,1,2,256,1,9,0.011812864
