backend,variant,nlev,nproma,cell_dist,parallelization,run_id,time_ms
cpu,1,90,81920,uniform,omp_collapse2,58,0.433555000
cpu,1,90,81920,uniform,omp_collapse2,59,0.425363000
cpu,1,90,81920,uniform,omp_collapse2,60,0.441747000
cpu,1,90,81920,uniform,omp_collapse2,61,0.474353000
cpu,1,90,81920,uniform,omp_collapse2,62,0.422930000
cpu,1,90,81920,uniform,omp_collapse2,63,0.420595000
cpu,1,90,81920,uniform,omp_collapse2,64,0.464530000
cpu,1,90,81920,uniform,omp_collapse2,65,0.441907000
cpu,1,90,81920,uniform,omp_collapse2,66,0.444082000
cpu,1,90,81920,uniform,omp_collapse2,67,0.442450000
cpu,1,90,81920,uniform,omp_collapse2,68,0.448882000
cpu,1,90,81920,uniform,omp_collapse2,69,0.427987000
cpu,1,90,81920,uniform,omp_collapse2,70,0.419955000
cpu,1,90,81920,uniform,omp_collapse2,71,0.420723000
cpu,1,90,81920,uniform,omp_collapse2,72,0.428402000
cpu,1,90,81920,uniform,omp_collapse2,73,0.426227000
cpu,1,90,81920,uniform,omp_collapse2,74,0.411764000
cpu,1,90,81920,uniform,omp_collapse2,75,0.418163000
cpu,1,90,81920,uniform,omp_collapse2,76,0.417779000
cpu,1,90,81920,uniform,omp_collapse2,77,0.438419000
cpu,1,90,81920,uniform,omp_collapse2,78,0.490448000
cpu,1,90,81920,uniform,omp_collapse2,79,0.441714000
cpu,1,90,81920,uniform,omp_collapse2,80,0.443730000
cpu,1,90,81920,uniform,omp_collapse2,81,0.421107000
cpu,1,90,81920,uniform,omp_collapse2,82,0.562382000
cpu,1,90,81920,uniform,omp_collapse2,83,0.509648000
cpu,1,90,81920,uniform,omp_collapse2,84,0.988769000
cpu,1,90,81920,uniform,omp_collapse2,85,0.413683000
cpu,1,90,81920,uniform,omp_collapse2,86,0.425171000
cpu,1,90,81920,uniform,omp_collapse2,87,0.437138000
cpu,1,90,81920,uniform,omp_collapse2,88,0.479217000
cpu,1,90,81920,uniform,omp_collapse2,89,0.439090000
cpu,1,90,81920,uniform,omp_collapse2,90,0.442866000
cpu,1,90,81920,uniform,omp_collapse2,91,0.427922000
cpu,1,90,81920,uniform,omp_collapse2,92,0.433427000
cpu,1,90,81920,uniform,omp_collapse2,93,0.440594000
cpu,1,90,81920,uniform,omp_collapse2,94,0.444274000
cpu,1,90,81920,uniform,omp_collapse2,95,0.422003000
cpu,1,90,81920,uniform,omp_collapse2,96,0.423154000
cpu,1,90,81920,uniform,omp_collapse2,97,0.440755000
cpu,1,90,81920,uniform,omp_collapse2,98,0.409588000
cpu,1,90,81920,uniform,omp_collapse2,99,0.416659000
cpu,2,90,81920,uniform,omp_for,0,1.002656000
cpu,2,90,81920,uniform,omp_for,1,0.988353000
cpu,2,90,81920,uniform,omp_for,2,0.961954000
cpu,2,90,81920,uniform,omp_for,3,0.988705000
cpu,2,90,81920,uniform,omp_for,4,0.953794000
cpu,2,90,81920,uniform,omp_for,5,0.957251000
cpu,2,90,81920,uniform,omp_for,6,0.964386000
cpu,2,90,81920,uniform,omp_for,7,0.963298000
cpu,2,90,81920,uniform,omp_for,8,0.958754000
cpu,2,90,81920,uniform,omp_for,9,0.950082000
cpu,2,90,81920,uniform,omp_for,10,0.958562000
cpu,2,90,81920,uniform,omp_for,11,0.953154000
cpu,2,90,81920,uniform,omp_for,12,0.944963000
cpu,2,90,81920,uniform,omp_for,13,0.969346000
cpu,2,90,81920,uniform,omp_for,14,0.967778000
cpu,2,90,81920,uniform,omp_for,15,0.940578000
cpu,2,90,81920,uniform,omp_for,16,0.964674000
cpu,2,90,81920,uniform,omp_for,17,0.971073000
cpu,2,90,81920,uniform,omp_for,18,0.943746000
cpu,2,90,81920,uniform,omp_for,19,1.001345000
cpu,2,90,81920,uniform,omp_for,20,0.969058000
cpu,2,90,81920,uniform,omp_for,21,0.953379000
cpu,2,90,81920,uniform,omp_for,22,0.955523000
cpu,2,90,81920,uniform,omp_for,23,0.942307000
cpu,2,90,81920,uniform,omp_for,24,0.956130000
cpu,2,90,81920,uniform,omp_for,25,0.945474000
cpu,2,90,81920,uniform,omp_for,26,0.963170000
cpu,2,90,81920,uniform,omp_for,27,0.990721000
cpu,2,90,81920,uniform,omp_for,28,0.932707000
cpu,2,90,81920,uniform,omp_for,29,0.938371000
cpu,2,90,81920,uniform,omp_for,30,0.970337000
cpu,2,90,81920,uniform,omp_for,31,0.984673000
cpu,2,90,81920,uniform,omp_for,32,0.943587000
cpu,2,90,81920,uniform,omp_for,33,0.938371000
cpu,2,90,81920,uniform,omp_for,34,0.974946000
cpu,2,90,81920,uniform,omp_for,35,0.960674000
cpu,2,90,81920,uniform,omp_for,36,0.943715000
cpu,2,90,81920,uniform,omp_for,37,0.942882000
cpu,2,90,81920,uniform,omp_for,38,0.971266000
cpu,2,90,81920,uniform,omp_for,39,0.996577000
cpu,2,90,81920,uniform,omp_for,40,0.967489000
cpu,2,90,81920,uniform,omp_for,41,0.958210000
cpu,2,90,81920,uniform,omp_for,42,0.946019000
cpu,2,90,81920,uniform,omp_for,43,0.987873000
cpu,2,90,81920,uniform,omp_for,44,0.944066000
cpu,2,90,81920,uniform,omp_for,45,0.971393000
cpu,2,90,81920,uniform,omp_for,46,0.997697000
cpu,2,90,81920,uniform,omp_for,47,1.012448000
cpu,2,90,81920,uniform,omp_for,48,0.974754000
cpu,2,90,81920,uniform,omp_for,49,1.001345000
cpu,2,90,81920,uniform,omp_for,50,0.975170000
cpu,2,90,81920,uniform,omp_for,51,0.953219000
cpu,2,90,81920,uniform,omp_for,52,0.962306000
cpu,2,90,81920,uniform,omp_for,53,0.936707000
cpu,2,90,81920,uniform,omp_for,54,0.962370000
cpu,2,90,81920,uniform,omp_for,55,1.030143000
cpu,2,90,81920,uniform,omp_for,56,0.976642000
cpu,2,90,81920,uniform,omp_for,57,0.988257000
cpu,2,90,81920,uniform,omp_for,58,0.976610000
cpu,2,90,81920,uniform,omp_for,59,0.972993000
cpu,2,90,81920,uniform,omp_for,60,1.044384000
cpu,2,90,81920,uniform,omp_for,61,0.989410000
cpu,2,90,81920,uniform,omp_for,62,0.945858000
cpu,2,90,81920,uniform,omp_for,63,0.958338000
cpu,2,90,81920,uniform,omp_for,64,0.974690000
cpu,2,90,81920,uniform,omp_for,65,0.958370000
cpu,2,90,81920,uniform,omp_for,66,0.948707000
cpu,2,90,81920,uniform,omp_for,67,0.956898000
cpu,2,90,81920,uniform,omp_for,68,0.983778000
cpu,2,90,81920,uniform,omp_for,69,0.974753000
cpu,2,90,81920,uniform,omp_for,70,0.973633000
cpu,2,90,81920,uniform,omp_for,71,1.004737000
cpu,2,90,81920,uniform,omp_for,72,0.998496000
cpu,2,90,81920,uniform,omp_for,73,0.971106000
cpu,2,90,81920,uniform,omp_for,74,0.968066000
cpu,2,90,81920,uniform,omp_for,75,1.040991000
cpu,2,90,81920,uniform,omp_for,76,0.952099000
cpu,2,90,81920,uniform,omp_for,77,0.979490000
cpu,2,90,81920,uniform,omp_for,78,0.971458000
cpu,2,90,81920,uniform,omp_for,79,0.981570000
cpu,2,90,81920,uniform,omp_for,80,0.965666000
cpu,2,90,81920,uniform,omp_for,81,0.963906000
cpu,2,90,81920,uniform,omp_for,82,0.967266000
cpu,2,90,81920,uniform,omp_for,83,1.014016000
cpu,2,90,81920,uniform,omp_for,84,0.958146000
cpu,2,90,81920,uniform,omp_for,85,0.976545000
cpu,2,90,81920,uniform,omp_for,86,0.978369000
cpu,2,90,81920,uniform,omp_for,87,0.984129000
cpu,2,90,81920,uniform,omp_for,88,0.976577000
cpu,2,90,81920,uniform,omp_for,89,0.975905000
cpu,2,90,81920,uniform,omp_for,90,0.971618000
cpu,2,90,81920,uniform,omp_for,91,0.993281000
cpu,2,90,81920,uniform,omp_for,92,0.967522000
cpu,2,90,81920,uniform,omp_for,93,0.976386000
cpu,2,90,81920,uniform,omp_for,94,0.996161000
cpu,2,90,81920,uniform,omp_for,95,0.980001000
cpu,2,90,81920,uniform,omp_for,96,0.989442000
cpu,2,90,81920,uniform,omp_for,97,0.958531000
cpu,2,90,81920,uniform,omp_for,98,1.024416000
cpu,2,90,81920,uniform,omp_for,99,0.955106000
cpu,2,90,81920,uniform,omp_collapse2,0,0.510032000
cpu,2,90,81920,uniform,omp_collapse2,1,0.510288000
cpu,2,90,81920,uniform,omp_collapse2,2,0.486481000
cpu,2,90,81920,uniform,omp_collapse2,3,0.499600000
cpu,2,90,81920,uniform,omp_collapse2,4,0.493969000
cpu,2,90,81920,uniform,omp_collapse2,5,0.477873000
cpu,2,90,81920,uniform,omp_collapse2,6,5.429879000
cpu,2,90,81920,uniform,omp_collapse2,7,0.479857000
cpu,2,90,81920,uniform,omp_collapse2,8,0.497585000
cpu,2,90,81920,uniform,omp_collapse2,9,0.477777000
cpu,2,90,81920,uniform,omp_collapse2,10,0.458226000
cpu,2,90,81920,uniform,omp_collapse2,11,0.474577000
cpu,2,90,81920,uniform,omp_collapse2,12,0.466418000
cpu,2,90,81920,uniform,omp_collapse2,13,0.467633000
cpu,2,90,81920,uniform,omp_collapse2,14,0.463505000
cpu,2,90,81920,uniform,omp_collapse2,15,0.461585000
cpu,2,90,81920,uniform,omp_collapse2,16,0.461170000
cpu,2,90,81920,uniform,omp_collapse2,17,0.452210000
cpu,2,90,81920,uniform,omp_collapse2,18,0.450386000
cpu,2,90,81920,uniform,omp_collapse2,19,0.459794000
cpu,2,90,81920,uniform,omp_collapse2,20,0.452818000
cpu,2,90,81920,uniform,omp_collapse2,21,0.451474000
cpu,2,90,81920,uniform,omp_collapse2,22,0.509904000
cpu,2,90,81920,uniform,omp_collapse2,23,0.480113000
cpu,2,90,81920,uniform,omp_collapse2,24,0.445458000
cpu,2,90,81920,uniform,omp_collapse2,25,0.455090000
cpu,2,90,81920,uniform,omp_collapse2,26,0.476081000
cpu,2,90,81920,uniform,omp_collapse2,27,0.462673000
cpu,2,90,81920,uniform,omp_collapse2,28,0.503056000
cpu,2,90,81920,uniform,omp_collapse2,29,0.458417000
cpu,2,90,81920,uniform,omp_collapse2,30,0.448210000
cpu,2,90,81920,uniform,omp_collapse2,31,0.453746000
cpu,2,90,81920,uniform,omp_collapse2,32,0.453810000
cpu,2,90,81920,uniform,omp_collapse2,33,0.457329000
cpu,2,90,81920,uniform,omp_collapse2,34,0.431027000
cpu,2,90,81920,uniform,omp_collapse2,35,0.443442000
cpu,2,90,81920,uniform,omp_collapse2,36,0.443922000
cpu,2,90,81920,uniform,omp_collapse2,37,0.445426000
cpu,2,90,81920,uniform,omp_collapse2,38,0.454353000
cpu,2,90,81920,uniform,omp_collapse2,39,0.450802000
cpu,2,90,81920,uniform,omp_collapse2,40,0.447602000
cpu,2,90,81920,uniform,omp_collapse2,41,0.450258000
cpu,2,90,81920,uniform,omp_collapse2,42,0.442962000
cpu,2,90,81920,uniform,omp_collapse2,43,0.431059000
cpu,2,90,81920,uniform,omp_collapse2,44,0.450546000
cpu,2,90,81920,uniform,omp_collapse2,45,0.456690000
cpu,2,90,81920,uniform,omp_collapse2,46,0.446514000
cpu,2,90,81920,uniform,omp_collapse2,47,0.435090000
cpu,2,90,81920,uniform,omp_collapse2,48,0.448690000
cpu,2,90,81920,uniform,omp_collapse2,49,0.432466000
cpu,2,90,81920,uniform,omp_collapse2,50,0.432722000
cpu,2,90,81920,uniform,omp_collapse2,51,0.446802000
cpu,2,90,81920,uniform,omp_collapse2,52,0.582062000
cpu,2,90,81920,uniform,omp_collapse2,53,0.438194000
cpu,2,90,81920,uniform,omp_collapse2,54,0.427602000
cpu,2,90,81920,uniform,omp_collapse2,55,0.455442000
cpu,2,90,81920,uniform,omp_collapse2,56,0.448754000
cpu,2,90,81920,uniform,omp_collapse2,57,0.443698000
cpu,2,90,81920,uniform,omp_collapse2,58,0.456561000
cpu,2,90,81920,uniform,omp_collapse2,59,0.447378000
cpu,2,90,81920,uniform,omp_collapse2,60,0.443730000
cpu,2,90,81920,uniform,omp_collapse2,61,0.446130000
cpu,2,90,81920,uniform,omp_collapse2,62,0.429842000
cpu,2,90,81920,uniform,omp_collapse2,63,0.448050000
cpu,2,90,81920,uniform,omp_collapse2,64,0.444274000
cpu,2,90,81920,uniform,omp_collapse2,65,2.398293000
cpu,2,90,81920,uniform,omp_collapse2,66,0.437202000
cpu,2,90,81920,uniform,omp_collapse2,67,0.429490000
cpu,2,90,81920,uniform,omp_collapse2,68,0.425395000
cpu,2,90,81920,uniform,omp_collapse2,69,0.444722000
cpu,2,90,81920,uniform,omp_collapse2,70,0.444210000
cpu,2,90,81920,uniform,omp_collapse2,71,0.440338000
cpu,2,90,81920,uniform,omp_collapse2,72,0.443858000
cpu,2,90,81920,uniform,omp_collapse2,73,0.431410000
cpu,2,90,81920,uniform,omp_collapse2,74,0.422387000
cpu,2,90,81920,uniform,omp_collapse2,75,0.447698000
cpu,2,90,81920,uniform,omp_collapse2,76,0.506128000
cpu,2,90,81920,uniform,omp_collapse2,77,0.431058000
cpu,2,90,81920,uniform,omp_collapse2,78,0.428499000
cpu,2,90,81920,uniform,omp_collapse2,79,0.428115000
cpu,2,90,81920,uniform,omp_collapse2,80,0.442546000
cpu,2,90,81920,uniform,omp_collapse2,81,0.432051000
cpu,2,90,81920,uniform,omp_collapse2,82,0.421587000
cpu,2,90,81920,uniform,omp_collapse2,83,0.437843000
cpu,2,90,81920,uniform,omp_collapse2,84,0.436082000
cpu,2,90,81920,uniform,omp_collapse2,85,0.438227000
cpu,2,90,81920,uniform,omp_collapse2,86,0.434483000
cpu,2,90,81920,uniform,omp_collapse2,87,0.442290000
cpu,2,90,81920,uniform,omp_collapse2,88,0.433811000
cpu,2,90,81920,uniform,omp_collapse2,89,0.439635000
cpu,2,90,81920,uniform,omp_collapse2,90,0.428243000
cpu,2,90,81920,uniform,omp_collapse2,91,0.443730000
cpu,2,90,81920,uniform,omp_collapse2,92,0.434099000
cpu,2,90,81920,uniform,omp_collapse2,93,0.418451000
cpu,2,90,81920,uniform,omp_collapse2,94,0.421875000
cpu,2,90,81920,uniform,omp_collapse2,95,0.443570000
cpu,2,90,81920,uniform,omp_collapse2,96,0.426739000
cpu,2,90,81920,uniform,omp_collapse2,97,0.445170000
cpu,2,90,81920,uniform,omp_collapse2,98,0.443922000
cpu,2,90,81920,uniform,omp_collapse2,99,0.425523000
cpu,3,90,81920,uniform,omp_for,0,0.516752000
cpu,3,90,81920,uniform,omp_for,1,0.350677000
cpu,3,90,81920,uniform,omp_for,2,0.385012000
cpu,3,90,81920,uniform,omp_for,3,0.342646000
cpu,3,90,81920,uniform,omp_for,4,0.349206000
cpu,3,90,81920,uniform,omp_for,5,0.340150000
cpu,3,90,81920,uniform,omp_for,6,0.338069000
cpu,3,90,81920,uniform,omp_for,7,0.338741000
cpu,3,90,81920,uniform,omp_for,8,0.341493000
cpu,3,90,81920,uniform,omp_for,9,0.445842000
cpu,3,90,81920,uniform,omp_for,10,0.367092000
cpu,3,90,81920,uniform,omp_for,11,0.416307000
cpu,3,90,81920,uniform,omp_for,12,0.397300000
cpu,3,90,81920,uniform,omp_for,13,0.334902000
cpu,3,90,81920,uniform,omp_for,14,0.335446000
cpu,3,90,81920,uniform,omp_for,15,0.323894000
cpu,3,90,81920,uniform,omp_for,16,0.329494000
cpu,3,90,81920,uniform,omp_for,17,0.479825000
cpu,3,90,81920,uniform,omp_for,18,0.328214000
cpu,3,90,81920,uniform,omp_for,19,0.348309000
cpu,3,90,81920,uniform,omp_for,20,0.317399000
cpu,3,90,81920,uniform,omp_for,21,0.331190000
cpu,3,90,81920,uniform,omp_for,22,0.454930000
cpu,3,90,81920,uniform,omp_for,23,0.356149000
cpu,3,90,81920,uniform,omp_for,24,0.324149000
cpu,3,90,81920,uniform,omp_for,25,0.376052000
cpu,3,90,81920,uniform,omp_for,26,0.327254000
cpu,3,90,81920,uniform,omp_for,27,0.319638000
cpu,3,90,81920,uniform,omp_for,28,0.322262000
cpu,3,90,81920,uniform,omp_for,29,0.333174000
cpu,3,90,81920,uniform,omp_for,30,5.452470000
cpu,3,90,81920,uniform,omp_for,31,0.380629000
cpu,3,90,81920,uniform,omp_for,32,0.326454000
cpu,3,90,81920,uniform,omp_for,33,0.335798000
cpu,3,90,81920,uniform,omp_for,34,0.324117000
cpu,3,90,81920,uniform,omp_for,35,0.329686000
cpu,3,90,81920,uniform,omp_for,36,0.324694000
