variant,experiment,ny,nx,tpb,coarsen,rep,time_ms
aos_scatter,qe,225001,110273,32,1,0,0.015760
aos_scatter,qe,225001,110273,32,1,1,0.018960
aos_scatter,qe,225001,110273,32,1,2,0.018520
aos_scatter,qe,225001,110273,32,1,3,0.018560
aos_scatter,qe,225001,110273,32,1,4,0.018040
aos_scatter,qe,225001,110273,32,1,5,0.019320
aos_scatter,qe,225001,110273,32,1,6,0.017000
aos_scatter,qe,225001,110273,32,1,7,0.017760
aos_scatter,qe,225001,110273,32,1,8,0.017200
aos_scatter,qe,225001,110273,32,1,9,0.017160
aos_scatter,qe,225001,110273,32,1,10,0.016801
aos_scatter,qe,225001,110273,32,1,11,0.017120
aos_scatter,qe,225001,110273,32,1,12,0.016960
aos_scatter,qe,225001,110273,32,1,13,0.016600
aos_scatter,qe,225001,110273,32,1,14,0.017080
aos_scatter,qe,225001,110273,32,1,15,0.017000
aos_scatter,qe,225001,110273,32,1,16,0.017200
aos_scatter,qe,225001,110273,32,1,17,0.017001
aos_scatter,qe,225001,110273,32,1,18,0.016600
aos_scatter,qe,225001,110273,32,1,19,0.017720
aos_scatter,qe,225001,110273,32,1,20,0.016360
aos_scatter,qe,225001,110273,32,1,21,0.017160
aos_scatter,qe,225001,110273,32,1,22,0.016840
aos_scatter,qe,225001,110273,32,1,23,0.016920
aos_scatter,qe,225001,110273,32,1,24,0.016840
aos_scatter,qe,225001,110273,32,1,25,0.016800
aos_scatter,qe,225001,110273,32,1,26,0.016640
aos_scatter,qe,225001,110273,32,1,27,0.016480
aos_scatter,qe,225001,110273,32,1,28,0.015840
aos_scatter,qe,225001,110273,32,1,29,0.016680
aos_scatter,qe,225001,110273,32,1,30,0.016520
aos_scatter,qe,225001,110273,32,1,31,0.016640
aos_scatter,qe,225001,110273,32,1,32,0.015280
aos_scatter,qe,225001,110273,32,1,33,0.016520
aos_scatter,qe,225001,110273,32,1,34,0.016560
aos_scatter,qe,225001,110273,32,1,35,0.016440
aos_scatter,qe,225001,110273,32,1,36,0.016120
aos_scatter,qe,225001,110273,32,1,37,0.018840
aos_scatter,qe,225001,110273,32,1,38,0.015000
aos_scatter,qe,225001,110273,32,1,39,0.017800
aos_scatter,qe,225001,110273,32,1,40,0.016440
aos_scatter,qe,225001,110273,32,1,41,0.017560
aos_scatter,qe,225001,110273,32,1,42,0.017760
aos_scatter,qe,225001,110273,32,1,43,0.019240
aos_scatter,qe,225001,110273,32,1,44,0.016080
aos_scatter,qe,225001,110273,32,1,45,0.030761
aos_scatter,qe,225001,110273,32,1,46,0.016840
aos_scatter,qe,225001,110273,32,1,47,0.018760
aos_scatter,qe,225001,110273,32,1,48,0.016800
aos_scatter,qe,225001,110273,32,1,49,0.016361
aos_scatter,qe,225001,110273,32,1,50,0.016680
aos_scatter,qe,225001,110273,32,1,51,0.016360
aos_scatter,qe,225001,110273,32,1,52,0.016760
aos_scatter,qe,225001,110273,32,1,53,0.019400
aos_scatter,qe,225001,110273,32,1,54,0.016640
aos_scatter,qe,225001,110273,32,1,55,0.016520
aos_scatter,qe,225001,110273,32,1,56,0.016320
aos_scatter,qe,225001,110273,32,1,57,0.017720
aos_scatter,qe,225001,110273,32,1,58,0.016240
aos_scatter,qe,225001,110273,32,1,59,0.016600
aos_scatter,qe,225001,110273,32,1,60,0.015920
aos_scatter,qe,225001,110273,32,1,61,0.018160
aos_scatter,qe,225001,110273,32,1,62,0.016561
aos_scatter,qe,225001,110273,32,1,63,0.016320
aos_scatter,qe,225001,110273,32,1,64,0.018440
aos_scatter,qe,225001,110273,32,1,65,0.018200
aos_scatter,qe,225001,110273,32,1,66,0.016080
aos_scatter,qe,225001,110273,32,1,67,0.016120
aos_scatter,qe,225001,110273,32,1,68,0.018800
aos_scatter,qe,225001,110273,32,1,69,0.018200
aos_scatter,qe,225001,110273,32,1,70,0.016560
aos_scatter,qe,225001,110273,32,1,71,0.016360
aos_scatter,qe,225001,110273,32,1,72,0.017080
aos_scatter,qe,225001,110273,32,1,73,0.017080
aos_scatter,qe,225001,110273,32,1,74,0.016280
aos_scatter,qe,225001,110273,32,1,75,0.017441
aos_scatter,qe,225001,110273,32,1,76,0.017920
aos_scatter,qe,225001,110273,32,1,77,0.018720
aos_scatter,qe,225001,110273,32,1,78,0.016080
aos_scatter,qe,225001,110273,32,1,79,0.016440
aos_scatter,qe,225001,110273,32,1,80,0.016280
aos_scatter,qe,225001,110273,32,1,81,0.016920
aos_scatter,qe,225001,110273,32,1,82,0.016480
aos_scatter,qe,225001,110273,32,1,83,0.016520
aos_scatter,qe,225001,110273,32,1,84,0.018961
aos_scatter,qe,225001,110273,32,1,85,0.018360
aos_scatter,qe,225001,110273,32,1,86,0.017560
aos_scatter,qe,225001,110273,32,1,87,0.018560
aos_scatter,qe,225001,110273,32,1,88,0.015760
aos_scatter,qe,225001,110273,32,1,89,0.016920
aos_scatter,qe,225001,110273,32,1,90,0.016961
aos_scatter,qe,225001,110273,32,1,91,0.016400
aos_scatter,qe,225001,110273,32,1,92,0.016160
aos_scatter,qe,225001,110273,32,1,93,0.019280
aos_scatter,qe,225001,110273,32,1,94,0.015880
aos_scatter,qe,225001,110273,32,1,95,0.018921
aos_scatter,qe,225001,110273,32,1,96,0.019360
aos_scatter,qe,225001,110273,32,1,97,0.018160
aos_scatter,qe,225001,110273,32,1,98,0.016960
aos_scatter,qe,225001,110273,32,1,99,0.016880
aos_sorted,qe,225001,110273,32,1,0,0.008520
aos_sorted,qe,225001,110273,32,1,1,0.012040
aos_sorted,qe,225001,110273,32,1,2,0.009120
aos_sorted,qe,225001,110273,32,1,3,0.008600
aos_sorted,qe,225001,110273,32,1,4,0.009560
aos_sorted,qe,225001,110273,32,1,5,0.011320
aos_sorted,qe,225001,110273,32,1,6,0.010400
aos_sorted,qe,225001,110273,32,1,7,0.008800
aos_sorted,qe,225001,110273,32,1,8,0.009120
aos_sorted,qe,225001,110273,32,1,9,0.012000
aos_sorted,qe,225001,110273,32,1,10,0.009720
aos_sorted,qe,225001,110273,32,1,11,0.010040
aos_sorted,qe,225001,110273,32,1,12,0.009520
aos_sorted,qe,225001,110273,32,1,13,0.011880
aos_sorted,qe,225001,110273,32,1,14,0.009600
aos_sorted,qe,225001,110273,32,1,15,0.009480
aos_sorted,qe,225001,110273,32,1,16,0.011400
aos_sorted,qe,225001,110273,32,1,17,0.011760
aos_sorted,qe,225001,110273,32,1,18,0.011880
aos_sorted,qe,225001,110273,32,1,19,0.012720
aos_sorted,qe,225001,110273,32,1,20,0.011560
aos_sorted,qe,225001,110273,32,1,21,0.012120
aos_sorted,qe,225001,110273,32,1,22,0.011360
aos_sorted,qe,225001,110273,32,1,23,0.009520
aos_sorted,qe,225001,110273,32,1,24,0.009841
aos_sorted,qe,225001,110273,32,1,25,0.011080
aos_sorted,qe,225001,110273,32,1,26,0.010880
aos_sorted,qe,225001,110273,32,1,27,0.009680
aos_sorted,qe,225001,110273,32,1,28,0.011240
aos_sorted,qe,225001,110273,32,1,29,0.010040
aos_sorted,qe,225001,110273,32,1,30,0.009680
aos_sorted,qe,225001,110273,32,1,31,0.010000
aos_sorted,qe,225001,110273,32,1,32,0.009960
aos_sorted,qe,225001,110273,32,1,33,0.012960
aos_sorted,qe,225001,110273,32,1,34,0.010280
aos_sorted,qe,225001,110273,32,1,35,0.010520
