backend,variant,nlev,nproma,cell_dist,blocking,parallelization,run_id,time_ms
cpu,2,90,81920,normal_var4,0,omp_for,53,1.764522000
cpu,2,90,81920,normal_var4,0,omp_for,54,1.741632000
cpu,2,90,81920,normal_var4,0,omp_for,55,1.754572000
cpu,2,90,81920,normal_var4,0,omp_for,56,1.746121000
cpu,2,90,81920,normal_var4,0,omp_for,57,1.691692000
cpu,2,90,81920,normal_var4,0,omp_for,58,1.764963000
cpu,2,90,81920,normal_var4,0,omp_for,59,1.810052000
cpu,2,90,81920,normal_var4,0,omp_for,60,1.749812000
cpu,2,90,81920,normal_var4,0,omp_for,61,1.769431000
cpu,2,90,81920,normal_var4,0,omp_for,62,1.768261000
cpu,2,90,81920,normal_var4,0,omp_for,63,1.744282000
cpu,2,90,81920,normal_var4,0,omp_for,64,1.815233000
cpu,2,90,81920,normal_var4,0,omp_for,65,1.771192000
cpu,2,90,81920,normal_var4,0,omp_for,66,1.749182000
cpu,2,90,81920,normal_var4,0,omp_for,67,1.782942000
cpu,2,90,81920,normal_var4,0,omp_for,68,1.734472000
cpu,2,90,81920,normal_var4,0,omp_for,69,1.781851000
cpu,2,90,81920,normal_var4,0,omp_for,70,1.737591000
cpu,2,90,81920,normal_var4,0,omp_for,71,1.757023000
cpu,2,90,81920,normal_var4,0,omp_for,72,1.785753000
cpu,2,90,81920,normal_var4,0,omp_for,73,1.780182000
cpu,2,90,81920,normal_var4,0,omp_for,74,1.706222000
cpu,2,90,81920,normal_var4,0,omp_for,75,1.727242000
cpu,2,90,81920,normal_var4,0,omp_for,76,1.773212000
cpu,2,90,81920,normal_var4,0,omp_for,77,1.810812000
cpu,2,90,81920,normal_var4,0,omp_for,78,1.720652000
cpu,2,90,81920,normal_var4,0,omp_for,79,1.773412000
cpu,2,90,81920,normal_var4,0,omp_for,80,1.700612000
cpu,2,90,81920,normal_var4,0,omp_for,81,1.732542000
cpu,2,90,81920,normal_var4,0,omp_for,82,1.776772000
cpu,2,90,81920,normal_var4,0,omp_for,83,1.682641000
cpu,2,90,81920,normal_var4,0,omp_for,84,1.787562000
cpu,2,90,81920,normal_var4,0,omp_for,85,1.748412000
cpu,2,90,81920,normal_var4,0,omp_for,86,1.777292000
cpu,2,90,81920,normal_var4,0,omp_for,87,1.723372000
cpu,2,90,81920,normal_var4,0,omp_for,88,1.737872000
cpu,2,90,81920,normal_var4,0,omp_for,89,1.736052000
cpu,2,90,81920,normal_var4,0,omp_for,90,1.738621000
cpu,2,90,81920,normal_var4,0,omp_for,91,1.755952000
cpu,2,90,81920,normal_var4,0,omp_for,92,1.746831000
cpu,2,90,81920,normal_var4,0,omp_for,93,1.689341000
cpu,2,90,81920,normal_var4,0,omp_for,94,1.775523000
cpu,2,90,81920,normal_var4,0,omp_for,95,1.753512000
cpu,2,90,81920,normal_var4,0,omp_for,96,1.759001000
cpu,2,90,81920,normal_var4,0,omp_for,97,1.778972000
cpu,2,90,81920,normal_var4,0,omp_for,98,1.693781000
cpu,2,90,81920,normal_var4,0,omp_for,99,1.771392000
cpu,2,90,81920,normal_var4,0,omp_collapse2,0,1.693681000
cpu,2,90,81920,normal_var4,0,omp_collapse2,1,1.716511000
cpu,2,90,81920,normal_var4,0,omp_collapse2,2,1.697852000
cpu,2,90,81920,normal_var4,0,omp_collapse2,3,1.690811000
cpu,2,90,81920,normal_var4,0,omp_collapse2,4,1.759962000
cpu,2,90,81920,normal_var4,0,omp_collapse2,5,1.662240000
cpu,2,90,81920,normal_var4,0,omp_collapse2,6,1.663242000
cpu,2,90,81920,normal_var4,0,omp_collapse2,7,1.693081000
cpu,2,90,81920,normal_var4,0,omp_collapse2,8,1.650251000
cpu,2,90,81920,normal_var4,0,omp_collapse2,9,1.665602000
cpu,2,90,81920,normal_var4,0,omp_collapse2,10,1.744472000
cpu,2,90,81920,normal_var4,0,omp_collapse2,11,1.723732000
cpu,2,90,81920,normal_var4,0,omp_collapse2,12,1.741142000
cpu,2,90,81920,normal_var4,0,omp_collapse2,13,1.752861000
cpu,2,90,81920,normal_var4,0,omp_collapse2,14,1.764032000
cpu,2,90,81920,normal_var4,0,omp_collapse2,15,1.787813000
cpu,2,90,81920,normal_var4,0,omp_collapse2,16,1.754792000
cpu,2,90,81920,normal_var4,0,omp_collapse2,17,1.725902000
cpu,2,90,81920,normal_var4,0,omp_collapse2,18,1.732362000
cpu,2,90,81920,normal_var4,0,omp_collapse2,19,1.750182000
cpu,2,90,81920,normal_var4,0,omp_collapse2,20,1.760761000
cpu,2,90,81920,normal_var4,0,omp_collapse2,21,1.754942000
cpu,2,90,81920,normal_var4,0,omp_collapse2,22,1.721142000
cpu,2,90,81920,normal_var4,0,omp_collapse2,23,1.708542000
cpu,2,90,81920,normal_var4,0,omp_collapse2,24,1.708611000
cpu,2,90,81920,normal_var4,0,omp_collapse2,25,1.738942000
cpu,2,90,81920,normal_var4,0,omp_collapse2,26,1.731921000
cpu,2,90,81920,normal_var4,0,omp_collapse2,27,1.762042000
cpu,2,90,81920,normal_var4,0,omp_collapse2,28,1.686851000
cpu,2,90,81920,normal_var4,0,omp_collapse2,29,1.742212000
cpu,2,90,81920,normal_var4,0,omp_collapse2,30,1.735292000
cpu,2,90,81920,normal_var4,0,omp_collapse2,31,1.703502000
cpu,2,90,81920,normal_var4,0,omp_collapse2,32,1.740322000
cpu,2,90,81920,normal_var4,0,omp_collapse2,33,1.714262000
cpu,2,90,81920,normal_var4,0,omp_collapse2,34,1.756051000
cpu,2,90,81920,normal_var4,0,omp_collapse2,35,1.745252000
cpu,2,90,81920,normal_var4,0,omp_collapse2,36,1.709711000
cpu,2,90,81920,normal_var4,0,omp_collapse2,37,1.694291000
cpu,2,90,81920,normal_var4,0,omp_collapse2,38,1.741202000
cpu,2,90,81920,normal_var4,0,omp_collapse2,39,1.728921000
cpu,2,90,81920,normal_var4,0,omp_collapse2,40,1.722842000
cpu,2,90,81920,normal_var4,0,omp_collapse2,41,1.762991000
cpu,2,90,81920,normal_var4,0,omp_collapse2,42,1.749911000
cpu,2,90,81920,normal_var4,0,omp_collapse2,43,1.693772000
cpu,2,90,81920,normal_var4,0,omp_collapse2,44,1.703092000
cpu,2,90,81920,normal_var4,0,omp_collapse2,45,1.805623000
cpu,2,90,81920,normal_var4,0,omp_collapse2,46,1.701642000
cpu,2,90,81920,normal_var4,0,omp_collapse2,47,1.727362000
cpu,2,90,81920,normal_var4,0,omp_collapse2,48,1.724991000
cpu,2,90,81920,normal_var4,0,omp_collapse2,49,1.699481000
cpu,2,90,81920,normal_var4,0,omp_collapse2,50,1.710642000
cpu,2,90,81920,normal_var4,0,omp_collapse2,51,1.686291000
cpu,2,90,81920,normal_var4,0,omp_collapse2,52,1.702652000
cpu,2,90,81920,normal_var4,0,omp_collapse2,53,1.680092000
cpu,2,90,81920,normal_var4,0,omp_collapse2,54,1.729141000
cpu,2,90,81920,normal_var4,0,omp_collapse2,55,1.687791000
cpu,2,90,81920,normal_var4,0,omp_collapse2,56,1.701751000
cpu,2,90,81920,normal_var4,0,omp_collapse2,57,1.754442000
cpu,2,90,81920,normal_var4,0,omp_collapse2,58,1.667352000
cpu,2,90,81920,normal_var4,0,omp_collapse2,59,1.775542000
cpu,2,90,81920,normal_var4,0,omp_collapse2,60,1.688891000
cpu,2,90,81920,normal_var4,0,omp_collapse2,61,1.707262000
cpu,2,90,81920,normal_var4,0,omp_collapse2,62,1.753162000
cpu,2,90,81920,normal_var4,0,omp_collapse2,63,1.710921000
cpu,2,90,81920,normal_var4,0,omp_collapse2,64,1.720201000
cpu,2,90,81920,normal_var4,0,omp_collapse2,65,1.755182000
cpu,2,90,81920,normal_var4,0,omp_collapse2,66,1.720492000
cpu,2,90,81920,normal_var4,0,omp_collapse2,67,1.733752000
cpu,2,90,81920,normal_var4,0,omp_collapse2,68,1.687211000
cpu,2,90,81920,normal_var4,0,omp_collapse2,69,1.788872000
cpu,2,90,81920,normal_var4,0,omp_collapse2,70,1.728841000
cpu,2,90,81920,normal_var4,0,omp_collapse2,71,1.745682000
cpu,2,90,81920,normal_var4,0,omp_collapse2,72,1.748632000
cpu,2,90,81920,normal_var4,0,omp_collapse2,73,1.731542000
cpu,2,90,81920,normal_var4,0,omp_collapse2,74,1.764492000
cpu,2,90,81920,normal_var4,0,omp_collapse2,75,1.751122000
cpu,2,90,81920,normal_var4,0,omp_collapse2,76,1.771161000
cpu,2,90,81920,normal_var4,0,omp_collapse2,77,1.757231000
cpu,2,90,81920,normal_var4,0,omp_collapse2,78,1.738141000
cpu,2,90,81920,normal_var4,0,omp_collapse2,79,1.769003000
cpu,2,90,81920,normal_var4,0,omp_collapse2,80,1.753752000
cpu,2,90,81920,normal_var4,0,omp_collapse2,81,1.789012000
cpu,2,90,81920,normal_var4,0,omp_collapse2,82,1.751222000
cpu,2,90,81920,normal_var4,0,omp_collapse2,83,1.750141000
cpu,2,90,81920,normal_var4,0,omp_collapse2,84,1.740262000
cpu,2,90,81920,normal_var4,0,omp_collapse2,85,1.748371000
cpu,2,90,81920,normal_var4,0,omp_collapse2,86,1.753232000
cpu,2,90,81920,normal_var4,0,omp_collapse2,87,1.755572000
cpu,2,90,81920,normal_var4,0,omp_collapse2,88,1.756552000
cpu,2,90,81920,normal_var4,0,omp_collapse2,89,1.731552000
cpu,2,90,81920,normal_var4,0,omp_collapse2,90,1.731082000
cpu,2,90,81920,normal_var4,0,omp_collapse2,91,1.687230000
cpu,2,90,81920,normal_var4,0,omp_collapse2,92,1.741502000
cpu,2,90,81920,normal_var4,0,omp_collapse2,93,1.740281000
cpu,2,90,81920,normal_var4,0,omp_collapse2,94,1.735162000
cpu,2,90,81920,normal_var4,0,omp_collapse2,95,1.727392000
cpu,2,90,81920,normal_var4,0,omp_collapse2,96,1.745742000
cpu,2,90,81920,normal_var4,0,omp_collapse2,97,1.734011000
cpu,2,90,81920,normal_var4,0,omp_collapse2,98,1.709722000
cpu,2,90,81920,normal_var4,0,omp_collapse2,99,1.708742000
cpu,3,90,81920,normal_var4,0,omp_for,0,1.047987000
cpu,3,90,81920,normal_var4,0,omp_for,1,1.031387000
cpu,3,90,81920,normal_var4,0,omp_for,2,1.047047000
cpu,3,90,81920,normal_var4,0,omp_for,3,1.085627000
cpu,3,90,81920,normal_var4,0,omp_for,4,1.065697000
cpu,3,90,81920,normal_var4,0,omp_for,5,1.041997000
cpu,3,90,81920,normal_var4,0,omp_for,6,1.051897000
cpu,3,90,81920,normal_var4,0,omp_for,7,1.046937000
cpu,3,90,81920,normal_var4,0,omp_for,8,1.067597000
cpu,3,90,81920,normal_var4,0,omp_for,9,1.110477000
cpu,3,90,81920,normal_var4,0,omp_for,10,1.042737000
cpu,3,90,81920,normal_var4,0,omp_for,11,1.045887000
cpu,3,90,81920,normal_var4,0,omp_for,12,1.052558000
cpu,3,90,81920,normal_var4,0,omp_for,13,1.119867000
cpu,3,90,81920,normal_var4,0,omp_for,14,1.102768000
cpu,3,90,81920,normal_var4,0,omp_for,15,1.083857000
cpu,3,90,81920,normal_var4,0,omp_for,16,1.084657000
cpu,3,90,81920,normal_var4,0,omp_for,17,1.047607000
cpu,3,90,81920,normal_var4,0,omp_for,18,1.042117000
cpu,3,90,81920,normal_var4,0,omp_for,19,1.044387000
cpu,3,90,81920,normal_var4,0,omp_for,20,1.045908000
cpu,3,90,81920,normal_var4,0,omp_for,21,1.113707000
cpu,3,90,81920,normal_var4,0,omp_for,22,1.196718000
cpu,3,90,81920,normal_var4,0,omp_for,23,1.080547000
cpu,3,90,81920,normal_var4,0,omp_for,24,1.065847000
cpu,3,90,81920,normal_var4,0,omp_for,25,1.048127000
cpu,3,90,81920,normal_var4,0,omp_for,26,1.047477000
cpu,3,90,81920,normal_var4,0,omp_for,27,1.068957000
cpu,3,90,81920,normal_var4,0,omp_for,28,1.110567000
cpu,3,90,81920,normal_var4,0,omp_for,29,1.115258000
cpu,3,90,81920,normal_var4,0,omp_for,30,1.160828000
cpu,3,90,81920,normal_var4,0,omp_for,31,1.052918000
cpu,3,90,81920,normal_var4,0,omp_for,32,1.052747000
cpu,3,90,81920,normal_var4,0,omp_for,33,1.151218000
cpu,3,90,81920,normal_var4,0,omp_for,34,1.100937000
cpu,3,90,81920,normal_var4,0,omp_for,35,1.082148000
cpu,3,90,81920,normal_var4,0,omp_for,36,1.115928000
cpu,3,90,81920,normal_var4,0,omp_for,37,1.084077000
cpu,3,90,81920,normal_var4,0,omp_for,38,1.054907000
cpu,3,90,81920,normal_var4,0,omp_for,39,1.057277000
cpu,3,90,81920,normal_var4,0,omp_for,40,1.067747000
cpu,3,90,81920,normal_var4,0,omp_for,41,1.085187000
cpu,3,90,81920,normal_var4,0,omp_for,42,1.052107000
cpu,3,90,81920,normal_var4,0,omp_for,43,1.051487000
cpu,3,90,81920,normal_var4,0,omp_for,44,1.048708000
cpu,3,90,81920,normal_var4,0,omp_for,45,1.055607000
cpu,3,90,81920,normal_var4,0,omp_for,46,1.052377000
cpu,3,90,81920,normal_var4,0,omp_for,47,1.053977000
cpu,3,90,81920,normal_var4,0,omp_for,48,1.096318000
cpu,3,90,81920,normal_var4,0,omp_for,49,1.141198000
cpu,3,90,81920,normal_var4,0,omp_for,50,1.084318000
cpu,3,90,81920,normal_var4,0,omp_for,51,1.116858000
cpu,3,90,81920,normal_var4,0,omp_for,52,1.058847000
cpu,3,90,81920,normal_var4,0,omp_for,53,1.059667000
cpu,3,90,81920,normal_var4,0,omp_for,54,1.063767000
cpu,3,90,81920,normal_var4,0,omp_for,55,1.100127000
cpu,3,90,81920,normal_var4,0,omp_for,56,1.072617000
cpu,3,90,81920,normal_var4,0,omp_for,57,1.060417000
cpu,3,90,81920,normal_var4,0,omp_for,58,1.056397000
cpu,3,90,81920,normal_var4,0,omp_for,59,1.067507000
cpu,3,90,81920,normal_var4,0,omp_for,60,1.105377000
cpu,3,90,81920,normal_var4,0,omp_for,61,1.063547000
cpu,3,90,81920,normal_var4,0,omp_for,62,1.121908000
cpu,3,90,81920,normal_var4,0,omp_for,63,1.054147000
cpu,3,90,81920,normal_var4,0,omp_for,64,1.090157000
cpu,3,90,81920,normal_var4,0,omp_for,65,1.060507000
cpu,3,90,81920,normal_var4,0,omp_for,66,1.061407000
cpu,3,90,81920,normal_var4,0,omp_for,67,1.070567000
cpu,3,90,81920,normal_var4,0,omp_for,68,1.127268000
cpu,3,90,81920,normal_var4,0,omp_for,69,1.054697000
cpu,3,90,81920,normal_var4,0,omp_for,70,1.059277000
cpu,3,90,81920,normal_var4,0,omp_for,71,1.062128000
cpu,3,90,81920,normal_var4,0,omp_for,72,1.055027000
cpu,3,90,81920,normal_var4,0,omp_for,73,1.159147000
cpu,3,90,81920,normal_var4,0,omp_for,74,1.070027000
cpu,3,90,81920,normal_var4,0,omp_for,75,1.132337000
cpu,3,90,81920,normal_var4,0,omp_for,76,1.057447000
cpu,3,90,81920,normal_var4,0,omp_for,77,1.063087000
cpu,3,90,81920,normal_var4,0,omp_for,78,1.157937000
cpu,3,90,81920,normal_var4,0,omp_for,79,1.060816000
cpu,3,90,81920,normal_var4,0,omp_for,80,1.073087000
cpu,3,90,81920,normal_var4,0,omp_for,81,1.160778000
cpu,3,90,81920,normal_var4,0,omp_for,82,1.054167000
cpu,3,90,81920,normal_var4,0,omp_for,83,1.052627000
cpu,3,90,81920,normal_var4,0,omp_for,84,1.058047000
cpu,3,90,81920,normal_var4,0,omp_for,85,1.227178000
cpu,3,90,81920,normal_var4,0,omp_for,86,1.158388000
cpu,3,90,81920,normal_var4,0,omp_for,87,1.137878000
cpu,3,90,81920,normal_var4,0,omp_for,88,1.054437000
cpu,3,90,81920,normal_var4,0,omp_for,89,1.101037000
cpu,3,90,81920,normal_var4,0,omp_for,90,1.071527000
cpu,3,90,81920,normal_var4,0,omp_for,91,1.073578000
cpu,3,90,81920,normal_var4,0,omp_for,92,1.075317000
cpu,3,90,81920,normal_var4,0,omp_for,93,1.148708000
cpu,3,90,81920,normal_var4,0,omp_for,94,1.055966000
cpu,3,90,81920,normal_var4,0,omp_for,95,1.170448000
cpu,3,90,81920,normal_var4,0,omp_for,96,1.071227000
cpu,3,90,81920,normal_var4,0,omp_for,97,1.056207000
cpu,3,90,81920,normal_var4,0,omp_for,98,1.064917000
cpu,3,90,81920,normal_var4,0,omp_for,99,1.129257000
cpu,3,90,81920,normal_var4,0,omp_collapse2,0,1.841501000
cpu,3,90,81920,normal_var4,0,omp_collapse2,1,1.929683000
cpu,3,90,81920,normal_var4,0,omp_collapse2,2,1.915473000
cpu,3,90,81920,normal_var4,0,omp_collapse2,3,1.857773000
cpu,3,90,81920,normal_var4,0,omp_collapse2,4,1.875583000
cpu,3,90,81920,normal_var4,0,omp_collapse2,5,1.836912000
cpu,3,90,81920,normal_var4,0,omp_collapse2,6,1.947764000
cpu,3,90,81920,normal_var4,0,omp_collapse2,7,1.871803000
cpu,3,90,81920,normal_var4,0,omp_collapse2,8,1.741331000
cpu,3,90,81920,normal_var4,0,omp_collapse2,9,2.010774000
cpu,3,90,81920,normal_var4,0,omp_collapse2,10,1.858542000
cpu,3,90,81920,normal_var4,0,omp_collapse2,11,1.760772000
cpu,3,90,81920,normal_var4,0,omp_collapse2,12,1.961804000
cpu,3,90,81920,normal_var4,0,omp_collapse2,13,1.835772000
cpu,3,90,81920,normal_var4,0,omp_collapse2,14,1.837612000
cpu,3,90,81920,normal_var4,0,omp_collapse2,15,1.904753000
cpu,3,90,81920,normal_var4,0,omp_collapse2,16,1.791811000
cpu,3,90,81920,normal_var4,0,omp_collapse2,17,1.877823000
cpu,3,90,81920,normal_var4,0,omp_collapse2,18,2.395076000
cpu,3,90,81920,normal_var4,0,omp_collapse2,19,1.768132000
cpu,3,90,81920,normal_var4,0,omp_collapse2,20,1.946483000
cpu,3,90,81920,normal_var4,0,omp_collapse2,21,1.983823000
cpu,3,90,81920,normal_var4,0,omp_collapse2,22,1.863082000
cpu,3,90,81920,normal_var4,0,omp_collapse2,23,2.019233000
cpu,3,90,81920,normal_var4,0,omp_collapse2,24,1.876172000
cpu,3,90,81920,normal_var4,0,omp_collapse2,25,2.024474000
cpu,3,90,81920,normal_var4,0,omp_collapse2,26,2.286625000
cpu,3,90,81920,normal_var4,0,omp_collapse2,27,2.028364000
cpu,3,90,81920,normal_var4,0,omp_collapse2,28,1.842462000
cpu,3,90,81920,normal_var4,0,omp_collapse2,29,1.896353000
cpu,3,90,81920,normal_var4,0,omp_collapse2,30,1.829983000
cpu,3,90,81920,normal_var4,0,omp_collapse2,31,1.760192000
cpu,3,90,81920,normal_var4,0,omp_collapse2,32,1.954913000
cpu,3,90,81920,normal_var4,0,omp_collapse2,33,1.923043000
cpu,3,90,81920,normal_var4,0,omp_collapse2,34,1.861733000
cpu,3,90,81920,normal_var4,0,omp_collapse2,35,2.015434000
cpu,3,90,81920,normal_var4,0,omp_collapse2,36,2.077225000
cpu,3,90,81920,normal_var4,0,omp_collapse2,37,1.884133000
cpu,3,90,81920,normal_var4,0,omp_collapse2,38,1.944013000
cpu,3,90,81920,normal_var4,0,omp_collapse2,39,1.992923000
cpu,3,90,81920,normal_var4,0,omp_collapse2,40,1.959514000
cpu,3,90,81920,normal_var4,0,omp_collapse2,41,1.972874000
cpu,3,90,81920,normal_var4,0,omp_collapse2,42,1.854002000
cpu,3,90,81920,normal_var4,0,omp_collapse2,43,2.018274000
cpu,3,90,81920,normal_var4,0,omp_collapse2,44,1.840593000
cpu,3,90,81920,normal_var4,0,omp_collapse2,45,1.898163000
cpu,3,90,81920,normal_var4,0,omp_collapse2,46,1.866023000
cpu,3,90,81920,normal_var4,0,omp_collapse2,47,2.020903000
cpu,3,90,81920,normal_var4,0,omp_collapse2,48,1.872793000
cpu,3,90,81920,normal_var4,0,omp_collapse2,49,2.088275000
cpu,3,90,81920,normal_var4,0,omp_collapse2,50,2.036534000
cpu,3,90,81920,normal_var4,0,omp_collapse2,51,1.919233000
cpu,3,90,81920,normal_var4,0,omp_collapse2,52,2.016094000
cpu,3,90,81920,normal_var4,0,omp_collapse2,53,1.953403000
cpu,3,90,81920,normal_var4,0,omp_collapse2,54,1.939514000
cpu,3,90,81920,normal_var4,0,omp_collapse2,55,1.994283000
cpu,3,90,81920,normal_var4,0,omp_collapse2,56,2.211684000
cpu,3,90,81920,normal_var4,0,omp_collapse2,57,1.987724000
cpu,3,90,81920,normal_var4,0,omp_collapse2,58,1.960113000
cpu,3,90,81920,normal_var4,0,omp_collapse2,59,1.912204000
cpu,3,90,81920,normal_var4,0,omp_collapse2,60,1.810983000
cpu,3,90,81920,normal_var4,0,omp_collapse2,61,1.935673000
cpu,3,90,81920,normal_var4,0,omp_collapse2,62,2.011093000
cpu,3,90,81920,normal_var4,0,omp_collapse2,63,1.885312000
cpu,3,90,81920,normal_var4,0,omp_collapse2,64,1.838192000
cpu,3,90,81920,normal_var4,0,omp_collapse2,65,1.931063000
cpu,3,90,81920,normal_var4,0,omp_collapse2,66,2.019864000
cpu,3,90,81920,normal_var4,0,omp_collapse2,67,1.991414000
cpu,3,90,81920,normal_var4,0,omp_collapse2,68,2.125475000
cpu,3,90,81920,normal_var4,0,omp_collapse2,69,1.894783000
cpu,3,90,81920,normal_var4,0,omp_collapse2,70,1.990784000
cpu,3,90,81920,normal_var4,0,omp_collapse2,71,2.013963000
cpu,3,90,81920,normal_var4,0,omp_collapse2,72,2.139554000
cpu,3,90,81920,normal_var4,0,omp_collapse2,73,1.794632000
cpu,3,90,81920,normal_var4,0,omp_collapse2,74,1.834703000
cpu,3,90,81920,normal_var4,0,omp_collapse2,75,2.169595000
cpu,3,90,81920,normal_var4,0,omp_collapse2,76,1.927153000
cpu,3,90,81920,normal_var4,0,omp_collapse2,77,1.782503000
cpu,3,90,81920,normal_var4,0,omp_collapse2,78,2.112714000
cpu,3,90,81920,normal_var4,0,omp_collapse2,79,1.923393000
cpu,3,90,81920,normal_var4,0,omp_collapse2,80,1.798051000
cpu,3,90,81920,normal_var4,0,omp_collapse2,81,1.905672000
cpu,3,90,81920,normal_var4,0,omp_collapse2,82,1.961143000
cpu,3,90,81920,normal_var4,0,omp_collapse2,83,1.886043000
cpu,3,90,81920,normal_var4,0,omp_collapse2,84,1.916213000
cpu,3,90,81920,normal_var4,0,omp_collapse2,85,1.962003000
cpu,3,90,81920,normal_var4,0,omp_collapse2,86,2.089474000
cpu,3,90,81920,normal_var4,0,omp_collapse2,87,2.048174000
cpu,3,90,81920,normal_var4,0,omp_collapse2,88,1.842382000
cpu,3,90,81920,normal_var4,0,omp_collapse2,89,1.804502000
cpu,3,90,81920,normal_var4,0,omp_collapse2,90,1.871772000
cpu,3,90,81920,normal_var4,0,omp_collapse2,91,1.988354000
cpu,3,90,81920,normal_var4,0,omp_collapse2,92,1.815282000
cpu,3,90,81920,normal_var4,0,omp_collapse2,93,1.980233000
cpu,3,90,81920,normal_var4,0,omp_collapse2,94,1.834843000
cpu,3,90,81920,normal_var4,0,omp_collapse2,95,1.914043000
cpu,3,90,81920,normal_var4,0,omp_collapse2,96,1.907133000
cpu,3,90,81920,normal_var4,0,omp_collapse2,97,2.009263000
cpu,3,90,81920,normal_var4,0,omp_collapse2,98,1.870613000
cpu,3,90,81920,normal_var4,0,omp_collapse2,99,1.978044000
cpu,4,90,81920,normal_var4,0,omp_for,0,1.235949000
cpu,4,90,81920,normal_var4,0,omp_for,1,1.015817000
cpu,4,90,81920,normal_var4,0,omp_for,2,1.017647000
cpu,4,90,81920,normal_var4,0,omp_for,3,1.120717000
cpu,4,90,81920,normal_var4,0,omp_for,4,1.082678000
cpu,4,90,81920,normal_var4,0,omp_for,5,1.060407000
cpu,4,90,81920,normal_var4,0,omp_for,6,1.149037000
cpu,4,90,81920,normal_var4,0,omp_for,7,1.022537000
cpu,4,90,81920,normal_var4,0,omp_for,8,1.047367000
cpu,4,90,81920,normal_var4,0,omp_for,9,1.086887000
cpu,4,90,81920,normal_var4,0,omp_for,10,1.191788000
cpu,4,90,81920,normal_var4,0,omp_for,11,1.080027000
cpu,4,90,81920,normal_var4,0,omp_for,12,1.216328000
cpu,4,90,81920,normal_var4,0,omp_for,13,1.079417000
cpu,4,90,81920,normal_var4,0,omp_for,14,1.066007000
cpu,4,90,81920,normal_var4,0,omp_for,15,1.179538000
cpu,4,90,81920,normal_var4,0,omp_for,16,1.189017000
cpu,4,90,81920,normal_var4,0,omp_for,17,1.065257000
cpu,4,90,81920,normal_var4,0,omp_for,18,1.027547000
cpu,4,90,81920,normal_var4,0,omp_for,19,1.022427000
cpu,4,90,81920,normal_var4,0,omp_for,20,1.020867000
cpu,4,90,81920,normal_var4,0,omp_for,21,1.107797000
cpu,4,90,81920,normal_var4,0,omp_for,22,1.286318000
cpu,4,90,81920,normal_var4,0,omp_for,23,1.064747000
cpu,4,90,81920,normal_var4,0,omp_for,24,1.046367000
cpu,4,90,81920,normal_var4,0,omp_for,25,1.045067000
cpu,4,90,81920,normal_var4,0,omp_for,26,1.052877000
cpu,4,90,81920,normal_var4,0,omp_for,27,1.020987000
cpu,4,90,81920,normal_var4,0,omp_for,28,1.119098000
cpu,4,90,81920,normal_var4,0,omp_for,29,1.120247000
cpu,4,90,81920,normal_var4,0,omp_for,30,1.012966000
cpu,4,90,81920,normal_var4,0,omp_for,31,1.035607000
cpu,4,90,81920,normal_var4,0,omp_for,32,1.036757000
cpu,4,90,81920,normal_var4,0,omp_for,33,1.105068000
cpu,4,90,81920,normal_var4,0,omp_for,34,1.089187000
cpu,4,90,81920,normal_var4,0,omp_for,35,1.103158000
cpu,4,90,81920,normal_var4,0,omp_for,36,1.052537000
cpu,4,90,81920,normal_var4,0,omp_for,37,1.135428000
cpu,4,90,81920,normal_var4,0,omp_for,38,1.069607000
cpu,4,90,81920,normal_var4,0,omp_for,39,1.056547000
cpu,4,90,81920,normal_var4,0,omp_for,40,1.127868000
cpu,4,90,81920,normal_var4,0,omp_for,41,1.125588000
cpu,4,90,81920,normal_var4,0,omp_for,42,1.171388000
cpu,4,90,81920,normal_var4,0,omp_for,43,1.025607000
cpu,4,90,81920,normal_var4,0,omp_for,44,1.078527000
cpu,4,90,81920,normal_var4,0,omp_for,45,1.066818000
cpu,4,90,81920,normal_var4,0,omp_for,46,1.053087000
cpu,4,90,81920,normal_var4,0,omp_for,47,1.177068000
cpu,4,90,81920,normal_var4,0,omp_for,48,1.067187000
cpu,4,90,81920,normal_var4,0,omp_for,49,1.071187000
cpu,4,90,81920,normal_var4,0,omp_for,50,1.058607000
cpu,4,90,81920,normal_var4,0,omp_for,51,1.052367000
cpu,4,90,81920,normal_var4,0,omp_for,52,1.020897000
cpu,4,90,81920,normal_var4,0,omp_for,53,1.047307000
cpu,4,90,81920,normal_var4,0,omp_for,54,1.129068000
cpu,4,90,81920,normal_var4,0,omp_for,55,1.159677000
cpu,4,90,81920,normal_var4,0,omp_for,56,1.031798000
cpu,4,90,81920,normal_var4,0,omp_for,57,1.045807000
cpu,4,90,81920,normal_var4,0,omp_for,58,1.024997000
cpu,4,90,81920,normal_var4,0,omp_for,59,1.024887000
cpu,4,90,81920,normal_var4,0,omp_for,60,1.024317000
cpu,4,90,81920,normal_var4,0,omp_for,61,1.017547000
cpu,4,90,81920,normal_var4,0,omp_for,62,1.024417000
cpu,4,90,81920,normal_var4,0,omp_for,63,1.120487000
cpu,4,90,81920,normal_var4,0,omp_for,64,1.066647000
cpu,4,90,81920,normal_var4,0,omp_for,65,1.033968000
cpu,4,90,81920,normal_var4,0,omp_for,66,1.032507000
cpu,4,90,81920,normal_var4,0,omp_for,67,1.052617000
cpu,4,90,81920,normal_var4,0,omp_for,68,1.013387000
cpu,4,90,81920,normal_var4,0,omp_for,69,1.037737000
