naive,16384,32,8,1,8,32,1,0,0.003974426,540.325,2.199023e+12
naive,16384,32,8,1,8,32,1,1,0.003978747,539.739,2.199023e+12
naive,16384,32,8,1,8,32,1,2,0.003981026,539.430,2.199023e+12
naive,16384,32,8,1,8,32,1,3,0.003982386,539.245,2.199023e+12
naive,16384,32,8,1,8,32,1,4,0.003982467,539.235,2.199023e+12
naive,16384,32,8,1,8,32,1,5,0.003984866,538.910,2.199023e+12
naive,16384,32,8,1,8,32,1,6,0.003987186,538.596,2.199023e+12
naive,16384,32,8,1,8,32,1,7,0.003989187,538.326,2.199023e+12
naive,16384,32,8,1,8,32,1,8,0.003989387,538.299,2.199023e+12
naive,16384,32,8,1,8,32,1,9,0.003991427,538.024,2.199023e+12
naive,16384,32,8,1,8,32,1,10,0.003992786,537.841,2.199023e+12
naive,16384,32,8,1,8,32,1,11,0.003994747,537.577,2.199023e+12
naive,16384,32,8,1,8,32,1,12,0.003996907,537.286,2.199023e+12
naive,16384,32,8,1,8,32,1,13,0.003997187,537.249,2.199023e+12
naive,16384,32,8,1,8,32,1,14,0.003997387,537.222,2.199023e+12
naive,16384,32,8,1,8,32,1,15,0.003997947,537.147,2.199023e+12
naive,16384,32,8,1,8,32,1,16,0.003998227,537.109,2.199023e+12
naive,16384,32,8,1,8,32,1,17,0.003998586,537.061,2.199023e+12
naive,16384,32,8,1,8,32,1,18,0.003999387,536.953,2.199023e+12
naive,16384,32,8,1,8,32,1,19,0.004000066,536.862,2.199023e+12
naive,16384,32,8,1,8,32,1,20,0.004002067,536.594,2.199023e+12
naive,16384,32,8,1,8,32,1,21,0.004002826,536.492,2.199023e+12
naive,16384,32,8,1,8,32,1,22,0.004003027,536.465,2.199023e+12
naive,16384,32,8,1,8,32,1,23,0.004003347,536.422,2.199023e+12
naive,16384,32,8,1,8,32,1,24,0.004004546,536.261,2.199023e+12
naive,16384,32,8,1,8,32,1,25,0.004004866,536.219,2.199023e+12
naive,16384,32,8,1,8,32,1,26,0.004004906,536.213,2.199023e+12
naive,16384,32,8,1,8,32,1,27,0.004005507,536.133,2.199023e+12
naive,16384,32,8,1,8,32,1,28,0.004005906,536.079,2.199023e+12
naive,16384,32,8,1,8,32,1,29,0.004007386,535.881,2.199023e+12
naive,16384,32,8,1,8,32,1,30,0.004007506,535.865,2.199023e+12
naive,16384,32,8,1,8,32,1,31,0.004007907,535.812,2.199023e+12
naive,16384,32,8,1,8,32,1,32,0.004009707,535.571,2.199023e+12
naive,16384,32,8,1,8,32,1,33,0.004009746,535.566,2.199023e+12
naive,16384,32,8,1,8,32,1,34,0.004010987,535.400,2.199023e+12
naive,16384,32,8,1,8,32,1,35,0.004013947,535.005,2.199023e+12
naive,16384,32,8,1,8,32,1,36,0.004014227,534.968,2.199023e+12
naive,16384,32,8,1,8,32,1,37,0.004016186,534.707,2.199023e+12
naive,16384,32,8,1,8,32,1,38,0.004016786,534.627,2.199023e+12
