variant,N,BX,BY,TX,TY,SB,PAD,med_time_ms,std_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw
smem_swiz,16384,64,16,2,2,32,1,0.9147,0.0211,2184.8,2347.7,2431.9,66.4
smem_blk_swiz,16384,64,16,2,2,32,1,0.9151,0.0252,2124.4,2346.8,2433.7,66.4
smem_blk_swiz,16384,64,16,2,2,64,1,0.9144,0.0225,2149.5,2348.6,2431.0,66.4
smem_blk_swiz,16384,64,16,2,2,128,1,0.9127,0.0238,2128.0,2352.9,2433.6,66.5
smem_blk_swiz,16384,64,16,2,2,256,1,0.9135,0.0231,2131.4,2350.8,2436.8,66.5
smem_pad_blk,16384,64,16,2,2,32,1,0.9034,0.0238,2154.6,2377.2,2483.4,67.2
hiptensor,16384,0,0,0,0,32,0,1.0720,0.0150,1872.6,2003.1,2026.3,56.7
hiptensor_blk,16384,0,0,0,0,32,0,0.7750,0.0121,2613.3,2771.6,2955.7,78.4
hiptensor_blk,16384,0,0,0,0,64,0,0.7810,0.0130,2507.3,2748.5,2883.6,77.7
hiptensor_blk,16384,0,0,0,0,128,0,0.7830,0.0099,2618.7,2742.0,2886.5,77.5
hiptensor_blk,16384,0,0,0,0,256,0,0.7440,0.0102,2831.0,2885.2,3022.6,81.6
