variant,N,TB,SB,MT,threads,med_time_ms,std_time_ms,p5_time_ms,p95_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw,status
locbuf_blk_c2_nd,16384,64,8,8,96,6.1303,0.0396,6.1062,6.1681,336.3,350.3,353.0,37.3,PASS
blk_aligned_mt,16384,64,8,8,96,6.1374,0.1486,5.9848,6.1909,291.0,349.9,370.7,37.3,PASS
blk_aligned,16384,64,8,8,96,6.1517,0.1340,6.0067,6.2850,296.2,349.1,362.1,37.2,PASS
locbuf_blk_nd,16384,64,8,8,96,6.1781,0.1594,6.0635,6.3113,293.6,347.6,356.9,37.0,PASS
blk_aligned_mt_c2,16384,64,64,4,96,6.2094,0.2543,6.0844,6.6221,264.1,345.8,353.4,36.8,PASS
blk_aligned_mt_c2,16384,64,64,8,96,6.2408,0.4141,6.1075,7.1085,261.7,344.1,355.9,36.6,PASS
locbuf_blk_mt_c2,16384,64,128,16,96,6.2515,0.1760,6.2211,6.3515,270.9,343.5,346.1,36.6,PASS
blk_aligned_mt_c2_nd,16384,64,64,8,96,6.2704,1.3755,6.1191,7.0489,108.7,342.5,352.7,36.5,PASS
blk_aligned_mt_c2_nd,16384,64,8,8,96,6.2889,0.0569,6.2094,6.3991,333.7,341.5,347.5,36.4,PASS
blk_aligned_c2_nd,16384,64,8,8,96,6.3432,0.0649,6.2570,6.4603,330.9,338.5,346.8,36.0,PASS
blk_aligned_nd,16384,64,8,8,96,6.4126,0.0971,6.3736,6.5011,302.7,334.9,354.1,35.7,PASS
blk_aligned,16384,64,16,8,96,6.4502,1.1688,6.1809,6.6489,119.7,332.9,354.7,35.4,PASS
locbuf_blk_mt_c2,16384,64,512,16,96,6.4576,0.7446,6.3639,6.6028,154.4,332.6,341.9,35.4,PASS
locbuf_blk_mt_c2_nd,16384,64,512,16,96,6.4596,0.2148,6.3326,6.6222,255.7,332.4,342.8,35.4,PASS
blk_aligned_c2,16384,64,128,8,96,6.4896,1.1945,6.3743,6.7482,116.4,330.9,338.8,35.2,PASS
locbuf_blk_mt_c2_nd,16384,64,64,16,96,6.4977,0.2500,6.3551,6.6198,249.1,330.5,339.0,35.2,PASS
hptt_patient_blk,16384,0,16,0,96,6.5158,0.3652,6.4546,6.6190,211.7,329.6,333.6,35.1,PASS
blk_aligned_nd,16384,64,16,8,96,6.5210,1.0836,6.1337,6.7008,126.3,329.3,358.4,35.1,PASS
locbuf_blk_mt_c2,16384,64,32,4,96,6.5254,0.1983,6.4469,6.9434,266.9,329.1,334.6,35.0,PASS
blk_aligned_mt_nd,16384,64,16,16,96,6.5342,0.1877,6.2343,6.6635,285.2,328.7,345.0,35.0,PASS
blk_aligned_mt,16384,64,16,16,96,6.5442,0.2409,6.1297,6.5844,255.4,328.2,357.1,34.9,PASS
locbuf_blk_mt_c2,16384,64,64,16,96,6.5732,0.2138,6.4618,6.7281,250.8,326.7,336.2,34.8,PASS
locbuf_blk_mt_nd,16384,64,32,16,96,6.5834,1.0944,6.3276,7.4160,124.7,326.2,340.7,34.7,PASS
blk_aligned_mt_c2,16384,64,128,32,96,6.5854,1.4003,6.5154,7.1075,104.3,326.1,331.6,34.7,PASS
locbuf_blk_mt_nd,16384,64,16,16,96,6.5988,0.2524,6.2902,6.7649,253.8,325.4,342.4,34.6,PASS
locbuf_blk_nd,16384,64,16,8,96,6.6322,0.2966,6.2885,7.1344,249.4,323.8,347.2,34.5,PASS
blk_aligned_mt_c2,16384,64,32,4,96,6.6365,0.1065,6.5055,6.8153,305.5,323.6,334.0,34.5,PASS
blk_aligned_c2,16384,64,64,8,96,6.6738,0.6398,5.7628,7.8736,228.4,321.8,376.3,34.3,PASS
locbuf_blk_mt_nd,16384,64,32,4,96,6.6740,0.2676,6.5017,6.8475,241.0,321.8,342.3,34.3,PASS
locbuf_blk,16384,64,16,8,96,6.7016,0.2185,6.3581,6.8631,262.2,320.4,346.0,34.1,PASS
blk_aligned_mt_nd,16384,64,8,8,96,6.7262,0.1038,6.6975,6.7700,280.7,319.3,322.0,34.0,PASS
locbuf_c2_nd,16384,128,32,8,96,6.7337,1.5430,6.5847,7.9951,98.8,318.9,328.6,34.0,PASS
blk_aligned_mt_c2_nd,16384,64,64,4,96,6.7384,0.1615,6.7044,6.8133,261.1,318.7,320.8,33.9,PASS
blk_aligned_mt_c2,16384,64,128,4,96,6.7453,0.1686,6.6635,6.9278,262.4,318.4,323.1,33.9,PASS
blk_aligned_mt_c2,16384,64,64,32,96,6.8008,1.3577,6.4106,8.9391,115.4,315.8,340.8,33.6,PASS
locbuf_blk_c2_nd,16384,64,256,8,96,6.8147,0.1814,6.6908,6.9970,256.5,315.1,325.9,33.5,PASS
locbuf_blk_mt_c2,16384,64,32,8,96,6.8210,1.2791,6.7188,7.1728,109.6,314.8,321.0,33.5,PASS
locbuf_blk_mt_c2,16384,64,32,32,96,6.8220,1.2076,6.7587,7.0755,113.7,314.8,318.7,33.5,PASS
locbuf_blk_mt,16384,64,16,16,96,6.8849,0.2654,6.2468,6.9594,260.3,311.9,351.6,33.2,PASS
blk_tiled_c2_nd,16384,64,64,8,96,6.9032,0.4017,6.7646,8.2422,253.2,311.1,320.2,33.1,PASS
blk_aligned_c2_nd,16384,64,128,8,96,6.9252,0.1853,6.8261,7.0693,251.9,310.1,315.2,33.0,PASS
locbuf_c2_nd,16384,64,32,8,96,6.9248,0.4062,6.7336,7.2569,199.7,310.1,321.6,33.0,PASS
locbuf_2buf_c2_nd,16384,128,32,8,96,6.9349,1.5487,6.8613,7.2025,102.6,309.7,315.2,33.0,PASS
blk_aligned_mt_c2_nd,16384,64,128,32,96,6.9516,0.2207,6.8612,7.6265,277.9,308.9,314.1,32.9,PASS
locbuf_blk_mt_c2,16384,64,64,32,96,6.9677,1.2928,6.8026,7.1442,108.1,308.2,318.1,32.8,PASS
blk_aligned_mt_c2_nd,16384,64,32,4,96,6.9687,0.2215,6.8408,7.2624,245.8,308.2,315.5,32.8,PASS
locbuf_blk_c2,16384,64,32,8,96,7.0038,0.2352,6.9121,7.1866,231.8,306.6,313.0,32.6,PASS
locbuf_blk_mt_nd,16384,64,8,8,96,7.0246,0.0696,6.9999,7.0804,286.9,305.7,307.9,32.5,PASS
blk_tiled_c2,16384,64,64,8,96,7.0732,0.4280,6.8537,8.3424,244.5,303.6,315.0,32.3,PASS
blk_aligned_c2_nd,16384,64,64,8,96,7.0738,2.4598,5.5306,15.0111,124.1,303.6,390.5,32.3,PASS
blk_aligned_mt_c2,16384,64,128,8,96,7.0901,1.4625,7.0120,8.1812,99.6,302.9,308.2,32.2,PASS
blk_aligned_mt_c2_nd,16384,64,128,4,96,7.1878,0.1998,7.0615,7.6748,263.9,298.8,305.8,31.8,PASS
locbuf_blk_mt_c2_nd,16384,64,16,4,96,7.2029,0.4514,7.0105,7.3872,189.7,298.1,308.8,31.7,PASS
locbuf_blk_mt_c2_nd,16384,64,64,32,96,7.2073,0.1850,7.1331,7.3532,246.3,298.0,303.0,31.7,PASS
locbuf_blk_mt_nd,16384,64,32,8,96,7.3135,0.3774,7.1105,8.1827,232.4,293.6,304.9,31.3,PASS
hptt_blk,16384,0,16,0,96,7.3138,0.3816,6.6004,7.4303,209.0,293.6,351.3,31.3,PASS
locbuf_blk_nd,16384,64,32,8,96,7.3187,1.1613,7.1153,7.5033,114.1,293.4,304.6,31.2,PASS
blk_aligned_mt_c2,16384,64,256,32,96,7.3227,0.1395,7.1505,7.6151,275.2,293.3,302.2,31.2,PASS
locbuf_blk_mt_nd,16384,64,32,32,96,7.3734,1.2344,7.1982,7.7178,109.3,291.2,301.4,31.0,PASS
blk_aligned_mt_c2_nd,16384,64,64,32,96,7.4042,0.3013,7.2512,7.9252,222.5,290.0,299.0,30.9,PASS
blk_aligned_mt_c2_nd,16384,64,64,16,96,7.4517,0.1859,7.4203,7.5399,235.5,288.2,289.8,30.7,PASS
blk_aligned_mt_c2,16384,64,32,8,96,7.4667,0.4743,7.3006,8.4490,216.4,287.6,295.7,30.6,PASS
locbuf_2buf_c2,16384,32,32,8,96,7.4773,1.3612,7.3949,7.6510,101.6,287.2,292.0,30.6,PASS
locbuf_blk_mt_c2_nd,16384,64,128,32,96,7.5487,0.1314,7.5204,7.9584,262.8,284.5,287.1,30.3,PASS
blk_aligned_mt_c2_nd,16384,64,128,8,96,7.5634,0.4609,7.4942,8.4817,209.1,283.9,287.8,30.2,PASS
blk_aligned_mt_c2,16384,64,256,8,96,7.6015,1.2973,7.4892,7.9604,104.5,282.5,288.4,30.1,PASS
blk_aligned_mt_c2,16384,64,32,16,96,7.6404,0.3707,7.4873,8.1599,205.0,281.1,288.4,29.9,PASS
blk_aligned_mt_c2,16384,64,128,16,96,7.7028,0.1723,7.3640,7.7849,261.2,278.8,292.6,29.7,PASS
locbuf_blk_mt_nd,16384,64,16,4,96,7.7170,0.2690,7.3693,8.0511,237.0,278.3,296.7,29.6,PASS
locbuf_blk_mt_c2,16384,64,16,4,96,7.7542,0.3866,7.5851,8.5470,207.3,276.9,287.1,29.5,PASS
locbuf_c2_nd,16384,32,32,8,96,7.7548,0.2699,7.6035,8.1969,227.9,276.9,283.0,29.5,PASS
locbuf_blk_mt,16384,64,32,16,96,7.8018,0.2793,7.5879,8.2045,218.1,275.3,286.2,29.3,PASS
blk_aligned_mt_c2,16384,64,16,4,96,7.8505,0.2846,7.6639,8.2491,216.1,273.5,283.5,29.1,PASS
locbuf_blk_mt_c2,16384,64,256,32,96,7.8975,0.2965,7.7653,8.2077,216.5,271.9,280.2,28.9,PASS
locbuf_blk_mt_nd,16384,64,64,4,96,7.9694,1.4275,7.5932,8.1263,97.2,269.5,293.9,28.7,PASS
blk_aligned_mt_c2_nd,16384,64,256,8,96,7.9769,0.1583,7.9095,8.3627,240.6,269.2,272.1,28.7,PASS
blk_aligned_mt_c2_nd,16384,64,256,32,96,8.0109,0.2174,7.7938,8.5289,241.4,268.1,278.4,28.5,PASS
locbuf_blk_mt_c2_nd,16384,64,16,8,96,8.0382,0.2745,7.8412,8.3561,206.5,267.2,274.6,28.4,PASS
blk_aligned_mt_c2,16384,64,64,16,96,8.0455,0.0718,8.0022,8.1065,247.0,266.9,269.5,28.4,PASS
blk_aligned_mt_c2,16384,64,256,16,96,8.0677,0.1252,7.9875,8.2550,242.7,266.2,270.0,28.3,PASS
hptt,16384,0,32,0,96,8.1261,1.8526,8.0206,13.9748,114.8,264.3,271.5,28.1,PASS
locbuf_blk_mt_c2_nd,16384,64,256,32,96,8.1487,0.1909,8.0720,8.4061,227.6,263.5,267.1,28.1,PASS
blk_aligned_mt_c2_nd,16384,64,16,4,96,8.2046,0.3325,7.8934,8.8420,221.2,261.7,278.0,27.9,PASS
blk_aligned_mt_c2,16384,64,512,16,96,8.2582,0.4445,7.9772,9.0150,194.5,260.0,270.6,27.7,PASS
blk_aligned_mt_c2_nd,16384,64,128,16,96,8.2892,1.1552,8.2259,8.7705,108.5,259.1,261.8,27.6,PASS
blk_aligned_c2_nd,16384,64,256,8,96,8.3314,1.4461,8.2097,9.2894,96.8,257.8,264.4,27.4,PASS
rm_blk_mt_c2_nd,16384,64,128,4,96,8.4053,0.2174,8.1757,8.6191,221.6,255.5,275.2,27.2,PASS
blk_aligned_mt_c2_nd,16384,64,32,32,96,8.4255,1.3784,8.1919,9.8529,103.4,254.9,264.4,27.1,PASS
blk_aligned_c2,16384,64,32,8,96,8.4450,1.3023,8.1831,10.0069,106.1,254.3,271.6,27.1,PASS
blk_aligned_mt_c2,16384,64,32,32,96,8.4480,0.3824,8.2337,9.0422,193.3,254.2,262.8,27.1,PASS
blk_aligned_nd,16384,64,64,8,96,8.4731,1.3816,7.9954,11.7484,132.4,253.4,274.8,27.0,PASS
blk_aligned_mt_c2_nd,16384,64,32,16,96,8.5234,0.2758,8.2577,8.9269,205.2,252.0,264.5,26.8,PASS
locbuf_2buf_c2,16384,64,32,8,96,8.5400,0.1895,8.4323,8.7873,216.7,251.5,255.9,26.8,PASS
locbuf_blk_nd,16384,64,64,8,96,8.5486,0.2392,8.3052,8.7860,209.2,251.2,264.4,26.7,PASS
blk_aligned_mt_c2_nd,16384,64,32,8,96,8.6219,0.3520,8.3278,9.1224,199.3,249.1,260.9,26.5,PASS
blk_aligned_mt_c2,16384,64,512,8,96,8.6365,0.2599,8.4136,8.9022,202.8,248.7,263.0,26.5,PASS
blk_aligned_mt_c2,16384,64,512,32,96,8.6447,0.2708,8.5629,8.9624,196.0,248.4,252.7,26.4,PASS
blk_aligned_mt_nd,16384,64,64,4,96,8.7007,0.1590,8.6545,8.9336,218.7,246.8,249.0,26.3,PASS
blk_aligned_mt_c2_nd,16384,64,256,4,96,8.7473,0.2327,8.6193,8.9863,198.8,245.5,250.7,26.1,PASS
blk_aligned_mt_c2_nd,16384,64,512,8,96,8.7644,0.3198,8.2894,9.2968,226.0,245.0,262.8,26.1,PASS
locbuf_blk,16384,64,64,8,96,8.7869,0.1320,8.6415,9.0850,231.3,244.4,252.2,26.0,PASS
locbuf_blk_mt_nd,16384,64,16,8,96,8.7946,1.1268,8.5154,9.0642,107.7,244.2,260.6,26.0,PASS
blk_aligned_mt_nd,16384,64,64,8,96,8.7959,1.4339,8.7083,9.4353,93.0,244.1,248.8,26.0,PASS
locbuf_2buf_nd,16384,32,32,8,96,8.8345,1.0003,8.8068,8.8972,115.5,243.1,247.4,25.9,PASS
blk_aligned_mt_c2_nd,16384,64,256,16,96,8.8658,1.1768,8.7975,9.0334,104.3,242.2,244.4,25.8,PASS
locbuf_blk_mt_nd,16384,64,64,8,96,8.8977,0.2223,8.3958,9.0768,225.1,241.4,266.5,25.7,PASS
blk_tiled_nd,16384,64,64,8,96,8.9373,0.2938,8.8761,9.6500,196.7,240.3,242.8,25.6,PASS
locbuf_blk_mt,16384,64,16,4,96,9.0135,0.3695,8.5271,9.5260,196.7,238.3,261.9,25.4,PASS
rm_blk_mt_c2_nd,16384,64,256,4,96,9.0277,0.1575,8.6606,9.1802,229.6,237.9,255.4,25.3,PASS
blk_aligned_mt,16384,64,32,4,96,9.0497,0.5020,8.2770,9.5319,199.2,237.3,262.6,25.3,PASS
locbuf_blk,16384,64,32,8,96,9.0670,0.1730,8.8526,9.3653,217.2,236.8,250.4,25.2,PASS
locbuf_blk_mt_nd,16384,64,64,32,96,9.0696,1.1083,8.4106,9.5302,110.1,236.8,258.6,25.2,PASS
locbuf_blk_mt,16384,64,32,32,96,9.0854,1.2585,8.8540,9.4055,100.0,236.4,250.6,25.2,PASS
blk_aligned_mt,16384,64,16,4,96,9.0904,0.6001,8.3620,10.1507,202.5,236.2,264.0,25.2,PASS
locbuf_blk_mt_c2,16384,64,512,32,96,9.1267,0.3076,9.0449,9.8111,198.0,235.3,238.5,25.1,PASS
locbuf_blk_mt,16384,64,32,8,96,9.1625,0.6178,8.7978,9.9661,151.7,234.4,248.8,25.0,PASS
blk_aligned_mt,16384,64,64,4,96,9.2095,0.0998,9.0968,9.3347,221.1,233.2,244.8,24.8,PASS
blk_aligned_c2_nd,16384,64,32,8,96,9.2156,0.4613,8.8885,10.3655,186.2,233.0,246.4,24.8,PASS
blk_aligned_c2,16384,64,256,8,96,9.2823,0.2656,9.0747,9.7021,204.4,231.4,241.2,24.6,PASS
locbuf_blk_mt_nd,16384,64,64,16,96,9.2952,0.1713,9.0771,9.3774,201.8,231.0,241.0,24.6,PASS
blk_aligned_mt,16384,64,64,8,96,9.3181,0.2448,9.0598,9.5198,194.7,230.5,241.2,24.5,PASS
locbuf_blk_c2_nd,16384,64,512,8,96,9.3299,0.2261,9.2108,9.5013,187.5,230.2,235.9,24.5,PASS
blk_aligned_mt_nd,16384,64,16,4,96,9.3599,0.5182,8.8197,10.4492,194.8,229.4,251.9,24.4,PASS
blk_aligned_mt_nd,16384,64,32,8,96,9.3799,0.2592,9.1728,9.7086,190.2,228.9,235.7,24.4,PASS
blk_aligned_mt_nd,16384,64,64,16,96,9.4197,1.6049,9.2156,10.2337,85.9,228.0,236.3,24.3,PASS
blk_aligned,16384,64,64,8,96,9.4403,1.7812,8.7510,13.2894,100.9,227.5,247.8,24.2,PASS
locbuf_blk_mt,16384,64,64,8,96,9.4496,0.9754,9.1872,9.5889,112.3,227.3,238.6,24.2,PASS
locbuf_blk_mt_c2_nd,16384,64,512,32,96,9.4526,1.1620,9.3839,9.9044,102.8,227.2,229.2,24.2,PASS
locbuf_blk_mt,16384,64,64,4,96,9.5042,0.3277,8.8036,9.8899,216.1,226.0,246.5,24.1,PASS
locbuf_blk_mt,16384,64,64,16,96,9.5138,1.0361,9.3584,9.6975,108.4,225.7,233.7,24.0,PASS
locbuf_blk_mt,16384,64,64,32,96,9.5942,0.3219,9.2667,10.3093,201.7,223.8,233.8,23.8,PASS
locbuf_2buf,16384,32,32,8,96,9.6006,1.1191,9.5382,9.6790,103.2,223.7,226.0,23.8,PASS
blk_tiled,16384,64,64,8,96,9.6057,0.2481,9.5158,10.1582,194.6,223.6,228.3,23.8,PASS
hptt_patient_blk,16384,0,128,0,96,9.6081,1.1275,6.4066,9.6929,144.6,223.5,336.9,23.8,PASS
blk_aligned_mt_nd,16384,64,32,4,96,9.6650,0.3587,9.3120,10.3451,188.2,222.2,243.3,23.7,PASS
rm_blk_mt_c2_nd,16384,64,128,8,96,9.6945,0.2547,9.6137,9.7942,178.0,221.5,233.9,23.6,PASS
locbuf_c2_nd,16384,16,32,8,96,9.7309,0.1319,9.5904,9.8716,201.3,220.7,224.8,23.5,PASS
locbuf_2buf_nd,16384,64,32,8,96,9.7574,0.3455,9.7049,10.0272,165.7,220.1,222.1,23.4,PASS
locbuf_blk_mt,16384,64,32,4,96,9.7817,0.5115,9.1056,10.5106,166.5,219.5,239.9,23.4,PASS
rm_blk_mt_c2_nd,16384,64,16,4,96,9.8112,0.1687,9.5485,10.0544,202.1,218.9,226.2,23.3,PASS
rm_blk_mt_c2_nd,16384,64,256,8,96,9.8551,1.3593,9.7447,10.0005,93.0,217.9,222.1,23.2,PASS
blk_aligned_mt_c2,16384,64,256,4,96,9.9061,0.3034,9.6125,10.5471,184.5,216.8,224.8,23.1,PASS
blk_aligned_mt_c2_nd,16384,64,512,16,96,9.9057,0.8478,9.5891,10.5045,119.0,216.8,234.9,23.1,PASS
blk_aligned_mt_c2_nd,16384,64,512,4,96,9.9196,0.2776,9.6069,10.1070,176.5,216.5,224.7,23.0,PASS
blk_aligned_mt,16384,64,32,16,96,9.9241,0.4722,9.5280,10.6339,176.2,216.4,227.6,23.0,PASS
blk_aligned_mt_c2_nd,16384,64,512,32,96,9.9323,0.2168,9.8108,10.1960,183.5,216.2,221.7,23.0,PASS
blk_aligned_mt,16384,64,32,8,96,9.9401,0.4426,9.8382,11.0570,184.8,216.0,219.2,23.0,PASS
blk_tiled_c2_nd,16384,64,8,8,96,10.0484,0.4063,9.8990,10.9080,181.4,213.7,217.9,22.8,PASS
locbuf_c2,16384,128,32,8,96,10.0841,0.2792,9.9837,10.6294,185.4,213.0,216.6,22.7,PASS
locbuf_blk_c2,16384,64,512,8,96,10.1071,0.1327,9.9055,10.3262,205.7,212.5,218.4,22.6,PASS
blk_aligned_mt,16384,64,64,32,96,10.1995,1.1702,9.4364,10.7856,102.1,210.5,236.5,22.4,PASS
blk_aligned_mt_nd,16384,64,64,32,96,10.2801,0.2838,9.8860,10.7520,184.9,208.9,221.5,22.2,PASS
blk_aligned,16384,64,32,8,96,10.3208,0.6404,10.0821,11.9071,175.4,208.1,215.9,22.2,PASS
blk_aligned_mt_nd,16384,64,32,16,96,10.3992,1.1662,9.2773,10.8063,106.1,206.5,236.9,22.0,PASS
rm_blk_mt_c2,16384,64,128,8,96,10.4543,0.2140,10.1906,10.8384,190.7,205.4,211.7,21.9,PASS
locbuf_blk_mt_c2,16384,64,16,8,96,10.4641,0.3349,10.1461,11.1396,180.3,205.2,218.3,21.8,PASS
blk_aligned_mt_c2,16384,64,16,8,96,10.5424,0.2483,10.3117,11.0269,185.2,203.7,211.3,21.7,PASS
blk_aligned_mt,16384,64,64,16,96,10.6175,0.9733,10.2772,11.3074,108.4,202.3,210.3,21.5,PASS
rm_blk_mt_c2_nd,16384,64,64,8,96,10.6394,0.3022,10.5831,10.7397,157.4,201.8,203.2,21.5,PASS
