variant,M,N,tile,nthreads,rep,time_s,bw_gbs,checksum,status
row_major,16384,16384,0,96,0,0.143356361,59.920,2.681670e+09,PASS
row_major,16384,16384,0,96,1,0.143369381,59.915,2.681670e+09,PASS
row_major,16384,16384,0,96,2,0.143696814,59.778,2.681670e+09,PASS
row_major,16384,16384,0,96,3,0.142943838,60.093,2.681670e+09,PASS
row_major,16384,16384,0,96,4,0.143018269,60.062,2.681670e+09,PASS
row_major,16384,16384,0,96,5,0.144026454,59.641,2.681670e+09,PASS
row_major,16384,16384,0,96,6,0.143837875,59.720,2.681670e+09,PASS
row_major,16384,16384,0,96,7,0.143490902,59.864,2.681670e+09,PASS
row_major,16384,16384,0,96,8,0.145367502,59.091,2.681670e+09,PASS
row_major,16384,16384,0,96,9,0.143328430,59.932,2.681670e+09,PASS
row_major,16384,16384,0,96,10,0.143407031,59.899,2.681670e+09,PASS
row_major,16384,16384,0,96,11,0.143904193,59.692,2.681670e+09,PASS
row_major,16384,16384,0,96,12,0.143689763,59.781,2.681670e+09,PASS
row_major,16384,16384,0,96,13,0.143082731,60.035,2.681670e+09,PASS
row_major,16384,16384,0,96,14,0.143157849,60.003,2.681670e+09,PASS
row_major,16384,16384,0,96,15,0.143186189,59.991,2.681670e+09,PASS
row_major,16384,16384,0,96,16,0.143819903,59.727,2.681670e+09,PASS
row_major,16384,16384,0,96,17,0.143632392,59.805,2.681670e+09,PASS
row_major,16384,16384,0,96,18,0.143542813,59.842,2.681670e+09,PASS
row_major,16384,16384,0,96,19,0.143370981,59.914,2.681670e+09,PASS
row_major,16384,16384,0,96,20,0.143480211,59.868,2.681670e+09,PASS
row_major,16384,16384,0,96,21,0.143092589,60.031,2.681670e+09,PASS
row_major,16384,16384,0,96,22,0.143354920,59.921,2.681670e+09,PASS
row_major,16384,16384,0,96,23,0.143480532,59.868,2.681670e+09,PASS
row_major,16384,16384,0,96,24,0.143950284,59.673,2.681670e+09,PASS
row_major,16384,16384,0,96,25,0.143281070,59.952,2.681670e+09,PASS
row_major,16384,16384,0,96,26,0.143235770,59.971,2.681670e+09,PASS
row_major,16384,16384,0,96,27,0.144012874,59.647,2.681670e+09,PASS
row_major,16384,16384,0,96,28,0.143629603,59.806,2.681670e+09,PASS
row_major,16384,16384,0,96,29,0.143033799,60.055,2.681670e+09,PASS
row_major,16384,16384,0,96,30,0.143121749,60.018,2.681670e+09,PASS
row_major,16384,16384,0,96,31,0.144281336,59.536,2.681670e+09,PASS
row_major,16384,16384,0,96,32,0.144201085,59.569,2.681670e+09,PASS
row_major,16384,16384,0,96,33,0.144080195,59.619,2.681670e+09,PASS
row_major,16384,16384,0,96,34,0.143576803,59.828,2.681670e+09,PASS
row_major,16384,16384,0,96,35,0.144022306,59.643,2.681670e+09,PASS
row_major,16384,16384,0,96,36,0.143271480,59.956,2.681670e+09,PASS
row_major,16384,16384,0,96,37,0.144472397,59.457,2.681670e+09,PASS
row_major,16384,16384,0,96,38,0.143666102,59.791,2.681670e+09,PASS
row_major,16384,16384,0,96,39,0.143685633,59.783,2.681670e+09,PASS
row_major,16384,16384,0,96,40,0.144065896,59.625,2.681670e+09,PASS
row_major,16384,16384,0,96,41,0.143333041,59.930,2.681670e+09,PASS
row_major,16384,16384,0,96,42,0.143684923,59.783,2.681670e+09,PASS
row_major,16384,16384,0,96,43,0.143637562,59.803,2.681670e+09,PASS
row_major,16384,16384,0,96,44,0.143322831,59.934,2.681670e+09,PASS
row_major,16384,16384,0,96,45,0.143751853,59.755,2.681670e+09,PASS
row_major,16384,16384,0,96,46,0.143123121,60.018,2.681670e+09,PASS
row_major,16384,16384,0,96,47,0.142861867,60.128,2.681670e+09,PASS
row_major,16384,16384,0,96,48,0.143502062,59.859,2.681670e+09,PASS
row_major,16384,16384,0,96,49,0.143337661,59.928,2.681670e+09,PASS
row_major,16384,16384,0,96,50,0.143378460,59.911,2.681670e+09,PASS
row_major,16384,16384,0,96,51,0.143039980,60.053,2.681670e+09,PASS
row_major,16384,16384,0,96,52,0.143224030,59.976,2.681670e+09,PASS
row_major,16384,16384,0,96,53,0.142818427,60.146,2.681670e+09,PASS
row_major,16384,16384,0,96,54,0.143127869,60.016,2.681670e+09,PASS
row_major,16384,16384,0,96,55,0.143643904,59.800,2.681670e+09,PASS
row_major,16384,16384,0,96,56,0.143830774,59.723,2.681670e+09,PASS
row_major,16384,16384,0,96,57,0.144349026,59.508,2.681670e+09,PASS
row_major,16384,16384,0,96,58,0.143541321,59.843,2.681670e+09,PASS
row_major,16384,16384,0,96,59,0.143259930,59.960,2.681670e+09,PASS
row_major,16384,16384,0,96,60,0.143067099,60.041,2.681670e+09,PASS
row_major,16384,16384,0,96,61,0.144321557,59.519,2.681670e+09,PASS
row_major,16384,16384,0,96,62,0.143903275,59.692,2.681670e+09,PASS
row_major,16384,16384,0,96,63,0.143208079,59.982,2.681670e+09,PASS
row_major,16384,16384,0,96,64,0.153816360,55.845,2.681670e+09,PASS
row_major,16384,16384,0,96,65,0.144398887,59.488,2.681670e+09,PASS
row_major,16384,16384,0,96,66,0.143629312,59.806,2.681670e+09,PASS
row_major,16384,16384,0,96,67,0.143451891,59.880,2.681670e+09,PASS
row_major,16384,16384,0,96,68,0.143443491,59.884,2.681670e+09,PASS
row_major,16384,16384,0,96,69,0.143407401,59.899,2.681670e+09,PASS
row_major,16384,16384,0,96,70,0.143457492,59.878,2.681670e+09,PASS
row_major,16384,16384,0,96,71,0.144279315,59.537,2.681670e+09,PASS
row_major,16384,16384,0,96,72,0.143335321,59.929,2.681670e+09,PASS
row_major,16384,16384,0,96,73,0.144135085,59.596,2.681670e+09,PASS
row_major,16384,16384,0,96,74,0.143294731,59.946,2.681670e+09,PASS
row_major,16384,16384,0,96,75,0.143069449,60.040,2.681670e+09,PASS
