variant,rep,time_ms
3d-gpu,1,1.077000
3d-gpu,2,1.079000
3d-gpu,3,1.078000
3d-gpu,4,1.079000
3d-gpu,5,1.077000
3d-gpu,6,1.074000
3d-gpu,7,1.077000
3d-gpu,8,1.078000
3d-gpu,9,1.077000
3d-gpu,10,1.076000
3d-gpu,11,1.075000
3d-gpu,12,1.077000
3d-gpu,13,1.066000
3d-gpu,14,1.065000
3d-gpu,15,1.068000
3d-gpu,16,1.064000
3d-gpu,17,1.069000
3d-gpu,18,1.068000
3d-gpu,19,1.067000
3d-gpu,20,1.067000
3d-gpu,21,1.072000
3d-gpu,22,1.069000
3d-gpu,23,1.065000
3d-gpu,24,1.066000
3d-gpu,25,1.065000
3d-gpu,26,1.067000
3d-gpu,27,1.077000
3d-gpu,28,1.075000
3d-gpu,29,1.080000
3d-gpu,30,1.078000
3d-gpu,31,1.074000
3d-gpu,32,1.079000
3d-gpu,33,1.076000
3d-gpu,34,1.077000
3d-gpu,35,1.075000
3d-gpu,36,1.077000
3d-gpu,37,1.075000
3d-gpu,38,1.081000
3d-gpu,39,1.079000
3d-gpu,40,1.077000
3d-gpu,41,1.078000
3d-gpu,42,1.073000
3d-gpu,43,1.077000
3d-gpu,44,1.081000
3d-gpu,45,1.078000
3d-gpu,46,1.075000
3d-gpu,47,1.079000
3d-gpu,48,1.079000
3d-gpu,49,1.077000
3d-gpu,50,1.078000
3d-gpu,51,1.076000
3d-gpu,52,1.079000
3d-gpu,53,1.075000
3d-gpu,54,1.075000
3d-gpu,55,1.076000
3d-gpu,56,1.075000
3d-gpu,57,1.073000
3d-gpu,58,1.080000
3d-gpu,59,1.078000
3d-gpu,60,1.078000
3d-gpu,61,1.076000
3d-gpu,62,1.077000
3d-gpu,63,1.077000
3d-gpu,64,1.076000
3d-gpu,65,1.078000
3d-gpu,66,1.077000
3d-gpu,67,1.076000
3d-gpu,68,1.075000
3d-gpu,69,1.074000
3d-gpu,70,1.079000
3d-gpu,71,1.078000
3d-gpu,72,1.072000
3d-gpu,73,1.076000
3d-gpu,74,1.076000
3d-gpu,75,1.077000
3d-gpu,76,1.076000
3d-gpu,77,1.075000
3d-gpu,78,1.079000
3d-gpu,79,1.077000
3d-gpu,80,1.075000
3d-gpu,81,1.078000
3d-gpu,82,1.077000
3d-gpu,83,1.074000
3d-gpu,84,1.075000
3d-gpu,85,1.076000
3d-gpu,86,1.074000
3d-gpu,87,1.077000
3d-gpu,88,1.075000
3d-gpu,89,1.074000
3d-gpu,90,1.073000
3d-gpu,91,1.074000
3d-gpu,92,1.079000
3d-gpu,93,1.076000
3d-gpu,94,1.077000
3d-gpu,95,1.075000
3d-gpu,96,1.074000
3d-gpu,97,1.077000
3d-gpu,98,1.077000
3d-gpu,99,1.077000
3d-gpu,100,1.073000
