variant,rep,time_ms
split-reduce-gpu,1,1.396000
split-reduce-gpu,2,1.403000
split-reduce-gpu,3,1.402000
split-reduce-gpu,4,1.405000
split-reduce-gpu,5,1.403000
split-reduce-gpu,6,1.399000
split-reduce-gpu,7,1.399000
split-reduce-gpu,8,1.393000
split-reduce-gpu,9,1.392000
split-reduce-gpu,10,1.394000
split-reduce-gpu,11,1.394000
split-reduce-gpu,12,1.392000
split-reduce-gpu,13,1.397000
split-reduce-gpu,14,1.393000
split-reduce-gpu,15,1.397000
split-reduce-gpu,16,1.396000
split-reduce-gpu,17,1.396000
split-reduce-gpu,18,1.394000
split-reduce-gpu,19,1.393000
split-reduce-gpu,20,1.399000
split-reduce-gpu,21,1.398000
split-reduce-gpu,22,1.398000
split-reduce-gpu,23,1.402000
split-reduce-gpu,24,1.403000
split-reduce-gpu,25,1.399000
split-reduce-gpu,26,1.400000
split-reduce-gpu,27,1.398000
split-reduce-gpu,28,1.401000
split-reduce-gpu,29,1.398000
split-reduce-gpu,30,1.399000
split-reduce-gpu,31,1.399000
split-reduce-gpu,32,1.402000
split-reduce-gpu,33,1.401000
split-reduce-gpu,34,1.401000
split-reduce-gpu,35,1.400000
split-reduce-gpu,36,1.397000
split-reduce-gpu,37,1.400000
split-reduce-gpu,38,1.404000
split-reduce-gpu,39,1.400000
split-reduce-gpu,40,1.399000
split-reduce-gpu,41,1.400000
split-reduce-gpu,42,1.405000
split-reduce-gpu,43,1.402000
split-reduce-gpu,44,1.399000
split-reduce-gpu,45,1.401000
split-reduce-gpu,46,1.404000
split-reduce-gpu,47,1.399000
split-reduce-gpu,48,1.403000
split-reduce-gpu,49,1.400000
split-reduce-gpu,50,1.404000
split-reduce-gpu,51,1.403000
split-reduce-gpu,52,1.402000
split-reduce-gpu,53,1.403000
split-reduce-gpu,54,1.401000
split-reduce-gpu,55,1.401000
split-reduce-gpu,56,1.400000
split-reduce-gpu,57,1.403000
split-reduce-gpu,58,1.405000
split-reduce-gpu,59,1.401000
split-reduce-gpu,60,1.400000
split-reduce-gpu,61,1.399000
split-reduce-gpu,62,1.401000
split-reduce-gpu,63,1.403000
split-reduce-gpu,64,1.396000
split-reduce-gpu,65,1.402000
split-reduce-gpu,66,1.402000
split-reduce-gpu,67,1.403000
split-reduce-gpu,68,1.399000
split-reduce-gpu,69,1.397000
split-reduce-gpu,70,1.399000
split-reduce-gpu,71,1.400000
split-reduce-gpu,72,1.404000
split-reduce-gpu,73,1.404000
split-reduce-gpu,74,1.403000
split-reduce-gpu,75,1.398000
split-reduce-gpu,76,1.403000
split-reduce-gpu,77,1.398000
split-reduce-gpu,78,1.399000
split-reduce-gpu,79,1.397000
split-reduce-gpu,80,1.401000
split-reduce-gpu,81,1.401000
split-reduce-gpu,82,1.400000
split-reduce-gpu,83,1.400000
split-reduce-gpu,84,1.401000
split-reduce-gpu,85,1.404000
split-reduce-gpu,86,1.400000
split-reduce-gpu,87,1.398000
split-reduce-gpu,88,1.396000
split-reduce-gpu,89,1.403000
split-reduce-gpu,90,1.402000
split-reduce-gpu,91,1.401000
split-reduce-gpu,92,1.402000
split-reduce-gpu,93,1.394000
split-reduce-gpu,94,1.400000
split-reduce-gpu,95,1.397000
split-reduce-gpu,96,1.404000
split-reduce-gpu,97,1.403000
split-reduce-gpu,98,1.404000
split-reduce-gpu,99,1.397000
split-reduce-gpu,100,1.399000
