variant,rep,time_ms
split,1,0.120000
split,2,0.088000
split,3,0.102000
split,4,0.082000
split,5,0.084000
split,6,0.094000
split,7,0.081000
split,8,0.078000
split,9,0.098000
split,10,0.107000
split,11,0.099000
split,12,0.099000
split,13,0.113000
split,14,0.088000
split,15,0.096000
split,16,0.099000
split,17,0.097000
split,18,0.102000
split,19,0.091000
split,20,0.099000
split,21,0.090000
split,22,0.085000
split,23,0.100000
split,24,0.097000
split,25,0.086000
split,26,0.095000
split,27,0.094000
split,28,0.089000
split,29,0.077000
split,30,0.274000
split,31,0.093000
split,32,0.113000
split,33,0.096000
split,34,0.080000
split,35,0.102000
split,36,0.103000
split,37,0.103000
split,38,0.117000
split,39,0.101000
split,40,0.142000
split,41,0.094000
split,42,0.080000
split,43,0.098000
split,44,0.096000
split,45,0.094000
split,46,0.128000
split,47,0.114000
split,48,0.103000
split,49,0.083000
split,50,0.086000
split,51,0.092000
split,52,0.111000
split,53,0.099000
split,54,0.082000
split,55,0.081000
split,56,0.101000
split,57,0.085000
split,58,0.095000
split,59,0.093000
split,60,0.077000
split,61,0.077000
split,62,0.088000
split,63,0.093000
split,64,0.095000
split,65,0.091000
split,66,0.083000
split,67,0.124000
split,68,0.087000
split,69,0.099000
split,70,0.093000
split,71,0.099000
split,72,0.094000
split,73,0.099000
split,74,0.091000
split,75,0.099000
split,76,0.100000
split,77,0.081000
split,78,0.093000
split,79,0.096000
split,80,0.085000
split,81,0.089000
split,82,0.095000
split,83,0.155000
split,84,0.094000
split,85,0.105000
split,86,0.102000
split,87,0.079000
split,88,0.088000
split,89,0.078000
split,90,0.083000
split,91,0.094000
split,92,0.084000
split,93,0.095000
split,94,0.121000
split,95,0.091000
split,96,0.078000
split,97,0.097000
split,98,0.085000
split,99,0.084000
split,100,0.101000
