variant,rep,time_ms
3d-reduce,1,47.847000
3d-reduce,2,52.436000
3d-reduce,3,49.591000
3d-reduce,4,49.316000
3d-reduce,5,47.327000
3d-reduce,6,47.375000
3d-reduce,7,47.012000
3d-reduce,8,47.079000
3d-reduce,9,50.037000
3d-reduce,10,47.101000
3d-reduce,11,47.813000
3d-reduce,12,46.806000
3d-reduce,13,46.781000
3d-reduce,14,46.706000
3d-reduce,15,53.571000
3d-reduce,16,52.601000
3d-reduce,17,47.865000
3d-reduce,18,47.504000
3d-reduce,19,46.462000
3d-reduce,20,47.082000
3d-reduce,21,46.638000
3d-reduce,22,46.691000
3d-reduce,23,46.447000
3d-reduce,24,46.551000
3d-reduce,25,47.017000
3d-reduce,26,46.368000
3d-reduce,27,46.639000
3d-reduce,28,46.474000
3d-reduce,29,54.186000
3d-reduce,30,48.344000
3d-reduce,31,49.025000
3d-reduce,32,46.685000
3d-reduce,33,46.572000
3d-reduce,34,46.957000
3d-reduce,35,46.147000
3d-reduce,36,45.967000
3d-reduce,37,46.145000
3d-reduce,38,46.686000
3d-reduce,39,49.074000
3d-reduce,40,47.069000
3d-reduce,41,48.030000
3d-reduce,42,49.635000
3d-reduce,43,47.053000
3d-reduce,44,48.066000
3d-reduce,45,50.126000
3d-reduce,46,47.440000
3d-reduce,47,48.647000
3d-reduce,48,48.558000
3d-reduce,49,49.762000
3d-reduce,50,47.540000
3d-reduce,51,51.486000
3d-reduce,52,47.034000
3d-reduce,53,46.310000
3d-reduce,54,49.167000
3d-reduce,55,46.286000
3d-reduce,56,46.306000
3d-reduce,57,45.971000
3d-reduce,58,53.149000
3d-reduce,59,52.670000
3d-reduce,60,52.139000
3d-reduce,61,48.850000
3d-reduce,62,46.588000
3d-reduce,63,48.492000
3d-reduce,64,49.749000
3d-reduce,65,46.542000
3d-reduce,66,46.529000
3d-reduce,67,50.210000
3d-reduce,68,47.087000
3d-reduce,69,48.041000
3d-reduce,70,46.573000
3d-reduce,71,45.937000
3d-reduce,72,46.180000
3d-reduce,73,46.129000
3d-reduce,74,46.906000
3d-reduce,75,46.101000
3d-reduce,76,50.641000
3d-reduce,77,53.175000
3d-reduce,78,53.011000
3d-reduce,79,51.382000
3d-reduce,80,47.551000
3d-reduce,81,46.729000
3d-reduce,82,45.926000
3d-reduce,83,46.009000
3d-reduce,84,45.941000
3d-reduce,85,45.817000
3d-reduce,86,45.864000
3d-reduce,87,46.027000
3d-reduce,88,51.710000
3d-reduce,89,48.458000
3d-reduce,90,47.718000
3d-reduce,91,46.660000
3d-reduce,92,49.381000
3d-reduce,93,46.427000
3d-reduce,94,49.443000
3d-reduce,95,46.824000
3d-reduce,96,46.568000
3d-reduce,97,46.367000
3d-reduce,98,47.940000
3d-reduce,99,52.410000
3d-reduce,100,46.564000
