variant,rep,time_ms
split-reduce,1,46.903000
split-reduce,2,46.883000
split-reduce,3,46.556000
split-reduce,4,47.580000
split-reduce,5,46.112000
split-reduce,6,46.730000
split-reduce,7,46.859000
split-reduce,8,47.242000
split-reduce,9,46.451000
split-reduce,10,46.375000
split-reduce,11,46.552000
split-reduce,12,48.099000
split-reduce,13,46.705000
split-reduce,14,46.680000
split-reduce,15,47.281000
split-reduce,16,47.135000
split-reduce,17,46.470000
split-reduce,18,46.330000
split-reduce,19,46.093000
split-reduce,20,45.892000
split-reduce,21,46.628000
split-reduce,22,46.157000
split-reduce,23,52.479000
split-reduce,24,48.069000
split-reduce,25,46.971000
split-reduce,26,46.449000
split-reduce,27,45.865000
split-reduce,28,45.978000
split-reduce,29,46.876000
split-reduce,30,48.646000
split-reduce,31,46.419000
split-reduce,32,46.237000
split-reduce,33,50.243000
split-reduce,34,46.042000
split-reduce,35,47.636000
split-reduce,36,46.420000
split-reduce,37,46.359000
split-reduce,38,46.558000
split-reduce,39,48.528000
split-reduce,40,47.877000
split-reduce,41,50.929000
split-reduce,42,50.577000
split-reduce,43,47.293000
split-reduce,44,46.839000
split-reduce,45,45.901000
split-reduce,46,46.522000
split-reduce,47,46.083000
split-reduce,48,46.143000
split-reduce,49,46.400000
split-reduce,50,45.785000
split-reduce,51,45.856000
split-reduce,52,45.979000
split-reduce,53,45.910000
split-reduce,54,52.459000
split-reduce,55,49.926000
split-reduce,56,47.700000
split-reduce,57,45.993000
split-reduce,58,46.230000
split-reduce,59,45.872000
split-reduce,60,46.050000
split-reduce,61,54.277000
split-reduce,62,52.696000
split-reduce,63,49.392000
split-reduce,64,47.364000
split-reduce,65,46.760000
split-reduce,66,46.078000
split-reduce,67,46.279000
split-reduce,68,46.162000
split-reduce,69,46.158000
split-reduce,70,45.833000
split-reduce,71,53.969000
split-reduce,72,47.827000
split-reduce,73,46.860000
split-reduce,74,46.103000
split-reduce,75,46.016000
split-reduce,76,46.068000
split-reduce,77,47.174000
split-reduce,78,47.344000
split-reduce,79,50.625000
split-reduce,80,46.603000
split-reduce,81,46.641000
split-reduce,82,46.099000
split-reduce,83,46.064000
split-reduce,84,46.117000
split-reduce,85,48.123000
split-reduce,86,46.701000
split-reduce,87,47.491000
split-reduce,88,60.593000
split-reduce,89,46.030000
split-reduce,90,46.224000
split-reduce,91,46.814000
split-reduce,92,46.599000
split-reduce,93,48.621000
split-reduce,94,46.424000
split-reduce,95,46.271000
split-reduce,96,45.956000
split-reduce,97,46.056000
split-reduce,98,46.805000
split-reduce,99,46.711000
split-reduce,100,46.704000
