layout,run,ms,gbps
AoSoA-64,53,1.560926,1375.78
AoSoA-64,54,1.573086,1365.14
AoSoA-64,55,1.529932,1403.65
AoSoA-64,56,1.541853,1392.79
AoSoA-64,57,1.530170,1403.43
AoSoA-64,58,1.547098,1388.07
AoSoA-64,59,1.532078,1401.68
AoSoA-64,60,1.558065,1378.30
AoSoA-64,61,1.569033,1368.67
AoSoA-64,62,1.533985,1399.94
AoSoA-64,63,1.538038,1396.25
AoSoA-64,64,1.561880,1374.94
AoSoA-64,65,1.570940,1367.01
AoSoA-64,66,2.735138,785.15
AoSoA-64,67,1.570940,1367.01
AoSoA-64,68,1.547098,1388.07
AoSoA-64,69,1.566887,1370.54
AoSoA-64,70,1.580954,1358.35
AoSoA-64,71,1.560926,1375.78
AoSoA-64,72,1.558065,1378.30
AoSoA-64,73,1.547098,1388.07
AoSoA-64,74,1.554012,1381.90
AoSoA-64,75,1.533031,1400.81
AoSoA-64,76,1.543045,1391.72
AoSoA-64,77,1.537085,1397.11
AoSoA-64,78,1.558065,1378.30
AoSoA-64,79,1.538992,1395.38
AoSoA-64,80,1.549959,1385.51
AoSoA-64,81,1.517057,1415.56
AoSoA-64,82,1.545906,1389.14
AoSoA-64,83,7.054090,304.43
AoSoA-64,84,1.547098,1388.07
AoSoA-64,85,1.589060,1351.42
AoSoA-64,86,1.582146,1357.32
AoSoA-64,87,1.567125,1370.33
AoSoA-64,88,1.577854,1361.02
AoSoA-64,89,1.570940,1367.01
AoSoA-64,90,1.567841,1369.71
AoSoA-64,91,1.557827,1378.51
AoSoA-64,92,1.574993,1363.49
AoSoA-64,93,1.556158,1379.99
AoSoA-64,94,1.577854,1361.02
AoSoA-64,95,1.564026,1373.05
AoSoA-64,96,1.584053,1355.69
AoSoA-64,97,1.569033,1368.67
AoSoA-64,98,1.541138,1393.44
AoSoA-64,99,2.798796,767.29
AoSoA-128,0,1.559019,1377.46
AoSoA-128,1,1.652956,1299.18
AoSoA-128,2,1.536131,1397.98
AoSoA-128,3,1.544952,1390.00
AoSoA-128,4,1.541853,1392.79
AoSoA-128,5,1.656055,1296.75
AoSoA-128,6,1.555920,1380.20
AoSoA-128,7,2.868891,748.54
AoSoA-128,8,1.538038,1396.25
AoSoA-128,9,1.526117,1407.16
AoSoA-128,10,4.175901,514.26
AoSoA-128,11,1.533031,1400.81
AoSoA-128,12,1.546860,1388.29
AoSoA-128,13,1.544952,1390.00
AoSoA-128,14,1.570940,1367.01
AoSoA-128,15,1.603127,1339.56
AoSoA-128,16,1.543045,1391.72
AoSoA-128,17,1.538992,1395.38
AoSoA-128,18,1.552105,1383.59
AoSoA-128,19,4.238129,506.71
AoSoA-128,20,1.520872,1412.01
AoSoA-128,21,1.564980,1372.21
AoSoA-128,22,1.538038,1396.25
AoSoA-128,23,1.637936,1311.09
AoSoA-128,24,1.554966,1381.05
AoSoA-128,25,1.564026,1373.05
AoSoA-128,26,1.539946,1394.52
AoSoA-128,27,1.624107,1322.25
AoSoA-128,28,1.580954,1358.35
AoSoA-128,29,1.533031,1400.81
AoSoA-128,30,1.568079,1369.50
AoSoA-128,31,1.573086,1365.14
AoSoA-128,32,1.578093,1360.81
AoSoA-128,33,1.538992,1395.38
AoSoA-128,34,1.557112,1379.15
AoSoA-128,35,1.539946,1394.52
AoSoA-128,36,1.536131,1397.98
AoSoA-128,37,1.546144,1388.93
AoSoA-128,38,2.647877,811.02
AoSoA-128,39,1.518965,1413.78
AoSoA-128,40,1.536131,1397.98
AoSoA-128,41,1.569033,1368.67
AoSoA-128,42,1.541853,1392.79
AoSoA-128,43,1.547813,1387.43
AoSoA-128,44,1.561165,1375.56
AoSoA-128,45,1.637220,1311.66
AoSoA-128,46,1.524925,1408.26
AoSoA-128,47,1.544952,1390.00
AoSoA-128,48,1.545191,1389.79
AoSoA-128,49,1.540899,1393.66
AoSoA-128,50,1.567841,1369.71
AoSoA-128,51,1.544952,1390.00
AoSoA-128,52,1.569033,1368.67
AoSoA-128,53,1.545906,1389.14
AoSoA-128,54,1.540899,1393.66
AoSoA-128,55,1.598120,1343.76
AoSoA-128,56,1.535892,1398.20
AoSoA-128,57,1.532078,1401.68
AoSoA-128,58,1.562119,1374.73
AoSoA-128,59,1.542091,1392.58
AoSoA-128,60,1.549959,1385.51
AoSoA-128,61,1.555204,1380.84
AoSoA-128,62,1.569986,1367.84
AoSoA-128,63,1.556158,1379.99
AoSoA-128,64,1.560926,1375.78
AoSoA-128,65,1.552105,1383.59
AoSoA-128,66,1.544952,1390.00
AoSoA-128,67,1.536131,1397.98
AoSoA-128,68,1.576185,1362.46
AoSoA-128,69,1.562834,1374.10
AoSoA-128,70,1.543045,1391.72
AoSoA-128,71,1.561880,1374.94
AoSoA-128,72,1.554012,1381.90
AoSoA-128,73,2.681971,800.71
AoSoA-128,74,1.550913,1384.66
AoSoA-128,75,1.548767,1386.58
AoSoA-128,76,1.543999,1390.86
AoSoA-128,77,1.547098,1388.07
AoSoA-128,78,1.555204,1380.84
AoSoA-128,79,1.554012,1381.90
AoSoA-128,80,1.542091,1392.58
AoSoA-128,81,1.563072,1373.89
AoSoA-128,82,1.553059,1382.74
AoSoA-128,83,1.570940,1367.01
AoSoA-128,84,1.528978,1404.52
AoSoA-128,85,1.532078,1401.68
AoSoA-128,86,1.549006,1386.36
AoSoA-128,87,1.559973,1376.62
AoSoA-128,88,1.541138,1393.44
AoSoA-128,89,1.546144,1388.93
AoSoA-128,90,1.559973,1376.62
AoSoA-128,91,1.572132,1365.97
AoSoA-128,92,1.534939,1399.07
AoSoA-128,93,1.530170,1403.43
AoSoA-128,94,1.554012,1381.90
AoSoA-128,95,1.523972,1409.14
AoSoA-128,96,1.644850,1305.58
AoSoA-128,97,1.538038,1396.25
AoSoA-128,98,1.549959,1385.51
AoSoA-128,99,1.552105,1383.59
AoSoA-256,0,1.709938,1255.88
AoSoA-256,1,1.676083,1281.25
AoSoA-256,2,1.620054,1325.56
AoSoA-256,3,1.656055,1296.75
AoSoA-256,4,1.709223,1256.41
AoSoA-256,5,1.619101,1326.34
AoSoA-256,6,1.640081,1309.38
AoSoA-256,7,1.632929,1315.11
AoSoA-256,8,1.635790,1312.81
AoSoA-256,9,1.610041,1333.81
AoSoA-256,10,1.604080,1338.76
AoSoA-256,11,1.608849,1334.80
AoSoA-256,12,1.621962,1324.00
AoSoA-256,13,1.704931,1259.57
AoSoA-256,14,1.637936,1311.09
AoSoA-256,15,1.608133,1335.39
AoSoA-256,16,1.610041,1333.81
AoSoA-256,17,1.773834,1210.65
AoSoA-256,18,1.612902,1331.44
AoSoA-256,19,1.615047,1329.67
AoSoA-256,20,1.627922,1319.16
AoSoA-256,21,1.631975,1315.88
AoSoA-256,22,1.734972,1237.76
AoSoA-256,23,1.626015,1320.70
AoSoA-256,24,1.613855,1330.65
AoSoA-256,25,1.604080,1338.76
AoSoA-256,26,7.578135,283.38
AoSoA-256,27,1.610041,1333.81
AoSoA-256,28,1.660109,1293.58
AoSoA-256,29,1.610994,1333.02
AoSoA-256,30,1.600027,1342.15
AoSoA-256,31,1.610041,1333.81
AoSoA-256,32,4.062176,528.65
AoSoA-256,33,1.614094,1330.46
AoSoA-256,34,1.599073,1342.96
AoSoA-256,35,1.604080,1338.76
AoSoA-256,36,1.601934,1340.56
AoSoA-256,37,1.602173,1340.36
AoSoA-256,38,1.613855,1330.65
AoSoA-256,39,1.586914,1353.25
AoSoA-256,40,1.617908,1327.32
AoSoA-256,41,1.622915,1323.23
AoSoA-256,42,1.616001,1328.89
AoSoA-256,43,1.628160,1318.96
AoSoA-256,44,1.606941,1336.38
AoSoA-256,45,1.623869,1322.45
AoSoA-256,46,1.596928,1344.76
AoSoA-256,47,1.619101,1326.34
AoSoA-256,48,1.600981,1341.36
AoSoA-256,49,1.626968,1319.93
AoSoA-256,50,1.612186,1332.03
AoSoA-256,51,1.601934,1340.56
AoSoA-256,52,1.614094,1330.46
AoSoA-256,53,1.604080,1338.76
AoSoA-256,54,1.610041,1333.81
AoSoA-256,55,1.590014,1350.61
AoSoA-256,56,1.605034,1337.97
AoSoA-256,57,1.604080,1338.76
AoSoA-256,58,1.646042,1304.63
AoSoA-256,59,1.593113,1347.98
AoSoA-256,60,1.639843,1309.57
AoSoA-256,61,1.644850,1305.58
AoSoA-256,62,1.615047,1329.67
AoSoA-256,63,1.595974,1345.56
AoSoA-256,64,1.617908,1327.32
AoSoA-256,65,1.600027,1342.15
AoSoA-256,66,1.600027,1342.15
AoSoA-256,67,1.600027,1342.15
AoSoA-256,68,1.634121,1314.15
AoSoA-256,69,1.622915,1323.23
AoSoA-256,70,1.610994,1333.02
AoSoA-256,71,1.609087,1334.60
AoSoA-256,72,1.657009,1296.00
AoSoA-256,73,1.636028,1312.62
AoSoA-256,74,1.581907,1357.53
AoSoA-256,75,1.600981,1341.36
AoSoA-256,76,1.611948,1332.23
AoSoA-256,77,1.595974,1345.56
AoSoA-256,78,1.625061,1321.48
AoSoA-256,79,1.627922,1319.16
AoSoA-256,80,1.590967,1349.80
AoSoA-256,81,1.589060,1351.42
AoSoA-256,82,3.108025,690.95
AoSoA-256,83,1.631021,1316.65
AoSoA-256,84,2.937078,731.16
AoSoA-256,85,1.607895,1335.59
AoSoA-256,86,1.599073,1342.96
AoSoA-256,87,1.599073,1342.96
AoSoA-256,88,1.626968,1319.93
AoSoA-256,89,1.586914,1353.25
AoSoA-256,90,1.605988,1337.17
AoSoA-256,91,1.587868,1352.43
AoSoA-256,92,1.621008,1324.78
AoSoA-256,93,1.600981,1341.36
AoSoA-256,94,1.617193,1327.91
AoSoA-256,95,1.594067,1347.17
AoSoA-256,96,1.588821,1351.62
AoSoA-256,97,1.600981,1341.36
AoSoA-256,98,1.631975,1315.88
AoSoA-256,99,1.595020,1346.37
AoSoA-512,0,1.540899,1393.66
AoSoA-512,1,1.566887,1370.54
AoSoA-512,2,1.580954,1358.35
AoSoA-512,3,1.577139,1361.63
AoSoA-512,4,1.574993,1363.49
AoSoA-512,5,3.917933,548.12
AoSoA-512,6,1.569033,1368.67
AoSoA-512,7,1.561880,1374.94
AoSoA-512,8,1.565218,1372.00
AoSoA-512,9,1.560926,1375.78
AoSoA-512,10,1.577854,1361.02
AoSoA-512,11,1.559973,1376.62
AoSoA-512,12,1.571894,1366.18
AoSoA-512,13,1.688004,1272.20
AoSoA-512,14,1.585960,1354.06
AoSoA-512,15,1.573086,1365.14
AoSoA-512,16,1.610994,1333.02
AoSoA-512,17,1.569033,1368.67
AoSoA-512,18,1.564026,1373.05
AoSoA-512,19,1.550913,1384.66
AoSoA-512,20,1.662016,1292.10
AoSoA-512,21,1.595974,1345.56
AoSoA-512,22,3.374100,636.46
AoSoA-512,23,1.564980,1372.21
AoSoA-512,24,1.568079,1369.50
AoSoA-512,25,1.589060,1351.42
AoSoA-512,26,1.552820,1382.96
AoSoA-512,27,1.559019,1377.46
AoSoA-512,28,1.537085,1397.11
AoSoA-512,29,1.535892,1398.20
AoSoA-512,30,1.544952,1390.00
AoSoA-512,31,1.569033,1368.67
AoSoA-512,32,1.558065,1378.30
AoSoA-512,33,1.554966,1381.05
AoSoA-512,34,1.593828,1347.37
AoSoA-512,35,1.562119,1374.73
AoSoA-512,36,1.561165,1375.56
AoSoA-512,37,1.579046,1359.99
AoSoA-512,38,1.537085,1397.11
AoSoA-512,39,1.552105,1383.59
AoSoA-512,40,1.547098,1388.07
AoSoA-512,41,1.543045,1391.72
AoSoA-512,42,2.665997,805.51
AoSoA-512,43,1.557112,1379.15
AoSoA-512,44,1.558065,1378.30
AoSoA-512,45,1.549959,1385.51
AoSoA-512,46,1.565933,1371.38
AoSoA-512,47,1.559973,1376.62
AoSoA-512,48,1.548052,1387.22
AoSoA-512,49,1.564026,1373.05
AoSoA-512,50,1.552105,1383.59
AoSoA-512,51,1.536846,1397.33
AoSoA-512,52,1.596928,1344.76
AoSoA-512,53,1.533031,1400.81
AoSoA-512,54,1.572132,1365.97
AoSoA-512,55,1.593828,1347.37
AoSoA-512,56,1.568079,1369.50
AoSoA-512,57,1.590014,1350.61
AoSoA-512,58,1.543045,1391.72
AoSoA-512,59,1.554012,1381.90
AoSoA-512,60,1.544952,1390.00
AoSoA-512,61,1.543999,1390.86
AoSoA-512,62,1.554966,1381.05
AoSoA-512,63,1.576185,1362.46
AoSoA-512,64,1.552105,1383.59
AoSoA-512,65,1.575947,1362.66
AoSoA-512,66,1.554012,1381.90
AoSoA-512,67,1.538038,1396.25
AoSoA-512,68,1.540899,1393.66
AoSoA-512,69,1.531839,1401.90
AoSoA-512,70,1.559973,1376.62
AoSoA-512,71,1.512051,1420.25
AoSoA-512,72,1.536131,1397.98
AoSoA-512,73,1.541853,1392.79
AoSoA-512,74,1.523018,1410.02
AoSoA-512,75,1.536846,1397.33
AoSoA-512,76,1.536846,1397.33
AoSoA-512,77,2.782106,771.89
AoSoA-512,78,1.538038,1396.25
AoSoA-512,79,1.547098,1388.07
AoSoA-512,80,1.528978,1404.52
AoSoA-512,81,1.549959,1385.51
AoSoA-512,82,1.541138,1393.44
AoSoA-512,83,1.541138,1393.44
AoSoA-512,84,1.530170,1403.43
AoSoA-512,85,1.518011,1414.67
AoSoA-512,86,1.808882,1187.19
AoSoA-512,87,1.561880,1374.94
AoSoA-512,88,1.549006,1386.36
AoSoA-512,89,1.528025,1405.40
AoSoA-512,90,1.536846,1397.33
AoSoA-512,91,1.557112,1379.15
AoSoA-512,92,7.616043,281.97
AoSoA-512,93,1.562119,1374.73
AoSoA-512,94,1.571894,1366.18
AoSoA-512,95,1.551867,1383.81
AoSoA-512,96,1.534939,1399.07
AoSoA-512,97,1.554966,1381.05
AoSoA-512,98,1.522064,1410.90
AoSoA-512,99,1.551867,1383.81
