device,layout,run,ms,gbps
CPU,AoSoA-32,42,7.878780,545.13
CPU,AoSoA-32,43,8.257151,520.15
CPU,AoSoA-32,44,8.059025,532.94
CPU,AoSoA-32,45,7.748842,554.27
CPU,AoSoA-32,46,7.745028,554.55
CPU,AoSoA-32,47,7.725954,555.91
CPU,AoSoA-32,48,7.748127,554.32
CPU,AoSoA-32,49,9.028912,475.69
CPU,AoSoA-32,50,7.730961,555.55
CPU,AoSoA-32,51,7.713079,556.84
CPU,AoSoA-32,52,7.695913,558.08
CPU,AoSoA-32,53,7.709026,557.13
CPU,AoSoA-32,54,7.703066,557.57
CPU,AoSoA-32,55,12.084961,355.40
CPU,AoSoA-32,56,7.704020,557.50
CPU,AoSoA-32,57,7.722139,556.19
CPU,AoSoA-32,58,7.725000,555.98
CPU,AoSoA-32,59,7.726908,555.85
CPU,AoSoA-32,60,7.745981,554.48
CPU,AoSoA-32,61,9.354115,459.15
CPU,AoSoA-32,62,7.725954,555.91
CPU,AoSoA-32,63,7.704020,557.50
CPU,AoSoA-32,64,8.522034,503.98
CPU,AoSoA-32,65,7.736921,555.13
CPU,AoSoA-32,66,7.728100,555.76
CPU,AoSoA-32,67,7.685900,558.81
CPU,AoSoA-32,68,7.712126,556.91
CPU,AoSoA-32,69,10.897875,394.11
CPU,AoSoA-32,70,7.749081,554.26
CPU,AoSoA-32,71,7.724047,556.05
CPU,AoSoA-32,72,7.720947,556.27
CPU,AoSoA-32,73,7.751942,554.05
CPU,AoSoA-32,74,8.338928,515.05
CPU,AoSoA-32,75,7.734060,555.33
CPU,AoSoA-32,76,7.714987,556.70
CPU,AoSoA-32,77,7.679939,559.24
CPU,AoSoA-32,78,7.719040,556.41
CPU,AoSoA-32,79,8.557081,501.92
CPU,AoSoA-32,80,7.740974,554.84
CPU,AoSoA-32,81,7.764101,553.18
CPU,AoSoA-32,82,7.755041,553.83
CPU,AoSoA-32,83,7.730961,555.55
CPU,AoSoA-32,84,11.031866,389.32
CPU,AoSoA-32,85,7.744074,554.61
CPU,AoSoA-32,86,7.786036,551.62
CPU,AoSoA-32,87,7.935047,541.27
CPU,AoSoA-32,88,7.924795,541.97
CPU,AoSoA-32,89,7.754087,553.90
CPU,AoSoA-32,90,7.761955,553.34
CPU,AoSoA-32,91,7.838011,547.97
CPU,AoSoA-32,92,8.519173,504.15
CPU,AoSoA-32,93,8.096933,530.44
CPU,AoSoA-32,94,7.760048,553.47
CPU,AoSoA-32,95,7.707834,557.22
CPU,AoSoA-32,96,7.791996,551.20
CPU,AoSoA-32,97,7.728100,555.76
CPU,AoSoA-32,98,8.960962,479.30
CPU,AoSoA-32,99,9.232044,465.22
CPU,AoSoA-64,0,8.816004,487.18
CPU,AoSoA-64,1,8.808136,487.61
CPU,AoSoA-64,2,10.876894,394.87
CPU,AoSoA-64,3,8.993149,477.58
CPU,AoSoA-64,4,8.846045,485.52
CPU,AoSoA-64,5,8.790970,488.57
CPU,AoSoA-64,6,8.765936,489.96
CPU,AoSoA-64,7,12.607098,340.68
CPU,AoSoA-64,8,9.585857,448.05
CPU,AoSoA-64,9,8.860111,484.75
CPU,AoSoA-64,10,8.751869,490.75
CPU,AoSoA-64,11,9.263039,463.67
CPU,AoSoA-64,12,8.785009,488.90
CPU,AoSoA-64,13,8.759975,490.29
CPU,AoSoA-64,14,8.741140,491.35
CPU,AoSoA-64,15,10.634899,403.86
CPU,AoSoA-64,16,8.748055,490.96
CPU,AoSoA-64,17,8.755922,490.52
CPU,AoSoA-64,18,11.235952,382.25
CPU,AoSoA-64,19,8.790016,488.62
CPU,AoSoA-64,20,10.532141,407.80
CPU,AoSoA-64,21,8.737803,491.54
CPU,AoSoA-64,22,8.733034,491.81
CPU,AoSoA-64,23,8.754015,490.63
CPU,AoSoA-64,24,9.061098,474.00
CPU,AoSoA-64,25,8.714914,492.83
CPU,AoSoA-64,26,8.747101,491.02
CPU,AoSoA-64,27,9.063959,473.85
CPU,AoSoA-64,28,10.385036,413.57
CPU,AoSoA-64,29,8.770943,489.68
CPU,AoSoA-64,30,8.717060,492.71
CPU,AoSoA-64,31,11.426926,375.86
CPU,AoSoA-64,32,8.781910,489.07
CPU,AoSoA-64,33,10.548115,407.18
CPU,AoSoA-64,34,9.377956,457.99
CPU,AoSoA-64,35,8.737087,491.58
CPU,AoSoA-64,36,8.744001,491.19
CPU,AoSoA-64,37,8.776903,489.35
CPU,AoSoA-64,38,8.717060,492.71
CPU,AoSoA-64,39,8.712053,492.99
CPU,AoSoA-64,40,9.102821,471.83
CPU,AoSoA-64,41,10.238171,419.51
CPU,AoSoA-64,42,8.749008,490.91
CPU,AoSoA-64,43,8.759022,490.35
CPU,AoSoA-64,44,11.355877,378.22
CPU,AoSoA-64,45,8.715153,492.82
CPU,AoSoA-64,46,10.107994,424.91
CPU,AoSoA-64,47,8.731842,491.87
CPU,AoSoA-64,48,8.733034,491.81
CPU,AoSoA-64,49,8.733988,491.75
CPU,AoSoA-64,50,8.768082,489.84
CPU,AoSoA-64,51,8.749008,490.91
CPU,AoSoA-64,52,8.726835,492.16
CPU,AoSoA-64,53,9.090185,472.48
CPU,AoSoA-64,54,10.162830,422.62
CPU,AoSoA-64,55,8.706093,493.33
CPU,AoSoA-64,56,8.753061,490.68
CPU,AoSoA-64,57,11.338949,378.78
CPU,AoSoA-64,58,9.981871,430.28
CPU,AoSoA-64,59,8.768082,489.84
CPU,AoSoA-64,60,8.736134,491.63
CPU,AoSoA-64,61,8.759975,490.29
CPU,AoSoA-64,62,8.738041,491.53
CPU,AoSoA-64,63,8.728981,492.04
CPU,AoSoA-64,64,8.709908,493.11
CPU,AoSoA-64,65,8.728981,492.04
CPU,AoSoA-64,66,8.732080,491.86
CPU,AoSoA-64,67,10.556936,406.84
CPU,AoSoA-64,68,8.799076,488.12
CPU,AoSoA-64,69,8.713007,492.94
CPU,AoSoA-64,70,13.386011,320.85
CPU,AoSoA-64,71,8.728027,492.09
CPU,AoSoA-64,72,9.227037,465.48
CPU,AoSoA-64,73,8.713961,492.88
CPU,AoSoA-64,74,8.667946,495.50
CPU,AoSoA-64,75,8.704901,493.40
CPU,AoSoA-64,76,8.681059,494.75
CPU,AoSoA-64,77,8.830070,486.40
CPU,AoSoA-64,78,8.700848,493.63
CPU,AoSoA-64,79,9.961128,431.17
CPU,AoSoA-64,80,8.749008,490.91
CPU,AoSoA-64,81,9.222031,465.73
CPU,AoSoA-64,82,8.754015,490.63
CPU,AoSoA-64,83,13.576031,316.36
CPU,AoSoA-64,84,8.730888,491.93
CPU,AoSoA-64,85,8.723974,492.32
CPU,AoSoA-64,86,8.741140,491.35
CPU,AoSoA-64,87,8.701801,493.57
CPU,AoSoA-64,88,8.723974,492.32
CPU,AoSoA-64,89,8.676052,495.04
CPU,AoSoA-64,90,9.236097,465.02
CPU,AoSoA-64,91,8.729935,491.98
CPU,AoSoA-64,92,10.136127,423.73
CPU,AoSoA-64,93,8.732796,491.82
CPU,AoSoA-64,94,8.707047,493.27
CPU,AoSoA-64,95,9.340048,459.84
CPU,AoSoA-64,96,13.298988,322.95
CPU,AoSoA-64,97,9.113073,471.30
CPU,AoSoA-64,98,10.046959,427.49
CPU,AoSoA-64,99,8.913994,481.82
