naive,16384,32,8,1,8,32,1,0,0.004352608,493.379,2.199023e+12
naive,16384,32,8,1,8,32,1,1,0.004354464,493.168,2.199023e+12
naive,16384,32,8,1,8,32,1,2,0.004354464,493.168,2.199023e+12
naive,16384,32,8,1,8,32,1,3,0.004354528,493.161,2.199023e+12
naive,16384,32,8,1,8,32,1,4,0.004355680,493.031,2.199023e+12
naive,16384,32,8,1,8,32,1,5,0.004355776,493.020,2.199023e+12
naive,16384,32,8,1,8,32,1,6,0.004358944,492.661,2.199023e+12
naive,16384,32,8,1,8,32,1,7,0.004361696,492.351,2.199023e+12
naive,16384,32,8,1,8,32,1,8,0.004365280,491.946,2.199023e+12
naive,16384,32,8,1,8,32,1,9,0.004366848,491.770,2.199023e+12
naive,16384,32,8,1,8,32,1,10,0.004367360,491.712,2.199023e+12
naive,16384,32,8,1,8,32,1,11,0.004367392,491.708,2.199023e+12
naive,16384,32,8,1,8,32,1,12,0.004367456,491.701,2.199023e+12
naive,16384,32,8,1,8,32,1,13,0.004367712,491.672,2.199023e+12
naive,16384,32,8,1,8,32,1,14,0.004368672,491.564,2.199023e+12
naive,16384,32,8,1,8,32,1,15,0.004368800,491.550,2.199023e+12
naive,16384,32,8,1,8,32,1,16,0.004369376,491.485,2.199023e+12
naive,16384,32,8,1,8,32,1,17,0.004369728,491.446,2.199023e+12
naive,16384,32,8,1,8,32,1,18,0.004369920,491.424,2.199023e+12
naive,16384,32,8,1,8,32,1,19,0.004371424,491.255,2.199023e+12
naive,16384,32,8,1,8,32,1,20,0.004371488,491.248,2.199023e+12
naive,16384,32,8,1,8,32,1,21,0.004371488,491.248,2.199023e+12
naive,16384,32,8,1,8,32,1,22,0.004372000,491.190,2.199023e+12
naive,16384,32,8,1,8,32,1,23,0.004372736,491.108,2.199023e+12
naive,16384,32,8,1,8,32,1,24,0.004372736,491.108,2.199023e+12
naive,16384,32,8,1,8,32,1,25,0.004373280,491.046,2.199023e+12
naive,16384,32,8,1,8,32,1,26,0.004373696,491.000,2.199023e+12
naive,16384,32,8,1,8,32,1,27,0.004373920,490.975,2.199023e+12
naive,16384,32,8,1,8,32,1,28,0.004374208,490.942,2.199023e+12
naive,16384,32,8,1,8,32,1,29,0.004375072,490.845,2.199023e+12
naive,16384,32,8,1,8,32,1,30,0.004375360,490.813,2.199023e+12
