variant,N,TB,SB,MT,threads,med_time_ms,std_time_ms,p5_time_ms,p95_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw,status
blk_aligned_mt_c2_nd,16384,64,32,16,288,3.2361,1.4692,3.1597,7.7240,221.1,663.6,683.2,134.2,PASS
hptt_patient_blk,16384,0,32,0,288,3.2359,0.9343,2.8194,4.2997,252.6,663.6,794.8,134.2,PASS
hptt_blk,16384,0,512,0,288,3.2785,0.9365,3.1299,5.6692,235.1,655.0,695.4,132.4,PASS
locbuf_blk_mt_c2_nd,16384,64,128,8,288,3.2920,1.1756,3.2461,5.0272,220.1,652.3,665.7,131.9,PASS
locbuf_blk_mt_c2_nd,16384,64,8,4,288,3.3365,1.0265,3.0444,5.1219,242.3,643.6,846.5,130.1,PASS
blk_aligned_mt_c2_nd,16384,64,32,8,288,3.3410,1.1252,3.1986,5.2168,223.8,642.8,680.0,130.0,PASS
blk_aligned_mt_c2_nd,16384,64,64,16,288,3.3410,1.1211,3.2848,4.9621,215.1,642.8,657.3,130.0,PASS
blk_aligned_mt_c2_nd,16384,64,64,8,288,3.3580,1.0400,3.2619,5.1910,224.6,639.5,671.9,129.3,PASS
blk_aligned_mt_c2_nd,16384,64,128,8,288,3.3596,0.9847,3.2879,4.9368,242.3,639.2,656.5,129.2,PASS
locbuf_blk_mt_c2_nd,16384,64,128,4,288,3.4075,1.2755,3.3340,5.2167,216.4,630.2,648.4,127.4,PASS
blk_aligned_mt_c2_nd,16384,64,128,16,288,3.4161,0.9450,3.3527,5.2715,251.2,628.6,645.7,127.1,PASS
locbuf_blk_mt_c2_nd,16384,64,64,8,288,3.4885,0.9374,3.3791,5.4176,243.9,615.6,651.8,124.5,PASS
hptt_patient_blk,16384,0,512,0,288,3.4934,0.5612,3.1431,5.1042,362.8,614.7,703.2,124.3,PASS
blk_aligned_mt_c2_nd,16384,64,256,32,288,3.5086,0.9681,3.4689,4.9742,231.0,612.1,623.0,123.8,PASS
blk_aligned_mt_c2_nd,16384,64,32,4,288,3.5399,4.8026,3.2620,7.4035,42.7,606.7,664.4,122.7,PASS
locbuf_blk_mt_nd,16384,64,32,32,288,3.5505,0.5527,3.4111,4.5697,313.1,604.8,638.4,122.3,PASS
locbuf_blk_mt_c2_nd,16384,64,32,4,288,3.5510,1.1202,3.3048,5.2841,215.4,604.8,658.1,122.3,PASS
locbuf_blk_nd,16384,64,32,8,288,3.5546,1.0654,3.4095,3.9349,211.6,604.1,644.1,122.1,PASS
blk_aligned_mt_c2_nd,16384,64,64,32,288,3.5576,1.0935,3.4472,5.0772,224.5,603.6,655.5,122.0,PASS
locbuf_blk_mt_nd,16384,64,32,16,288,3.5604,0.5355,3.4083,4.8791,330.9,603.2,646.0,121.9,PASS
locbuf_blk_mt_c2_nd,16384,64,256,8,288,3.5611,1.2247,3.4667,5.3681,223.7,603.0,624.4,121.9,PASS
blk_aligned_mt_c2_nd,16384,64,256,4,288,3.5861,4.1917,3.5385,6.3952,64.6,598.8,625.5,121.1,PASS
blk_aligned_mt_c2_nd,16384,64,16,4,288,3.6209,1.2170,3.4722,5.9738,210.0,593.1,639.4,119.9,PASS
hptt_blk,16384,0,32,0,288,3.6480,0.9721,3.4788,5.0089,231.2,588.7,623.4,119.0,PASS
blk_aligned_c2_nd,16384,64,128,8,288,3.6495,1.2840,3.5484,5.6332,206.5,588.4,614.4,119.0,PASS
blk_aligned_c2_nd,16384,64,256,8,288,3.6609,1.3393,3.6127,5.7138,202.3,586.6,613.8,118.6,PASS
blk_tiled_c2_nd,16384,64,64,8,288,3.6621,1.2380,3.4678,5.4991,219.0,586.4,650.7,118.6,PASS
blk_aligned_c2_nd,16384,64,64,8,288,3.6786,1.0959,3.5619,5.5707,220.7,583.8,631.2,118.0,PASS
locbuf_blk_mt_c2_nd,16384,64,64,4,288,3.6786,1.0080,3.5830,5.2069,213.8,583.8,636.9,118.0,PASS
locbuf_blk_mt_c2_nd,16384,64,64,16,288,3.7279,1.1718,3.6788,5.8784,209.3,576.1,586.9,116.5,PASS
blk_aligned_mt_c2_nd,16384,64,128,4,288,3.7585,1.0788,3.6286,5.2647,209.6,571.4,607.5,115.5,PASS
locbuf_blk_mt_c2_nd,16384,64,256,4,288,3.7630,1.0787,3.7000,5.2655,219.4,570.7,584.2,115.4,PASS
blk_aligned_mt_c2_nd,16384,64,64,4,288,3.7775,0.8208,3.5889,5.1810,243.5,568.5,613.2,114.9,PASS
locbuf_blk_mt_nd,16384,64,8,4,288,3.7891,0.9109,3.4755,5.1322,235.1,566.8,631.6,114.6,PASS
blk_aligned_mt_c2_nd,16384,64,256,8,288,3.8199,0.9565,3.7679,5.1606,232.2,562.2,573.7,113.7,PASS
hptt_blk,16384,0,16,0,288,3.8269,1.0944,3.7459,4.8336,210.6,561.2,578.2,113.5,PASS
blk_tiled_c2_nd,16384,64,32,8,288,3.8475,1.0352,3.5951,4.9086,218.9,558.2,622.8,112.8,PASS
locbuf_blk_mt_c2_nd,16384,64,32,8,288,3.8539,1.2292,3.4265,6.3499,222.2,557.2,651.0,112.7,PASS
blk_tiled_c2_nd,16384,64,128,8,288,3.8669,1.0955,3.7589,5.6310,214.9,555.3,579.8,112.3,PASS
blk_aligned_mt_c2_nd,16384,64,256,16,288,3.8714,1.0650,3.8058,5.6710,233.9,554.7,566.5,112.2,PASS
blk_aligned_mt_c2_nd,16384,64,32,32,288,3.9005,1.2247,3.4660,5.7350,216.3,550.6,657.1,111.3,PASS
blk_aligned_c2_nd,16384,64,32,8,288,3.9082,1.0140,3.4927,5.4637,223.6,549.5,659.3,111.1,PASS
locbuf_blk_nd,16384,64,64,8,288,3.9179,1.1118,3.7570,5.2835,199.0,548.1,592.4,110.8,PASS
locbuf_blk_mt_nd,16384,64,64,32,288,3.9589,0.8172,3.7514,5.9566,270.0,542.4,587.2,109.7,PASS
blk_tiled_c2_nd,16384,64,16,8,288,4.0281,1.2194,3.8236,5.1795,207.7,533.1,569.3,107.8,PASS
blk_tiled_c2_nd,16384,64,256,8,288,4.0660,1.1707,3.7268,6.2065,205.2,528.2,590.6,106.8,PASS
blk_tiled_c2_nd,16384,64,512,8,288,4.2325,3.4230,4.0869,9.8132,73.5,507.4,529.7,102.6,PASS
locbuf_blk_mt_c2_nd,16384,64,128,16,288,4.2360,1.3434,4.1119,6.5887,203.5,507.0,527.1,102.5,PASS
blk_aligned_c2_nd,16384,64,512,8,288,4.3964,1.2706,4.3536,6.3167,200.2,488.5,504.9,98.8,PASS
locbuf_blk_mt_c2_nd,16384,64,512,8,288,4.3961,0.9573,4.3088,6.2541,204.8,488.5,504.7,98.8,PASS
blk_tiled_c2_nd,16384,64,8,8,288,4.4265,1.3108,4.3301,5.9781,188.6,485.1,503.2,98.1,PASS
blk_aligned_mt_c2_nd,16384,64,16,16,288,4.4479,1.3293,4.2577,6.7445,195.9,482.8,518.1,97.6,PASS
blk_aligned_c2_nd,16384,64,16,8,288,4.5179,1.3404,4.2841,6.8942,196.7,475.3,507.6,96.1,PASS
blk_aligned_mt_c2_nd,16384,64,512,4,288,4.6295,0.9550,4.5908,5.4570,219.7,463.9,480.0,93.8,PASS
locbuf_blk_mt_c2_nd,16384,64,16,8,288,4.6364,1.3675,4.3884,7.0383,191.5,463.2,494.6,93.6,PASS
locbuf_blk_mt_c2_nd,16384,64,16,4,288,4.6874,1.4677,4.4750,7.6027,188.6,458.1,488.2,92.6,PASS
locbuf_c2_nd,16384,64,32,8,288,4.7290,0.6431,4.6081,5.7485,243.7,454.1,467.8,91.8,PASS
locbuf_blk_mt_c2_nd,16384,64,512,4,288,4.7796,1.1002,4.6988,7.1488,209.7,449.3,459.5,90.8,PASS
blk_aligned_mt_c2_nd,16384,64,512,32,288,4.8710,1.0413,4.8377,6.1660,218.7,440.9,445.7,89.1,PASS
locbuf_blk_mt_c2_nd,16384,64,512,16,288,4.9220,1.0189,4.7779,5.8293,207.2,436.3,460.0,88.2,PASS
blk_aligned_mt_c2_nd,16384,64,512,16,288,4.9450,0.9869,4.8497,7.0421,221.4,434.3,444.3,87.8,PASS
blk_aligned_mt_c2_nd,16384,64,512,8,288,4.9806,0.9199,4.9399,6.7799,209.7,431.2,442.8,87.2,PASS
locbuf_c2_nd,16384,32,32,8,288,4.9831,0.8907,4.8897,6.4691,226.6,431.0,440.0,87.1,PASS
locbuf_c2_nd,16384,128,32,8,288,5.0924,0.6553,4.9556,6.8519,239.7,421.7,438.0,85.3,PASS
locbuf_c2_nd,16384,16,32,8,288,5.3658,0.7259,5.2593,7.0792,220.4,400.2,410.7,80.9,PASS
blk_aligned_mt_c2_nd,16384,64,16,8,288,5.4420,1.3427,4.9576,7.4901,183.0,394.6,465.4,79.8,PASS
locbuf_nd,16384,32,32,8,288,5.4500,0.4218,5.3324,5.7189,251.3,394.0,405.0,79.7,PASS
locbuf_blk_mt_c2,16384,64,32,16,288,5.5935,0.6186,5.4011,6.9855,218.2,383.9,398.5,77.6,PASS
locbuf_nd,16384,64,32,8,288,5.7055,0.3975,5.5458,6.1620,255.6,376.4,390.8,76.1,PASS
locbuf_nd,16384,16,32,8,288,5.9580,0.5057,5.8651,7.0829,242.7,360.4,368.6,72.9,PASS
locbuf_blk_mt_c2_nd,16384,64,256,16,288,6.2081,2.8494,6.0879,11.5385,70.8,345.9,354.1,69.9,PASS
locbuf_blk_mt_c2,16384,64,16,16,288,6.2610,0.5246,6.1549,7.0253,215.9,343.0,352.3,69.3,PASS
locbuf_blk_mt_c2,16384,64,8,4,288,6.2971,0.9846,6.0470,9.2521,199.2,341.0,365.8,68.9,PASS
locbuf_c2,16384,16,32,8,288,6.3875,0.3893,6.1312,7.1770,266.0,336.2,354.2,68.0,PASS
blk_aligned_mt_nd,16384,64,16,4,288,6.3879,1.4705,6.2684,11.5637,166.2,336.2,353.1,68.0,PASS
locbuf_c2,16384,32,32,8,288,6.5050,1.6995,6.3826,7.4963,92.7,330.1,338.5,66.7,PASS
locbuf_2buf_c2_nd,16384,128,32,8,288,6.5324,0.5563,6.4759,8.1288,236.6,328.7,332.5,66.5,PASS
locbuf_blk_mt_c2,16384,64,32,32,288,6.5665,0.4721,6.4560,7.6065,230.8,327.0,334.6,66.1,PASS
blk_tiled_nd,16384,64,16,8,288,6.5919,0.9510,6.4586,10.0982,205.2,325.8,337.0,65.9,PASS
locbuf_blk_c2,16384,64,256,8,288,6.5991,0.8121,6.3220,8.5854,203.7,325.4,345.0,65.8,PASS
locbuf_2buf_c2_nd,16384,64,32,8,288,6.6741,0.8896,6.6140,9.1485,198.6,321.8,333.3,65.1,PASS
blk_aligned_mt_nd,16384,64,32,4,288,6.6915,1.4393,6.5354,12.0351,161.1,320.9,339.4,64.9,PASS
locbuf_2buf_c2_nd,16384,32,32,8,288,6.7351,1.8204,6.5935,8.4893,88.4,318.9,332.2,64.5,PASS
blk_tiled_nd,16384,64,128,8,288,6.7539,1.2082,6.6683,9.7673,166.6,318.0,325.8,64.3,PASS
blk_tiled_nd,16384,64,32,8,288,6.8231,0.8740,6.7592,9.8025,202.5,314.7,327.1,63.6,PASS
blk_tiled_nd,16384,64,256,8,288,6.8364,1.3619,6.7619,10.5899,163.4,314.1,327.8,63.5,PASS
rm_blk_mt_c2_nd,16384,64,128,4,288,6.8401,0.7025,6.7791,8.9041,204.2,314.0,327.0,63.5,PASS
locbuf_blk_mt,16384,64,256,32,288,6.8729,1.4982,6.7488,12.5784,159.9,312.5,319.1,63.2,PASS
blk_tiled_nd,16384,64,8,8,288,6.8775,3.8431,6.6195,10.3527,48.9,312.2,328.6,63.1,PASS
blk_tiled_nd,16384,64,512,8,288,6.8940,1.4326,6.7969,12.4046,163.7,311.5,321.1,63.0,PASS
blk_aligned_mt_nd,16384,64,32,16,288,6.9044,1.3083,6.8198,11.4783,165.6,311.0,317.0,62.9,PASS
rm_blk_mt_c2_nd,16384,64,128,8,288,6.9244,0.7083,6.8519,8.4657,196.4,310.1,317.8,62.7,PASS
locbuf,16384,32,32,8,288,6.9325,1.0206,6.7969,10.6483,182.0,309.8,321.4,62.6,PASS
blk_aligned_mt_c2,16384,64,256,32,288,6.9649,0.6084,6.8808,9.1276,229.7,308.3,319.0,62.3,PASS
locbuf_2buf_c2_nd,16384,16,32,8,288,6.9644,4.0504,6.8387,8.5611,58.9,308.3,316.2,62.3,PASS
blk_aligned_mt_nd,16384,64,64,16,288,6.9674,1.0803,6.7160,10.9589,182.8,308.2,325.6,62.3,PASS
rm_blk_mt_c2_nd,16384,64,128,16,288,6.9685,4.0690,6.9050,8.5126,56.9,308.2,311.6,62.3,PASS
locbuf_blk_mt_nd,16384,64,64,16,288,6.9690,1.0373,6.8331,10.2998,194.5,308.1,319.3,62.3,PASS
locbuf_blk,16384,64,256,8,288,6.9776,2.8523,6.8305,10.0371,74.3,307.8,316.7,62.2,PASS
blk_aligned_mt_nd,16384,64,64,32,288,6.9900,1.1257,6.8492,11.0370,170.9,307.2,326.0,62.1,PASS
locbuf_blk_mt_nd,16384,64,64,4,288,6.9954,1.0376,6.6842,10.5554,187.4,307.0,326.9,62.1,PASS
locbuf_blk_mt_nd,16384,64,32,4,288,7.0014,1.4790,6.7273,12.3915,162.0,306.7,350.7,62.0,PASS
blk_aligned_mt_nd,16384,64,64,8,288,7.0126,1.3425,6.8665,11.5461,168.7,306.2,317.8,61.9,PASS
locbuf_blk_mt_nd,16384,64,32,8,288,7.0189,1.2184,6.8495,10.4061,165.2,306.0,315.7,61.9,PASS
blk_aligned_mt_c2,16384,64,128,16,288,7.0215,0.3510,6.8568,7.3618,221.4,305.8,318.3,61.8,PASS
blk_aligned_nd,16384,64,32,8,288,7.0676,2.4799,6.9100,10.9313,73.0,303.9,316.6,61.4,PASS
blk_aligned_mt_nd,16384,64,32,8,288,7.0881,3.5742,6.9821,12.3308,64.0,303.0,308.7,61.3,PASS
locbuf_blk_mt_nd,16384,64,128,32,288,7.0930,0.3791,6.9560,7.7510,224.2,302.8,313.6,61.2,PASS
locbuf_blk_mt_nd,16384,64,64,8,288,7.0950,3.7440,6.9551,10.2850,64.3,302.7,316.5,61.2,PASS
locbuf_blk_nd,16384,64,128,8,288,7.1070,0.8448,6.8596,9.4709,189.3,302.2,314.8,61.1,PASS
rm_blk_c2_nd,16384,64,64,8,288,7.1090,0.6938,7.0180,8.7312,202.7,302.1,315.8,61.1,PASS
blk_aligned_mt_nd,16384,64,32,32,288,7.1111,1.0918,6.9580,10.8405,173.5,302.0,313.3,61.1,PASS
locbuf_blk_c2,16384,64,16,8,288,7.1150,3.8881,6.8483,9.2044,57.0,301.8,320.7,61.0,PASS
blk_aligned_mt_nd,16384,64,64,4,288,7.1214,1.1864,6.9224,11.1842,178.7,301.6,316.9,61.0,PASS
locbuf_blk,16384,64,16,8,288,7.1220,0.2746,6.9980,7.3878,244.2,301.5,309.9,61.0,PASS
locbuf_blk_mt_nd,16384,64,16,4,288,7.1216,1.7046,6.9069,12.8008,142.1,301.5,314.9,61.0,PASS
locbuf_blk_mt_nd,16384,64,16,8,288,7.1371,1.4099,6.9533,12.0235,165.1,300.9,313.1,60.8,PASS
blk_tiled_nd,16384,64,64,8,288,7.1745,0.9412,6.9606,10.1862,192.0,299.3,319.7,60.5,PASS
locbuf_blk,16384,64,32,8,288,7.1914,3.9428,7.0141,11.2845,59.5,298.6,313.1,60.4,PASS
blk_aligned_nd,16384,64,64,8,288,7.2165,3.5793,7.0547,12.8293,73.8,297.6,310.8,60.2,PASS
blk_aligned_mt_c2,16384,64,64,8,288,7.2224,0.8681,7.0675,9.5522,182.2,297.3,308.1,60.1,PASS
locbuf_blk_c2,16384,64,32,8,288,7.3254,0.7981,7.1420,10.0364,194.6,293.2,305.7,59.3,PASS
rm_blk_mt_c2_nd,16384,64,32,16,288,7.3426,10.8650,7.2613,10.1319,19.2,292.5,297.5,59.1,PASS
locbuf_2buf_nd,16384,64,32,8,288,7.3994,0.2387,7.3348,7.6098,239.9,290.2,293.6,58.7,PASS
locbuf_blk_c2,16384,64,64,8,288,7.4520,0.2944,7.4019,7.7597,222.0,288.2,290.8,58.3,PASS
locbuf_blk_c2,16384,64,128,8,288,7.4530,0.4305,7.3730,8.1809,213.1,288.1,292.4,58.3,PASS
locbuf,16384,64,32,8,288,7.4869,3.7145,7.0912,8.2286,52.2,286.8,314.4,58.0,PASS
rm_blk_mt_c2_nd,16384,64,128,32,288,7.4891,10.1945,7.3859,8.5174,19.5,286.7,297.9,58.0,PASS
locbuf_blk,16384,64,8,8,288,7.5370,0.6330,7.3422,8.8276,188.3,284.9,296.6,57.6,PASS
locbuf_2buf_nd,16384,32,32,8,288,7.5380,3.7086,7.4506,8.5321,58.7,284.9,289.3,57.6,PASS
rm_blk_mt_c2_nd,16384,64,256,4,288,7.5409,0.5733,7.4718,8.5636,191.2,284.8,296.2,57.6,PASS
locbuf_blk_mt_c2,16384,64,256,32,288,7.5805,0.5535,7.2613,8.0815,174.8,283.3,299.2,57.3,PASS
rm_blk_mt_c2_nd,16384,64,256,8,288,7.5790,0.3950,7.5090,8.5021,209.4,283.3,290.0,57.3,PASS
rm_blk_mt_c2_nd,16384,64,256,16,288,7.5924,0.8792,7.5329,9.9566,174.9,282.8,291.7,57.2,PASS
locbuf_c2,16384,64,32,8,288,7.5965,0.4499,7.4265,8.3264,210.0,282.7,291.7,57.2,PASS
locbuf_blk_mt,16384,64,8,8,288,7.5960,0.9155,7.3730,10.1217,177.5,282.7,294.9,57.2,PASS
locbuf_blk_mt,16384,64,32,16,288,7.6530,0.2909,7.5307,7.8783,230.9,280.6,289.3,56.7,PASS
rm_blk_mt_c2_nd,16384,64,256,32,288,7.6675,1.6755,7.6141,10.8130,96.5,280.1,283.1,56.6,PASS
rm_blk_mt_c2_nd,16384,64,16,8,288,7.6860,0.9843,7.6356,10.9541,189.2,279.4,282.1,56.5,PASS
rm_blk_mt_c2_nd,16384,64,16,16,288,7.7335,0.8127,7.6499,9.5893,173.4,277.7,281.5,56.1,PASS
rm_blk_mt_c2_nd,16384,64,32,8,288,7.7370,4.0572,7.6689,10.0302,54.5,277.6,283.2,56.1,PASS
rm_blk_mt_c2_nd,16384,64,32,4,288,7.7410,0.4691,7.6687,9.0218,215.0,277.4,280.8,56.1,PASS
rm_blk_mt_c2_nd,16384,64,16,4,288,7.7906,1.3889,7.6907,9.6526,106.4,275.7,285.8,55.7,PASS
rm_blk_nd,16384,64,16,8,288,7.8191,0.7409,7.7559,10.2032,181.3,274.6,277.4,55.5,PASS
rm_blk_mt_nd,16384,64,64,16,288,7.8471,0.8812,7.7959,9.9327,167.3,273.7,275.7,55.3,PASS
rm_blk_mt_c2_nd,16384,64,64,4,288,7.8511,4.2910,7.7647,9.1927,50.0,273.5,277.2,55.3,PASS
blk_aligned_mt_nd,16384,64,16,16,288,7.9050,1.2608,7.6763,10.7961,154.6,271.7,290.2,54.9,PASS
rm_blk_mt_c2_nd,16384,64,32,32,288,7.9035,0.8154,7.8518,9.7825,180.8,271.7,274.8,54.9,PASS
rm_blk_mt_c2_nd,16384,64,64,8,288,7.9199,10.3006,7.7700,9.1316,19.3,271.1,284.2,54.8,PASS
rm_blk_c2_nd,16384,64,256,8,288,7.9266,0.7768,7.8665,9.8835,176.4,270.9,283.0,54.8,PASS
rm_blk_c2_nd,16384,64,16,8,288,7.9325,0.6304,7.8437,9.0711,187.7,270.7,279.5,54.7,PASS
blk_aligned_nd,16384,64,16,8,288,7.9526,1.3937,7.6698,12.6492,157.5,270.0,304.1,54.6,PASS
rm_blk_c2_nd,16384,64,32,8,288,7.9715,0.7278,7.9158,9.7084,185.3,269.4,271.9,54.5,PASS
rm_blk_mt_c2_nd,16384,64,64,16,288,7.9730,0.7820,7.9078,9.9622,174.3,269.3,282.8,54.5,PASS
tiled_c2_nd,16384,16,32,8,288,7.9910,0.7697,7.9140,9.6710,174.4,268.7,275.1,54.3,PASS
locbuf_blk_c2,16384,64,8,8,288,7.9999,1.0959,7.7693,11.4330,162.9,268.4,282.4,54.3,PASS
tiled_c2,16384,64,32,8,288,8.0069,4.1087,7.9578,9.8595,56.4,268.2,271.2,54.2,PASS
rm_blk_c2_nd,16384,64,128,8,288,8.0520,0.5731,7.9585,9.5264,198.8,266.7,270.9,53.9,PASS
locbuf_blk_mt,16384,64,16,16,288,8.0544,0.8933,7.8305,10.2537,171.4,266.6,278.9,53.9,PASS
rm_blk_mt_c2,16384,64,16,16,288,8.0584,0.8017,7.9708,10.2671,173.0,266.5,271.1,53.9,PASS
tiled_c2_nd,16384,128,32,8,288,8.0845,0.7876,8.0210,10.9205,189.5,265.6,276.1,53.7,PASS
locbuf_blk_mt,16384,64,512,32,288,8.0941,1.5567,8.0359,13.7796,147.9,265.3,268.0,53.6,PASS
rm_blk_mt_nd,16384,64,64,8,288,8.1019,0.7083,8.0438,9.4888,178.8,265.1,271.0,53.6,PASS
locbuf_blk_mt,16384,64,8,4,288,8.1249,1.1704,7.9937,12.3685,164.5,264.3,270.7,53.4,PASS
tiled_c2_nd,16384,32,32,8,288,8.1725,10.2960,7.9940,9.5226,19.2,262.8,269.8,53.1,PASS
locbuf_2buf_c2,16384,64,32,8,288,8.2049,0.4569,8.1259,9.4539,194.0,261.7,264.8,52.9,PASS
rm_blk_c2_nd,16384,64,512,8,288,8.2176,10.3209,8.1490,10.2391,19.1,261.3,265.5,52.8,PASS
rm_blk_mt_c2_nd,16384,64,512,32,288,8.2674,0.6465,8.2088,9.4410,182.7,259.8,264.3,52.5,PASS
rm_blk_mt_c2_nd,16384,64,512,16,288,8.2810,0.9909,8.2328,10.9207,166.6,259.3,268.3,52.4,PASS
rm_blk_mt_nd,16384,64,64,32,288,8.3104,0.7609,8.1780,10.6721,174.3,258.4,264.1,52.2,PASS
rm_blk_nd,16384,64,32,8,288,8.3219,0.4904,8.2270,9.8810,194.5,258.1,262.2,52.2,PASS
rm_blk_mt_c2_nd,16384,64,64,32,288,8.3210,4.2835,8.1091,10.5571,52.4,258.1,265.5,52.2,PASS
tiled_c2_nd,16384,64,32,8,288,8.3226,0.6898,8.2659,9.4133,162.4,258.0,260.4,52.2,PASS
rm_blk_mt_nd,16384,64,64,4,288,8.3320,0.7641,8.2700,10.6721,174.6,257.7,264.9,52.1,PASS
locbuf_blk_mt_c2,16384,64,256,16,288,8.3420,0.8476,8.1967,10.7623,169.9,257.4,267.9,52.0,PASS
blk_aligned_mt_nd,16384,64,16,8,288,8.3619,3.8322,7.6675,14.1798,61.5,256.8,294.8,51.9,PASS
locbuf_2buf_c2,16384,128,32,8,288,8.3776,0.4175,8.2688,9.6508,208.0,256.3,262.4,51.8,PASS
blk_tiled,16384,64,64,8,288,8.4065,0.7538,8.1370,10.6285,196.4,255.5,265.9,51.6,PASS
blk_aligned_c2_nd,16384,64,8,8,288,8.4455,1.6034,7.9284,14.0373,146.7,254.3,278.5,51.4,PASS
locbuf_blk_mt_c2,16384,64,64,32,288,8.4550,0.3196,8.3678,9.1195,204.1,254.0,258.0,51.4,PASS
rm_blk_mt_nd,16384,64,32,8,288,8.4605,0.5155,8.4090,9.2944,175.9,253.8,256.0,51.3,PASS
rm_blk_mt_c2,16384,64,64,8,288,8.4676,0.9597,8.3745,10.9148,164.6,253.6,257.1,51.3,PASS
rm_blk_mt_nd,16384,64,32,4,288,8.4821,0.8491,8.4334,11.3422,181.5,253.2,264.0,51.2,PASS
locbuf_2buf_nd,16384,16,32,8,288,8.4946,0.2577,8.4020,9.0943,213.8,252.8,258.6,51.1,PASS
rm_blk_nd,16384,64,64,8,288,8.4975,0.7290,8.4164,9.7067,172.9,252.7,259.8,51.1,PASS
locbuf_blk_mt_c2,16384,64,8,8,288,8.5040,0.4953,8.2983,9.2808,187.1,252.5,263.9,51.1,PASS
rm_blk_mt_nd,16384,64,16,4,288,8.5109,0.1437,8.4481,8.7278,226.1,252.3,257.0,51.0,PASS
tiled_c2,16384,32,32,8,288,8.5160,1.7351,8.2238,10.0679,86.1,252.2,263.2,51.0,PASS
blk_tiled,16384,64,128,8,288,8.5189,5.8775,8.3350,13.1942,34.9,252.1,258.7,51.0,PASS
