variant,N,TB,SB,MT,threads,med_time_ms,std_time_ms,p5_time_ms,p95_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw,status
blk_aligned_mt_c2_nd,16384,64,8,4,288,8.5180,1.5820,8.0077,14.3450,143.1,252.1,271.3,51.0,PASS
blk_aligned_c2,16384,64,64,8,288,8.5355,0.6193,8.4284,9.9714,178.5,251.6,256.5,50.9,PASS
locbuf_blk_mt,16384,64,128,32,288,8.5361,2.4792,8.3841,12.6280,84.1,251.6,259.7,50.9,PASS
locbuf_blk_c2,16384,64,512,8,288,8.5684,0.7986,8.2971,10.7855,172.2,250.6,263.9,50.7,PASS
rm_blk_mt_c2_nd,16384,64,512,4,288,8.5685,0.4366,8.5149,9.2599,183.6,250.6,256.7,50.7,PASS
rm_blk_mt_c2_nd,16384,64,512,8,288,8.5900,2.5965,8.5329,9.5970,77.5,250.0,256.5,50.5,PASS
rm_blk_mt_nd,16384,64,16,8,288,8.5940,3.7375,8.5160,9.1992,59.8,249.9,254.0,50.5,PASS
rm_blk_mt_nd,16384,64,32,16,288,8.6045,0.8341,8.5379,10.1233,163.3,249.6,254.0,50.5,PASS
blk_aligned_mt_c2_nd,16384,64,8,8,288,8.6235,1.6172,8.1384,13.9202,140.6,249.0,273.9,50.3,PASS
tiled_nd,16384,16,32,8,288,8.6685,3.7491,8.5938,11.6362,60.0,247.7,251.2,50.1,PASS
locbuf_c2,16384,128,32,8,288,8.6845,0.4434,8.5771,9.3325,178.3,247.3,253.0,50.0,PASS
rm_blk_mt_nd,16384,64,16,16,288,8.7115,0.8965,8.6450,9.8639,131.7,246.5,250.9,49.8,PASS
rm_blk_mt_nd,16384,64,32,32,288,8.7929,0.8207,8.6938,10.6843,167.2,244.2,248.3,49.4,PASS
locbuf_2buf_c2,16384,16,32,8,288,8.8373,0.8502,8.6808,10.6809,152.7,243.0,250.8,49.1,PASS
locbuf_blk_mt_c2,16384,64,128,32,288,8.8534,0.4764,8.6734,10.1517,191.8,242.6,248.6,49.0,PASS
blk_aligned_mt_c2,16384,64,32,4,288,8.8711,1.2556,8.7128,13.2689,154.3,242.1,247.8,48.9,PASS
tiled_nd,16384,32,32,8,288,8.9016,0.5741,8.7959,10.3083,181.8,241.2,245.2,48.8,PASS
locbuf_blk_mt,16384,64,32,32,288,8.9985,0.2501,8.6795,9.4379,220.5,238.6,252.8,48.3,PASS
rm_blk_c2,16384,64,64,8,288,9.0024,0.3827,8.9530,9.8502,180.6,238.5,241.0,48.2,PASS
locbuf,16384,128,32,8,288,9.0070,0.2861,8.7718,9.5928,203.6,238.4,246.3,48.2,PASS
blk_aligned_mt_c2,16384,64,64,16,288,9.0436,0.2761,8.9627,9.5976,190.0,237.5,240.5,48.0,PASS
locbuf_blk_mt_c2,16384,64,512,32,288,9.0475,0.4109,8.9168,10.0952,196.9,237.4,244.0,48.0,PASS
blk_tiled_c2,16384,64,64,8,288,9.0704,0.5100,8.9977,10.0751,174.6,236.8,239.2,47.9,PASS
locbuf_blk_mt,16384,64,64,32,288,9.0690,0.1419,9.0043,9.2162,215.1,236.8,246.6,47.9,PASS
blk_aligned_mt_c2,16384,64,256,8,288,9.1314,0.4639,9.0821,9.6503,169.6,235.2,237.0,47.5,PASS
blk_aligned_mt_c2,16384,64,128,4,288,9.1655,0.4638,9.1099,9.5756,159.3,234.3,236.5,47.4,PASS
blk_aligned_mt_c2,16384,64,256,16,288,9.1884,0.7366,9.1531,11.3812,171.8,233.7,235.2,47.3,PASS
rm_blk_mt_c2,16384,64,64,32,288,9.2086,2.9110,9.0457,12.1111,69.5,233.2,238.4,47.2,PASS
blk_aligned_mt,16384,64,16,4,288,9.2525,0.9059,8.9773,11.2658,163.7,232.1,243.6,46.9,PASS
locbuf_blk_mt_c2,16384,64,64,16,288,9.2726,0.2583,9.2151,9.8198,190.0,231.6,233.7,46.8,PASS
blk_aligned_mt_c2,16384,64,64,4,288,9.3005,0.3941,9.2530,9.8995,178.3,230.9,232.7,46.7,PASS
tiled_nd,16384,64,32,8,288,9.3210,0.6529,9.2238,10.4413,164.9,230.4,240.4,46.6,PASS
blk_aligned_c2,16384,64,256,8,288,9.3576,0.4106,9.2378,10.0904,176.4,229.5,234.1,46.4,PASS
blk_aligned,16384,64,64,8,288,9.3719,0.7930,8.8977,11.2758,162.0,229.1,243.6,46.3,PASS
blk_aligned_mt_c2,16384,64,32,16,288,9.3764,0.8389,9.3277,9.8040,126.6,229.0,230.9,46.3,PASS
blk_aligned_mt_c2,16384,64,128,8,288,9.3935,0.6820,9.3138,10.6439,147.0,228.6,231.8,46.2,PASS
locbuf_blk_mt_c2,16384,64,256,8,288,9.4130,3.4538,9.3731,11.6245,63.1,228.1,229.9,46.1,PASS
locbuf_blk_mt_c2,16384,64,32,8,288,9.4230,0.4019,9.3801,10.3663,182.7,227.9,229.2,46.1,PASS
rm_blk_mt_c2,16384,64,64,16,288,9.4965,0.4843,9.2847,10.6220,176.0,226.1,233.2,45.7,PASS
blk_aligned_c2,16384,64,128,8,288,9.5210,0.4055,9.4850,9.6292,160.0,225.6,226.5,45.6,PASS
hptt_patient,16384,0,32,0,288,9.5820,0.4191,9.4519,10.2566,178.8,224.1,229.5,45.3,PASS
locbuf_blk_mt_c2,16384,64,64,4,288,9.5931,0.5683,9.5337,10.9356,168.7,223.9,225.9,45.3,PASS
locbuf,16384,16,32,8,288,9.7176,0.5226,9.3087,11.2532,182.0,221.0,232.9,44.7,PASS
rm_blk_mt_c2,16384,64,16,8,288,9.7439,0.7618,9.6800,10.7459,136.7,220.4,222.0,44.6,PASS
tiled_c2,16384,16,32,8,288,9.7584,0.3738,9.7018,10.7528,188.3,220.1,221.9,44.5,PASS
blk_tiled_c2,16384,64,256,8,288,9.7595,0.4989,9.5992,10.9486,172.7,220.0,225.8,44.5,PASS
locbuf_blk_mt,16384,64,64,16,288,9.7779,2.1337,9.6218,13.6034,75.4,219.6,224.0,44.4,PASS
locbuf_blk_mt_c2,16384,64,128,4,288,9.8031,0.5822,9.7637,10.9652,169.3,219.1,220.3,44.3,PASS
locbuf_blk_mt_c2,16384,64,128,8,288,9.8259,0.7686,9.7699,11.2417,150.6,218.6,220.6,44.2,PASS
rm_blk_mt_c2,16384,64,512,32,288,9.8314,0.8583,9.7285,12.5195,156.3,218.4,222.4,44.2,PASS
rm_blk_c2,16384,64,128,8,288,9.8780,0.4273,9.8034,10.4991,163.7,217.4,219.7,44.0,PASS
tiled_c2,16384,128,32,8,288,9.9641,0.3054,9.8740,10.6603,177.3,215.5,218.2,43.6,PASS
tiled,16384,16,32,8,288,9.9806,4.1461,9.8477,11.3488,46.9,215.2,220.3,43.5,PASS
blk_aligned_mt,16384,64,64,4,288,9.9850,0.2915,9.9073,10.2641,176.7,215.1,237.7,43.5,PASS
rm_blk_mt_c2,16384,64,64,4,288,10.0080,0.8330,9.8261,12.3404,155.6,214.6,219.7,43.4,PASS
rm_blk_mt_c2,16384,64,32,32,288,10.0634,0.5087,9.9256,11.3831,162.3,213.4,217.5,43.1,PASS
blk_aligned_mt_c2,16384,64,64,32,288,10.0765,3.0922,9.8373,12.6164,60.0,213.1,219.6,43.1,PASS
rm_blk_mt_c2,16384,64,128,32,288,10.1235,0.4064,10.0359,10.8142,160.7,212.1,214.8,42.9,PASS
tiled,16384,64,32,8,288,10.1559,0.2145,10.0767,10.5507,188.3,211.5,215.9,42.8,PASS
rm_blk_c2,16384,64,16,8,288,10.1721,0.4988,10.1138,10.9100,146.5,211.1,212.7,42.7,PASS
locbuf_blk_mt_c2,16384,64,128,16,288,10.1891,0.3531,10.1140,10.6592,171.6,210.8,212.8,42.6,PASS
blk_aligned,16384,64,32,8,288,10.1980,0.9587,9.7240,12.7560,145.2,210.6,223.0,42.6,PASS
locbuf_blk_mt_c2,16384,64,512,4,288,10.2280,0.1974,10.1786,10.3155,177.2,210.0,214.8,42.5,PASS
rm_blk_mt_nd,16384,64,256,4,288,10.2280,0.6414,9.9626,11.9638,169.2,210.0,216.4,42.5,PASS
blk_aligned_mt_c2,16384,64,512,4,288,10.2471,5.4745,10.1947,10.3001,32.9,209.6,212.1,42.4,PASS
blk_aligned_mt_nd,16384,64,8,4,288,10.2825,1.4533,9.6681,14.6267,136.0,208.8,228.7,42.2,PASS
blk_aligned_mt,16384,64,64,32,288,10.3168,0.4701,9.2794,10.5275,185.2,208.2,234.3,42.1,PASS
locbuf_blk_mt_c2,16384,64,512,16,288,10.3260,0.2634,10.2118,10.4621,169.8,208.0,211.8,42.0,PASS
blk_aligned_mt_c2,16384,64,32,8,288,10.3385,1.1187,10.2989,13.8196,138.5,207.7,208.9,42.0,PASS
blk_aligned_mt,16384,64,32,8,288,10.3465,0.2993,10.1865,11.1532,184.4,207.6,220.7,42.0,PASS
blk_tiled,16384,64,16,8,288,10.3495,5.1842,9.9001,10.8474,34.5,207.5,220.6,42.0,PASS
blk_aligned_mt_c2,16384,64,128,32,288,10.3700,2.2618,10.3369,11.8320,74.9,207.1,208.2,41.9,PASS
locbuf_blk_mt_c2,16384,64,256,4,288,10.3760,0.1703,10.2347,10.5868,188.8,207.0,210.8,41.8,PASS
locbuf_2buf,16384,32,32,8,288,10.4070,0.9662,9.7849,12.6742,144.3,206.4,222.1,41.7,PASS
blk_aligned_mt_nd,16384,64,8,8,288,10.4051,1.2318,9.7707,13.5015,135.5,206.4,227.7,41.7,PASS
rm_blk_c2,16384,64,32,8,288,10.4184,0.1832,10.2687,10.6178,186.7,206.1,210.3,41.7,PASS
blk_aligned_mt_c2,16384,64,512,16,288,10.4525,0.3256,10.4190,11.0160,165.1,205.5,206.9,41.5,PASS
blk_tiled_c2,16384,64,32,8,288,10.4651,0.7090,10.1835,12.2361,153.9,205.2,213.9,41.5,PASS
locbuf_blk_mt,16384,64,32,4,288,10.4644,0.2983,10.3878,10.8666,165.3,205.2,224.3,41.5,PASS
locbuf_blk_mt_c2,16384,64,32,4,288,10.5245,0.6903,10.4829,11.6534,127.0,204.0,205.2,41.3,PASS
blk_tiled_c2,16384,64,16,8,288,10.5616,0.4941,10.4639,11.4852,152.5,203.3,205.8,41.1,PASS
rm_blk_mt,16384,64,64,16,288,10.5730,0.9131,10.4000,13.8975,153.0,203.1,206.8,41.1,PASS
blk_aligned_mt,16384,64,64,16,288,10.5975,5.0677,10.4434,10.9208,34.9,202.6,225.8,41.0,PASS
rm_blk_mt_c2,16384,64,128,16,288,10.6289,0.2830,10.5359,10.9861,166.1,202.0,204.2,40.8,PASS
locbuf_blk_mt,16384,64,64,4,288,10.6430,2.9587,10.3446,13.9399,65.1,201.8,230.6,40.8,PASS
locbuf_blk_mt_c2,16384,64,64,8,288,10.7001,0.2011,10.6295,10.8694,176.6,200.7,203.0,40.6,PASS
blk_tiled,16384,64,32,8,288,10.7445,0.3762,9.8269,11.0146,174.5,199.9,224.9,40.4,PASS
blk_aligned_mt,16384,64,32,4,288,10.7481,1.6055,10.6780,11.4248,80.5,199.8,222.2,40.4,PASS
rm_blk,16384,64,16,8,288,10.7789,0.2862,10.7194,11.3823,166.3,199.2,201.3,40.3,PASS
locbuf_blk_mt_c2,16384,64,512,8,288,10.7915,1.6162,10.6920,12.0023,80.7,199.0,202.3,40.2,PASS
blk_aligned_mt,16384,64,32,16,288,10.8279,0.8566,10.1172,12.5127,144.9,198.3,224.6,40.1,PASS
rm_blk_mt_c2,16384,64,256,32,288,10.8861,2.0204,10.8199,11.4836,70.3,197.3,199.2,39.9,PASS
blk_aligned_mt_c2,16384,64,256,4,288,10.9584,0.2198,10.7158,11.2910,173.5,196.0,202.5,39.6,PASS
blk_aligned_mt_c2,16384,64,32,32,288,11.0850,0.4368,11.0139,11.3653,150.9,193.7,196.5,39.2,PASS
rm_blk_mt_c2,16384,64,16,4,288,11.0985,3.3314,11.0227,15.3757,60.9,193.5,195.7,39.1,PASS
blk_tiled_c2,16384,64,512,8,288,11.1070,0.3855,11.0431,11.5276,150.0,193.3,194.9,39.1,PASS
blk_aligned_c2,16384,64,32,8,288,11.1434,0.2878,11.0671,11.5233,158.1,192.7,195.1,39.0,PASS
blk_aligned_mt_c2,16384,64,16,4,288,11.1439,0.6061,11.1059,12.2886,149.0,192.7,194.1,39.0,PASS
rm_blk_mt,16384,64,64,32,288,11.1454,0.3269,11.0607,11.9910,164.2,192.7,195.3,39.0,PASS
blk_aligned_mt,16384,64,128,8,288,11.1830,4.0715,11.1017,13.4484,41.5,192.0,193.8,38.8,PASS
rm_blk_mt_c2,16384,64,512,16,288,11.1957,0.9171,11.1328,14.8371,144.1,191.8,193.4,38.8,PASS
blk_aligned_mt,16384,64,64,8,288,11.2214,0.3462,11.1281,11.8669,160.7,191.4,202.9,38.7,PASS
locbuf_blk_mt_nd,16384,64,128,4,288,11.2295,0.6017,11.1102,12.8167,156.1,191.2,194.4,38.7,PASS
hptt,16384,0,32,0,288,11.2309,1.1951,11.0886,14.8951,128.3,191.2,195.4,38.7,PASS
locbuf_blk_mt,16384,64,64,8,288,11.2441,0.5955,11.1479,12.6035,141.6,191.0,199.0,38.6,PASS
rm_blk,16384,64,64,8,288,11.2519,0.5155,11.1668,12.5060,158.8,190.9,193.4,38.6,PASS
rm_blk_mt,16384,64,16,8,288,11.2929,0.3598,11.2153,11.3714,145.4,190.2,192.4,38.4,PASS
blk_aligned_mt_c2,16384,64,512,32,288,11.3280,0.4841,11.2850,11.4297,141.8,189.6,190.5,38.3,PASS
locbuf_2buf,16384,16,32,8,288,11.3239,2.1319,11.2259,11.6666,65.9,189.6,193.5,38.3,PASS
rm_blk,16384,64,32,8,288,11.3719,1.1098,11.2405,14.7269,132.6,188.8,192.5,38.2,PASS
blk_aligned_nd,16384,64,8,8,288,11.4114,1.1087,10.3614,14.6685,131.6,188.2,211.8,38.0,PASS
rm_blk_mt,16384,64,64,8,288,11.4251,1.2808,11.3496,16.0626,132.5,188.0,189.7,38.0,PASS
locbuf_blk,16384,64,64,8,288,11.4471,1.1351,11.1013,14.5058,130.9,187.6,199.8,37.9,PASS
blk_aligned_nd,16384,64,128,8,288,11.4475,0.8728,11.2939,13.8004,139.1,187.6,191.9,37.9,PASS
locbuf_blk_mt_c2,16384,64,16,4,288,11.4509,0.5826,11.3625,12.3422,138.0,187.5,189.6,37.9,PASS
blk_aligned_mt,16384,64,32,32,288,11.4745,3.1857,11.3749,15.0514,63.5,187.2,189.2,37.8,PASS
blk_aligned_mt_nd,16384,64,128,4,288,11.5161,1.2246,10.8766,15.6180,133.0,186.5,204.7,37.7,PASS
blk_aligned_mt_nd,16384,64,128,8,288,11.5414,1.1164,11.3548,15.2382,137.9,186.1,191.1,37.6,PASS
blk_aligned_mt_nd,16384,64,128,32,288,11.5596,1.3209,11.3822,15.6632,126.9,185.8,190.0,37.6,PASS
locbuf_blk_mt_nd,16384,64,128,8,288,11.5571,0.6960,11.2835,13.6468,150.7,185.8,192.3,37.6,PASS
rm_blk_mt,16384,64,64,4,288,11.6025,2.2819,11.1089,15.3328,79.1,185.1,198.5,37.4,PASS
rm_blk_mt,16384,64,32,32,288,11.6526,0.4099,11.5360,12.0121,148.2,184.3,186.9,37.3,PASS
rm_blk_mt_c2,16384,64,512,4,288,11.6974,0.9364,11.6351,14.1052,134.2,183.6,184.7,37.1,PASS
blk_tiled,16384,64,8,8,288,11.7170,0.3279,11.3215,12.0254,151.5,183.3,192.4,37.1,PASS
rm_blk_mt_c2,16384,64,512,8,288,11.7426,0.7383,11.6641,13.5921,130.8,182.9,184.6,37.0,PASS
tiled,16384,32,32,8,288,11.8002,1.0086,11.6546,12.0887,98.3,182.0,184.9,36.8,PASS
blk_aligned_mt_nd,16384,64,128,16,288,11.8300,1.6516,11.5094,16.8323,107.3,181.5,187.3,36.7,PASS
locbuf_2buf_c2,16384,32,32,8,288,11.8490,0.2477,11.6690,12.0668,155.4,181.2,186.6,36.6,PASS
rm_blk_mt,16384,64,16,16,288,11.8561,0.4609,11.6465,13.1246,153.0,181.1,185.8,36.6,PASS
blk_aligned_mt_c2,16384,64,512,8,288,11.8955,0.8473,11.8579,13.6844,125.6,180.5,182.9,36.5,PASS
locbuf_2buf,16384,128,32,8,288,11.9865,0.1659,11.8327,12.3998,170.8,179.2,182.7,36.2,PASS
locbuf_blk,16384,64,128,8,288,12.0480,0.5568,11.6709,12.8790,144.1,178.2,185.7,36.0,PASS
blk_aligned_mt,16384,64,128,4,288,12.0970,0.7544,11.9210,14.0532,138.2,177.5,180.9,35.9,PASS
locbuf_blk_mt_c2,16384,64,16,8,288,12.1244,2.8429,12.0369,13.8266,61.5,177.1,179.0,35.8,PASS
rm_blk_mt,16384,64,128,8,288,12.1735,0.9103,12.0058,13.4694,106.7,176.4,181.3,35.7,PASS
locbuf_blk_mt_nd,16384,64,128,16,288,12.2349,0.7472,12.0096,14.5357,142.0,175.5,180.6,35.5,PASS
rm_blk,16384,64,128,8,288,12.2399,1.3985,12.1600,14.9203,90.3,175.4,177.6,35.5,PASS
blk_tiled_c2,16384,64,128,8,288,12.2505,1.8537,12.1631,13.3292,80.6,175.3,177.1,35.4,PASS
rm_blk_c2,16384,64,256,8,288,12.2790,2.0934,12.1578,12.8606,65.8,174.9,177.8,35.4,PASS
blk_aligned_mt,16384,64,16,16,288,12.3515,0.5381,12.0933,13.7713,145.3,173.9,179.4,35.2,PASS
rm_blk_mt_nd,16384,64,256,8,288,12.4016,0.1607,12.2538,12.6285,158.4,173.2,175.8,35.0,PASS
blk_aligned_c2,16384,64,512,8,288,12.4100,0.1772,12.3268,12.4920,156.2,173.0,175.6,35.0,PASS
blk_aligned_mt,16384,64,128,16,288,12.4245,1.4740,12.3558,17.2813,114.4,172.8,174.1,34.9,PASS
locbuf_blk_mt,16384,64,128,8,288,12.4375,1.2027,12.3666,15.4189,117.4,172.7,175.9,34.9,PASS
rm_blk_mt,16384,64,32,8,288,12.4410,1.1553,12.2977,15.1507,115.7,172.6,175.3,34.9,PASS
blk_naive_c2_nd,16384,64,512,8,288,12.4465,1.0383,12.1391,15.0853,130.7,172.5,177.7,34.9,PASS
blk_tiled,16384,64,512,8,288,12.4729,0.2432,12.3457,12.8579,156.3,172.2,174.4,34.8,PASS
blk_aligned,16384,64,128,8,288,12.4760,1.6808,12.3789,16.4075,90.0,172.1,185.0,34.8,PASS
blk_naive_nd,16384,64,512,8,288,12.4954,4.4083,12.1732,16.1600,38.6,171.9,177.9,34.7,PASS
locbuf_blk_mt,16384,64,32,8,288,12.4979,0.5400,12.2476,13.8959,145.5,171.8,176.3,34.7,PASS
locbuf_blk_mt,16384,64,16,8,288,12.5601,0.8367,12.2074,14.6068,130.3,171.0,177.3,34.6,PASS
rm_blk_mt_c2,16384,64,32,4,288,12.5575,4.5494,12.4715,13.3609,45.7,171.0,172.5,34.6,PASS
rm_blk_mt,16384,64,16,4,288,12.6029,1.3002,12.5190,17.0454,118.7,170.4,172.1,34.5,PASS
rm_blk_mt_c2,16384,64,128,8,288,12.6084,4.6905,12.3167,13.9711,36.8,170.3,180.2,34.4,PASS
rm_blk_mt,16384,64,128,4,288,12.6255,0.5146,12.4077,13.3441,141.7,170.1,173.6,34.4,PASS
locbuf_blk_mt,16384,64,16,4,288,12.6830,3.2937,12.5379,15.1229,59.5,169.3,171.5,34.2,PASS
blk_aligned_mt,16384,64,128,32,288,12.7285,1.7696,12.6309,18.5768,112.0,168.7,172.1,34.1,PASS
locbuf_2buf,16384,64,32,8,288,12.7525,2.7056,12.5738,15.6154,58.2,168.4,171.7,34.0,PASS
blk_aligned_c2,16384,64,16,8,288,12.8840,0.8880,12.8360,14.7834,117.6,166.7,167.8,33.7,PASS
blk_aligned_mt_c2,16384,64,16,16,288,12.8901,0.9157,12.8379,15.4963,118.6,166.6,167.6,33.7,PASS
rm_blk_mt_c2,16384,64,8,4,288,12.9790,3.7951,12.9120,13.8311,51.3,165.5,166.5,33.5,PASS
blk_tiled,16384,64,256,8,288,13.0310,0.7983,12.8149,15.3698,130.8,164.8,168.6,33.3,PASS
rm_blk_mt_c2,16384,64,32,8,288,13.1190,0.8338,13.0144,14.7465,124.1,163.7,165.3,33.1,PASS
blk_aligned,16384,64,16,8,288,13.1259,0.1680,13.0547,13.2173,149.5,163.6,165.3,33.1,PASS
blk_tiled_c2,16384,64,8,8,288,13.1949,0.2945,13.0889,13.5849,142.5,162.8,164.6,32.9,PASS
locbuf_blk_mt,16384,64,128,4,288,13.2439,0.1277,13.1586,13.3210,151.0,162.1,163.3,32.8,PASS
rm_blk_mt_c2,16384,64,128,4,288,13.3940,0.2262,13.1988,13.9326,149.1,160.3,163.0,32.4,PASS
rm_blk_mt_c2_nd,16384,64,8,8,288,13.4690,1.4034,13.2409,14.6317,79.3,159.4,166.8,32.2,PASS
rm_blk_mt_c2,16384,64,32,16,288,13.5734,0.2822,13.4298,13.9200,135.1,158.2,160.3,32.0,PASS
locbuf_blk_mt_nd,16384,64,256,32,288,13.5735,2.2746,13.3190,18.3966,68.0,158.2,162.9,32.0,PASS
locbuf_blk_nd,16384,64,256,8,288,13.5936,1.4421,13.2953,18.2092,111.7,158.0,163.0,31.9,PASS
rm_blk_c2,16384,64,8,8,288,13.7135,0.5497,13.4171,15.0894,130.6,156.6,163.3,31.7,PASS
blk_aligned_mt_c2,16384,64,8,4,288,13.7604,1.7409,13.4149,18.3784,103.8,156.1,161.3,31.6,PASS
blk_aligned_mt_c2,16384,64,16,8,288,13.7669,4.1761,13.5794,15.8871,47.1,156.0,160.9,31.5,PASS
blk_aligned_mt,16384,64,16,8,288,13.7825,4.1763,13.4951,15.1348,43.7,155.8,163.9,31.5,PASS
rm_blk_mt_c2,16384,64,8,8,288,13.7950,0.4525,13.7209,14.5368,127.9,155.7,157.8,31.5,PASS
rm_blk_mt_c2_nd,16384,64,8,4,288,13.8775,0.4154,13.5976,14.6292,129.1,154.7,163.2,31.3,PASS
blk_aligned_mt,16384,64,512,4,288,13.8950,1.5752,13.6923,18.6524,108.8,154.6,158.4,31.2,PASS
rm_blk_mt_nd,16384,64,256,16,288,13.8979,0.3263,13.5589,14.7145,142.4,154.5,159.3,31.2,PASS
rm_blk_mt,16384,64,8,4,288,13.9575,2.3912,13.8461,17.4846,64.8,153.9,155.4,31.1,PASS
rm_blk_mt_c2,16384,64,256,16,288,14.0289,1.9195,13.9500,16.1213,74.2,153.1,154.5,30.9,PASS
rm_blk_nd,16384,64,8,8,288,14.0414,0.4282,13.7833,14.7967,129.0,152.9,161.0,30.9,PASS
rm_blk_mt,16384,64,128,16,288,14.0954,0.1928,13.9367,14.5453,143.8,152.4,154.8,30.8,PASS
rm_blk_mt_nd,16384,64,8,8,288,14.1025,3.8725,14.0174,15.5127,49.6,152.3,159.5,30.8,PASS
rm_blk_c2_nd,16384,64,8,8,288,14.1585,10.0646,13.9367,15.5764,18.6,151.7,159.8,30.7,PASS
rm_blk_mt_nd,16384,64,8,4,288,14.1824,0.5912,13.9314,15.3445,119.2,151.4,158.1,30.6,PASS
rm_blk_mt,16384,64,8,8,288,14.2000,0.5578,14.1041,15.1138,116.8,151.2,154.5,30.6,PASS
rm_blk_mt_c2,16384,64,256,4,288,14.2305,4.0194,14.1548,15.2068,44.0,150.9,151.9,30.5,PASS
tiled,16384,128,32,8,288,14.3130,2.2067,14.1154,18.3783,65.9,150.0,153.7,30.3,PASS
locbuf_blk_mt,16384,64,128,16,288,14.4681,1.1726,14.3919,17.6352,109.9,148.4,149.6,30.0,PASS
locbuf_blk_mt_nd,16384,64,512,32,288,14.4690,1.2615,14.2267,18.4930,114.0,148.4,152.0,30.0,PASS
rm_blk_mt,16384,64,32,4,288,14.6143,2.9402,14.5366,15.5519,60.3,146.9,152.2,29.7,PASS
locbuf_blk,16384,64,512,8,288,14.7415,1.6122,14.5543,19.9912,103.5,145.7,148.5,29.5,PASS
locbuf_nd,16384,128,32,8,288,14.9789,0.1410,14.7768,15.1997,139.5,143.4,148.0,29.0,PASS
blk_naive_nd,16384,64,32,8,288,15.0290,1.4777,13.0224,17.6615,111.2,142.9,173.4,28.9,PASS
rm_blk_mt_nd,16384,64,128,16,288,15.2709,0.2673,15.1486,15.8148,129.4,140.6,144.1,28.4,PASS
rm_blk_mt_nd,16384,64,128,4,288,15.2805,0.4790,15.2028,16.4530,117.1,140.5,145.1,28.4,PASS
rm_blk_mt,16384,64,128,32,288,15.2936,1.2386,15.0656,18.5591,101.5,140.4,143.2,28.4,PASS
locbuf_2buf_nd,16384,128,32,8,288,15.3055,0.1307,15.1425,15.5360,137.0,140.3,144.9,28.4,PASS
blk_aligned,16384,64,512,8,288,15.3130,1.7910,15.1989,20.7744,100.3,140.2,141.5,28.4,PASS
rm_blk,16384,64,8,8,288,15.3506,0.3289,15.0220,15.9220,128.0,139.9,147.0,28.3,PASS
blk_naive_nd,16384,64,256,8,288,15.3450,1.8652,12.3968,18.3944,101.6,139.9,175.7,28.3,PASS
rm_blk_mt_nd,16384,64,128,8,288,15.3615,0.3416,15.2876,16.2232,122.6,139.8,145.1,28.3,PASS
rm_blk_mt_c2,16384,64,256,8,288,15.3910,0.2339,15.2478,15.6987,128.2,139.5,141.1,28.2,PASS
blk_naive_c2_nd,16384,64,256,8,288,15.4145,1.8037,12.3641,18.0840,113.3,139.3,176.0,28.2,PASS
rm_blk_mt,16384,64,256,16,288,15.4639,1.1648,15.3134,18.6924,102.4,138.9,140.7,28.1,PASS
rm_blk_nd,16384,64,128,8,288,15.5915,0.2526,15.3679,15.9995,127.2,137.7,140.5,27.8,PASS
blk_naive_nd,16384,64,128,8,288,15.6115,1.5488,14.0711,19.0650,105.3,137.6,167.7,27.8,PASS
blk_aligned_mt,16384,64,512,8,288,15.6195,1.8954,15.5409,21.5630,97.0,137.5,138.7,27.8,PASS
rm_blk_mt,16384,64,32,16,288,15.6139,0.7323,15.4958,17.6020,104.8,137.5,142.8,27.8,PASS
rm_blk_mt_nd,16384,64,128,32,288,15.7375,0.2847,15.5910,16.1738,123.9,136.5,138.6,27.6,PASS
tiled_nd,16384,128,32,8,288,15.8789,0.3322,15.5650,16.4737,121.8,135.2,138.8,27.3,PASS
locbuf_blk_nd,16384,64,512,8,288,15.8825,3.7279,15.7517,21.0800,42.9,135.2,137.1,27.3,PASS
blk_naive_c2_nd,16384,64,32,8,288,15.8991,1.7387,13.9728,20.0245,94.0,135.1,164.8,27.3,PASS
locbuf_blk_mt,16384,64,256,16,288,15.9620,2.3039,15.8434,21.7515,71.2,134.5,135.9,27.2,PASS
blk_naive_nd,16384,64,64,8,288,16.0121,1.4011,14.3453,19.0330,107.4,134.1,162.8,27.1,PASS
blk_aligned,16384,64,8,8,288,16.1145,0.5126,16.0058,16.8588,108.0,133.3,134.6,26.9,PASS
blk_naive_c2_nd,16384,64,64,8,288,16.1365,3.7217,14.1381,20.0812,51.8,133.1,156.8,26.9,PASS
locbuf_blk_mt,16384,64,256,8,288,16.1765,1.5842,15.9882,20.8023,95.5,132.8,134.9,26.8,PASS
blk_naive_c2_nd,16384,64,128,8,288,16.3486,1.7817,12.9689,19.0088,98.2,131.4,173.6,26.6,PASS
blk_aligned_mt,16384,64,512,16,288,16.7320,1.7709,16.6539,22.5318,91.5,128.3,129.1,25.9,PASS
blk_aligned_mt,16384,64,256,4,288,17.7671,1.2111,17.6207,21.1622,91.7,120.9,122.1,24.4,PASS
rm_blk_mt_nd,16384,64,512,8,288,17.9216,2.6562,17.7634,19.7713,48.7,119.8,121.4,24.2,PASS
rm_blk_mt_nd,16384,64,256,32,288,17.9626,9.8681,17.3014,18.3004,18.3,119.6,126.7,24.2,PASS
rm_blk_c2,16384,64,512,8,288,17.9731,0.9778,17.8854,19.7827,90.9,119.5,120.3,24.2,PASS
