backend,variant,nlev,N_e,N_c,N_v,cell_dist,config_label,TX,TY,BX,BY,run_id,time_ms
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,65,0.191441
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,66,0.252001
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,67,0.194601
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,68,0.195400
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,69,0.193081
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,70,0.197560
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,71,0.198001
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,72,0.262121
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,73,0.219721
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,74,0.197640
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,75,0.195321
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,76,0.193880
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,77,0.258961
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,78,0.215200
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,79,0.193041
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,80,0.192560
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,81,0.222921
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,82,0.195360
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,83,0.192601
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,84,0.193760
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,85,0.194721
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,86,0.194160
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,87,0.195921
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,88,0.195560
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,89,0.193481
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,90,0.222560
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,91,0.194761
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,92,0.252361
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,93,0.194241
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,94,0.258761
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,95,0.193841
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,96,0.191360
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,97,0.192161
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,98,0.193280
gpu,1,90,122880,81920,81920,exact,1x1_256x1,1,1,256,1,99,0.195761
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,0,0.199480
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,1,0.197601
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,2,0.195800
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,3,0.196281
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,4,0.193480
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,5,0.192681
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,6,0.196120
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,7,0.194841
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,8,0.196520
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,9,0.191881
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,10,0.194520
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,11,0.193961
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,12,0.194000
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,13,0.195481
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,14,0.199280
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,15,0.196561
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,16,0.195360
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,17,0.213161
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,18,0.194400
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,19,0.196721
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,20,0.194040
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,21,0.197081
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,22,0.196720
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,23,0.247361
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,24,0.213000
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,25,0.194521
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,26,0.196440
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,27,0.210961
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,28,0.195760
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,29,0.246801
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,30,0.196480
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,31,0.197321
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,32,0.195920
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,33,0.194561
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,34,0.196280
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,35,0.196081
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,36,0.194800
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,37,0.193921
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,38,0.195760
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,39,0.200721
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,40,0.196360
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,41,0.253481
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,42,0.193400
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,43,0.196841
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,44,0.197160
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,45,0.194601
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,46,0.194480
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,47,0.194002
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,48,0.193840
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,49,0.195521
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,50,0.194240
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,51,0.201001
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,52,0.198000
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,53,0.195161
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,54,0.194920
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,55,0.196041
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,56,0.196400
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,57,0.196561
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,58,0.199240
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,59,0.194561
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,60,0.197200
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,61,0.197481
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,62,0.196520
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,63,0.196122
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,64,0.199640
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,65,0.194601
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,66,0.196720
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,67,0.213361
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,68,0.196040
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,69,0.198042
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,70,0.195760
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,71,0.196641
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,72,0.196520
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,73,0.192401
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,74,0.193720
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,75,0.196041
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,76,0.196920
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,77,0.193761
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,78,0.214880
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,79,0.193322
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,80,0.196040
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,81,0.194761
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,82,0.196840
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,83,0.194001
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,84,0.197960
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,85,0.194761
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,86,0.192920
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,87,0.197121
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,88,0.196080
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,89,0.197441
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,90,0.196000
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,91,0.197761
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,92,0.194000
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,93,0.216561
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,94,0.198160
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,95,0.217481
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,96,0.198160
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,97,0.215241
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,98,0.201040
gpu,1,90,122880,81920,81920,exact,1x1_128x1,1,1,128,1,99,0.196521
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,0,0.231481
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,1,0.249721
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,2,0.220640
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,3,0.219401
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,4,0.249241
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,5,0.241881
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,6,0.248281
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,7,0.221721
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,8,0.220241
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,9,0.220921
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,10,0.241841
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,11,0.245402
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,12,0.222201
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,13,0.220721
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,14,0.243761
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,15,0.218601
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,16,0.220321
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,17,0.223401
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,18,0.240921
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,19,0.219441
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,20,0.222240
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,21,0.224961
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,22,0.221681
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,23,0.218161
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,24,0.215200
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,25,0.224761
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,26,0.222640
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,27,0.218521
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,28,0.220920
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,29,0.229561
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,30,0.272921
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,31,0.239842
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,32,0.221880
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,33,0.219282
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,34,0.234961
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,35,0.219041
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,36,0.222161
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,37,0.220121
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,38,0.218801
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,39,0.218561
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,40,0.220601
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,41,0.222281
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,42,0.220280
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,43,0.218201
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,44,0.222480
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,45,0.219081
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,46,0.228840
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,47,0.232681
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,48,0.219520
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,49,0.221201
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,50,0.231801
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,51,0.240521
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,52,0.227640
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,53,0.242522
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,54,0.240121
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,55,0.218002
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,56,0.220520
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,57,0.222881
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,58,0.216041
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,59,0.218681
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,60,0.231041
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,61,0.220442
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,62,0.217441
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,63,0.231482
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,64,0.217240
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,65,0.219162
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,66,0.227801
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,67,0.221281
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,68,0.220161
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,69,0.221841
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,70,0.220801
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,71,0.221841
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,72,0.228881
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,73,0.226121
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,74,0.234600
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,75,0.246242
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,76,0.226680
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,77,0.230481
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,78,0.242521
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,79,0.220281
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,80,0.219920
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,81,0.216161
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,82,0.215960
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,83,0.220601
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,84,0.220241
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,85,0.230402
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,86,0.219801
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,87,0.217961
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,88,0.220360
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,89,0.224841
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,90,0.219241
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,91,0.219482
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,92,0.248921
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,93,0.219522
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,94,0.218161
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,95,0.230881
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,96,0.216320
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,97,0.216601
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,98,0.225000
gpu,1,90,122880,81920,81920,exact,1x1_64x1,1,1,64,1,99,0.220521
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,0,0.251681
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,1,0.305921
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,2,0.245201
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,3,0.245841
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,4,0.305081
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,5,0.244202
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,6,0.298721
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,7,0.244601
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,8,0.243681
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,9,0.245081
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,10,0.308681
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,11,0.244041
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,12,0.243721
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,13,0.302202
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,14,0.302841
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,15,0.303962
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,16,0.245201
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,17,0.247841
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,18,0.298881
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,19,0.237722
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,20,0.321921
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,21,0.294702
gpu,1,90,122880,81920,81920,exact,2x1_128x1,2,1,128,1,22,0.312761
