backend,variant,nlev,N_e,N_c,N_v,cell_dist,config_label,TX,TY,BX,BY,run_id,time_ms
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,0,0.582963
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,1,0.563923
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,2,0.561682
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,3,0.554123
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,4,0.559282
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,5,0.556203
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,6,0.558322
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,7,0.553483
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,8,0.555682
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,9,0.557603
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,10,0.555242
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,11,0.548603
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,12,0.543562
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,13,0.543043
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,14,0.544922
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,15,0.543363
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,16,0.543042
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,17,0.542203
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,18,0.539762
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,19,0.542043
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,20,0.546682
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,21,0.545843
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,22,0.542442
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,23,0.542003
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,24,0.543642
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,25,0.542483
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,26,0.542642
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,27,0.541363
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,28,0.543322
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,29,0.541923
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,30,0.543402
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,31,0.542203
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,32,0.547082
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,33,0.545923
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,34,0.546442
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,35,0.545283
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,36,0.548802
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,37,0.547843
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,38,0.545002
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,39,0.546762
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,40,0.546322
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,41,0.545163
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,42,0.550162
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,43,0.546243
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,44,0.621403
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,45,0.547723
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,46,0.551882
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,47,0.543043
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,48,0.547882
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,49,0.546443
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,50,0.549802
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,51,0.545883
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,52,0.549362
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,53,0.547123
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,54,0.550642
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,55,0.548203
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,56,0.546762
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,57,0.547363
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,58,0.545482
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,59,0.548723
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,60,0.547922
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,61,0.547963
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,62,0.557402
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,63,0.547963
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,64,0.544522
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,65,0.549163
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,66,0.549802
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,67,0.548003
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,68,0.549522
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,69,0.549443
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,70,0.548322
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,71,0.548923
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,72,0.550242
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,73,0.567003
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,74,0.548962
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,75,0.548363
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,76,0.569243
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,77,0.546643
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,78,0.547722
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,79,0.549403
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,80,0.553602
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,81,0.547523
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,82,0.545642
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,83,0.550123
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,84,0.549562
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,85,0.551483
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,86,0.548722
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,87,0.548963
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,88,0.547322
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,89,0.550203
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,90,0.568483
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,91,0.548163
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,92,0.550242
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,93,0.551003
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,94,0.550002
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,95,0.546043
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,96,0.547762
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,97,0.547883
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,98,0.545402
gpu,1,256,122880,81920,81920,exact,1x1_256x1,1,1,256,1,99,0.545643
gpu,1,256,122880,81920,81920,exact,1x1_128x1,1,1,128,1,0,0.578963
gpu,1,256,122880,81920,81920,exact,1x1_128x1,1,1,128,1,1,0.549403
