variant,blocksize,ngms,rhoc_size,nthreads,rep,time_ms
baseline_aos,1,55191,120000,96,0,3.883123
baseline_aos,1,55191,120000,96,1,3.928900
baseline_aos,1,55191,120000,96,2,4.014969
baseline_aos,1,55191,120000,96,3,4.041910
baseline_aos,1,55191,120000,96,4,5.270958
baseline_aos,1,55191,120000,96,5,3.648043
baseline_aos,1,55191,120000,96,6,3.827095
baseline_aos,1,55191,120000,96,7,4.040003
baseline_aos,1,55191,120000,96,8,4.266977
baseline_aos,1,55191,120000,96,9,4.009008
baseline_aos,1,55191,120000,96,10,4.234791
baseline_aos,1,55191,120000,96,11,3.988981
baseline_aos,1,55191,120000,96,12,4.070997
baseline_aos,1,55191,120000,96,13,3.983974
baseline_aos,1,55191,120000,96,14,4.034996
baseline_aos,1,55191,120000,96,15,4.065990
baseline_aos,1,55191,120000,96,16,4.050970
baseline_aos,1,55191,120000,96,17,3.904104
baseline_aos,1,55191,120000,96,18,4.046917
baseline_aos,1,55191,120000,96,19,3.944159
baseline_aos,1,55191,120000,96,20,9.706020
baseline_aos,1,55191,120000,96,21,3.944874
baseline_aos,1,55191,120000,96,22,3.927946
baseline_aos,1,55191,120000,96,23,3.880024
baseline_aos,1,55191,120000,96,24,3.499031
baseline_aos,1,55191,120000,96,25,5.251884
baseline_aos,1,55191,120000,96,26,4.060030
baseline_aos,1,55191,120000,96,27,4.132986
baseline_aos,1,55191,120000,96,28,4.071951
baseline_aos,1,55191,120000,96,29,3.968954
baseline_aos,1,55191,120000,96,30,4.057884
baseline_aos,1,55191,120000,96,31,4.232168
baseline_aos,1,55191,120000,96,32,4.145145
baseline_aos,1,55191,120000,96,33,3.984928
baseline_aos,1,55191,120000,96,34,4.062176
baseline_aos,1,55191,120000,96,35,4.028082
baseline_aos,1,55191,120000,96,36,3.860235
baseline_aos,1,55191,120000,96,37,3.903151
baseline_aos,1,55191,120000,96,38,3.952980
baseline_aos,1,55191,120000,96,39,4.219055
baseline_aos,1,55191,120000,96,40,3.901958
baseline_aos,1,55191,120000,96,41,9.145021
baseline_aos,1,55191,120000,96,42,4.019976
baseline_aos,1,55191,120000,96,43,5.453825
baseline_aos,1,55191,120000,96,44,4.094839
baseline_aos,1,55191,120000,96,45,4.046917
baseline_aos,1,55191,120000,96,46,3.989935
baseline_aos,1,55191,120000,96,47,5.437851
baseline_aos,1,55191,120000,96,48,4.066944
baseline_aos,1,55191,120000,96,49,4.436016
baseline_aos,1,55191,120000,96,50,4.049063
baseline_aos,1,55191,120000,96,51,4.250050
baseline_aos,1,55191,120000,96,52,4.095078
baseline_aos,1,55191,120000,96,53,3.961086
baseline_aos,1,55191,120000,96,54,3.892183
baseline_aos,1,55191,120000,96,55,3.973961
baseline_aos,1,55191,120000,96,56,3.876925
baseline_aos,1,55191,120000,96,57,4.326820
baseline_aos,1,55191,120000,96,58,3.895044
baseline_aos,1,55191,120000,96,59,3.988981
baseline_aos,1,55191,120000,96,60,3.953934
baseline_aos,1,55191,120000,96,61,4.002810
baseline_aos,1,55191,120000,96,62,3.509998
baseline_aos,1,55191,120000,96,63,9.311914
baseline_aos,1,55191,120000,96,64,4.129887
baseline_aos,1,55191,120000,96,65,3.973961
baseline_aos,1,55191,120000,96,66,3.855944
baseline_aos,1,55191,120000,96,67,3.947973
baseline_aos,1,55191,120000,96,68,4.025936
baseline_aos,1,55191,120000,96,69,4.045010
baseline_aos,1,55191,120000,96,70,5.277157
baseline_aos,1,55191,120000,96,71,4.003048
baseline_aos,1,55191,120000,96,72,4.016161
baseline_aos,1,55191,120000,96,73,3.923893
baseline_aos,1,55191,120000,96,74,4.380941
baseline_aos,1,55191,120000,96,75,3.952026
baseline_aos,1,55191,120000,96,76,4.184961
baseline_aos,1,55191,120000,96,77,3.833055
baseline_aos,1,55191,120000,96,78,3.972054
baseline_aos,1,55191,120000,96,79,3.838062
baseline_aos,1,55191,120000,96,80,3.856897
baseline_aos,1,55191,120000,96,81,3.405809
baseline_aos,1,55191,120000,96,82,4.021883
baseline_aos,1,55191,120000,96,83,4.174948
baseline_aos,1,55191,120000,96,84,4.082203
baseline_aos,1,55191,120000,96,85,3.915071
baseline_aos,1,55191,120000,96,86,9.376049
baseline_aos,1,55191,120000,96,87,4.024029
baseline_aos,1,55191,120000,96,88,3.997087
baseline_aos,1,55191,120000,96,89,3.919125
baseline_aos,1,55191,120000,96,90,4.032135
baseline_aos,1,55191,120000,96,91,3.919840
baseline_aos,1,55191,120000,96,92,4.024982
baseline_aos,1,55191,120000,96,93,5.254030
baseline_aos,1,55191,120000,96,94,3.794909
baseline_aos,1,55191,120000,96,95,4.014015
baseline_aos,1,55191,120000,96,96,3.900051
baseline_aos,1,55191,120000,96,97,3.911018
baseline_aos,1,55191,120000,96,98,3.791094
baseline_aos,1,55191,120000,96,99,3.702879
eigts_t_aos,1,55191,120000,96,0,3.667831
eigts_t_aos,1,55191,120000,96,1,3.755808
eigts_t_aos,1,55191,120000,96,2,3.813028
eigts_t_aos,1,55191,120000,96,3,3.954887
eigts_t_aos,1,55191,120000,96,4,9.793997
eigts_t_aos,1,55191,120000,96,5,3.860950
eigts_t_aos,1,55191,120000,96,6,3.829002
eigts_t_aos,1,55191,120000,96,7,3.834009
eigts_t_aos,1,55191,120000,96,8,3.818989
eigts_t_aos,1,55191,120000,96,9,8.507967
eigts_t_aos,1,55191,120000,96,10,3.942013
eigts_t_aos,1,55191,120000,96,11,3.805876
eigts_t_aos,1,55191,120000,96,12,3.694057
eigts_t_aos,1,55191,120000,96,13,3.343821
eigts_t_aos,1,55191,120000,96,14,3.458977
eigts_t_aos,1,55191,120000,96,15,3.901958
eigts_t_aos,1,55191,120000,96,16,3.843784
eigts_t_aos,1,55191,120000,96,17,3.828049
eigts_t_aos,1,55191,120000,96,18,3.765821
eigts_t_aos,1,55191,120000,96,19,3.799915
eigts_t_aos,1,55191,120000,96,20,3.946066
eigts_t_aos,1,55191,120000,96,21,3.920078
eigts_t_aos,1,55191,120000,96,22,4.036903
eigts_t_aos,1,55191,120000,96,23,3.739119
eigts_t_aos,1,55191,120000,96,24,3.905058
eigts_t_aos,1,55191,120000,96,25,9.294033
eigts_t_aos,1,55191,120000,96,26,3.779888
eigts_t_aos,1,55191,120000,96,27,3.836870
eigts_t_aos,1,55191,120000,96,28,3.949881
eigts_t_aos,1,55191,120000,96,29,3.786802
eigts_t_aos,1,55191,120000,96,30,5.060911
eigts_t_aos,1,55191,120000,96,31,3.713131
eigts_t_aos,1,55191,120000,96,32,3.688097
eigts_t_aos,1,55191,120000,96,33,3.695965
eigts_t_aos,1,55191,120000,96,34,4.091024
eigts_t_aos,1,55191,120000,96,35,3.939152
eigts_t_aos,1,55191,120000,96,36,3.838062
eigts_t_aos,1,55191,120000,96,37,3.726006
eigts_t_aos,1,55191,120000,96,38,3.890038
eigts_t_aos,1,55191,120000,96,39,3.930092
eigts_t_aos,1,55191,120000,96,40,3.922224
eigts_t_aos,1,55191,120000,96,41,3.942013
eigts_t_aos,1,55191,120000,96,42,3.841162
eigts_t_aos,1,55191,120000,96,43,3.810883
eigts_t_aos,1,55191,120000,96,44,3.827810
eigts_t_aos,1,55191,120000,96,45,3.741980
eigts_t_aos,1,55191,120000,96,46,3.726006
eigts_t_aos,1,55191,120000,96,47,3.793001
eigts_t_aos,1,55191,120000,96,48,9.063959
eigts_t_aos,1,55191,120000,96,49,4.105806
eigts_t_aos,1,55191,120000,96,50,3.818989
eigts_t_aos,1,55191,120000,96,51,4.979849
eigts_t_aos,1,55191,120000,96,52,3.459930
eigts_t_aos,1,55191,120000,96,53,4.020929
eigts_t_aos,1,55191,120000,96,54,3.889084
eigts_t_aos,1,55191,120000,96,55,3.870010
eigts_t_aos,1,55191,120000,96,56,3.858089
eigts_t_aos,1,55191,120000,96,57,4.058838
eigts_t_aos,1,55191,120000,96,58,3.956079
eigts_t_aos,1,55191,120000,96,59,3.865957
eigts_t_aos,1,55191,120000,96,60,3.824949
eigts_t_aos,1,55191,120000,96,61,3.880978
eigts_t_aos,1,55191,120000,96,62,3.860950
eigts_t_aos,1,55191,120000,96,63,3.918886
eigts_t_aos,1,55191,120000,96,64,5.712032
eigts_t_aos,1,55191,120000,96,65,3.954172
eigts_t_aos,1,55191,120000,96,66,3.890038
eigts_t_aos,1,55191,120000,96,67,4.089117
eigts_t_aos,1,55191,120000,96,68,3.800869
eigts_t_aos,1,55191,120000,96,69,4.019022
eigts_t_aos,1,55191,120000,96,70,3.800154
eigts_t_aos,1,55191,120000,96,71,9.117842
eigts_t_aos,1,55191,120000,96,72,5.017042
eigts_t_aos,1,55191,120000,96,73,3.993034
eigts_t_aos,1,55191,120000,96,74,3.950119
eigts_t_aos,1,55191,120000,96,75,3.913879
eigts_t_aos,1,55191,120000,96,76,5.160093
eigts_t_aos,1,55191,120000,96,77,3.997087
eigts_t_aos,1,55191,120000,96,78,3.901005
eigts_t_aos,1,55191,120000,96,79,4.001141
eigts_t_aos,1,55191,120000,96,80,3.911972
eigts_t_aos,1,55191,120000,96,81,3.926992
eigts_t_aos,1,55191,120000,96,82,3.797054
eigts_t_aos,1,55191,120000,96,83,3.711939
eigts_t_aos,1,55191,120000,96,84,3.772020
eigts_t_aos,1,55191,120000,96,85,3.777981
eigts_t_aos,1,55191,120000,96,86,3.994942
eigts_t_aos,1,55191,120000,96,87,3.812075
eigts_t_aos,1,55191,120000,96,88,3.976822
eigts_t_aos,1,55191,120000,96,89,3.947973
eigts_t_aos,1,55191,120000,96,90,3.994942
eigts_t_aos,1,55191,120000,96,91,3.973961
eigts_t_aos,1,55191,120000,96,92,3.920078
eigts_t_aos,1,55191,120000,96,93,3.911018
eigts_t_aos,1,55191,120000,96,94,9.846926
eigts_t_aos,1,55191,120000,96,95,4.711151
eigts_t_aos,1,55191,120000,96,96,3.973961
eigts_t_aos,1,55191,120000,96,97,3.907919
eigts_t_aos,1,55191,120000,96,98,3.921032
eigts_t_aos,1,55191,120000,96,99,3.835917
sorted_aos,1,55191,120000,96,0,9.499073
sorted_aos,1,55191,120000,96,1,14.483929
sorted_aos,1,55191,120000,96,2,10.654926
sorted_aos,1,55191,120000,96,3,9.433985
sorted_aos,1,55191,120000,96,4,9.181023
sorted_aos,1,55191,120000,96,5,9.150982
sorted_aos,1,55191,120000,96,6,8.780956
sorted_aos,1,55191,120000,96,7,8.708000
sorted_aos,1,55191,120000,96,8,10.151148
sorted_aos,1,55191,120000,96,9,9.072065
sorted_aos,1,55191,120000,96,10,8.730888
sorted_aos,1,55191,120000,96,11,14.954090
sorted_aos,1,55191,120000,96,12,9.999990
sorted_aos,1,55191,120000,96,13,8.655071
sorted_aos,1,55191,120000,96,14,8.461952
sorted_aos,1,55191,120000,96,15,8.709908
sorted_aos,1,55191,120000,96,16,8.617878
sorted_aos,1,55191,120000,96,17,8.356094
sorted_aos,1,55191,120000,96,18,8.781910
sorted_aos,1,55191,120000,96,19,8.711100
sorted_aos,1,55191,120000,96,20,8.418798
sorted_aos,1,55191,120000,96,21,8.845806
sorted_aos,1,55191,120000,96,22,15.183926
sorted_aos,1,55191,120000,96,23,8.987188
sorted_aos,1,55191,120000,96,24,8.438110
sorted_aos,1,55191,120000,96,25,8.049965
sorted_aos,1,55191,120000,96,26,8.681059
sorted_aos,1,55191,120000,96,27,8.599997
sorted_aos,1,55191,120000,96,28,8.485079
sorted_aos,1,55191,120000,96,29,8.424044
sorted_aos,1,55191,120000,96,30,8.311987
sorted_aos,1,55191,120000,96,31,9.312153
sorted_aos,1,55191,120000,96,32,9.035110
sorted_aos,1,55191,120000,96,33,13.508081
sorted_aos,1,55191,120000,96,34,9.392977
sorted_aos,1,55191,120000,96,35,8.229017
sorted_aos,1,55191,120000,96,36,8.104086
sorted_aos,1,55191,120000,96,37,7.987976
sorted_aos,1,55191,120000,96,38,8.266926
sorted_aos,1,55191,120000,96,39,8.522987
sorted_aos,1,55191,120000,96,40,8.323908
sorted_aos,1,55191,120000,96,41,9.566069
sorted_aos,1,55191,120000,96,42,8.402109
sorted_aos,1,55191,120000,96,43,8.186102
sorted_aos,1,55191,120000,96,44,13.551950
sorted_aos,1,55191,120000,96,45,12.069941
sorted_aos,1,55191,120000,96,46,7.992983
sorted_aos,1,55191,120000,96,47,7.992029
sorted_aos,1,55191,120000,96,48,8.538008
sorted_aos,1,55191,120000,96,49,8.496046
sorted_aos,1,55191,120000,96,50,8.626938
sorted_aos,1,55191,120000,96,51,8.646011
sorted_aos,1,55191,120000,96,52,8.445024
sorted_aos,1,55191,120000,96,53,8.177996
sorted_aos,1,55191,120000,96,54,8.077860
sorted_aos,1,55191,120000,96,55,8.273125
sorted_aos,1,55191,120000,96,56,9.385109
sorted_aos,1,55191,120000,96,57,8.068085
sorted_aos,1,55191,120000,96,58,8.403063
sorted_aos,1,55191,120000,96,59,8.172035
sorted_aos,1,55191,120000,96,60,8.644819
sorted_aos,1,55191,120000,96,61,8.755922
sorted_aos,1,55191,120000,96,62,8.490801
sorted_aos,1,55191,120000,96,63,8.252144
sorted_aos,1,55191,120000,96,64,8.227825
sorted_aos,1,55191,120000,96,65,8.079052
sorted_aos,1,55191,120000,96,66,8.059978
sorted_aos,1,55191,120000,96,67,9.830952
sorted_aos,1,55191,120000,96,68,8.450031
sorted_aos,1,55191,120000,96,69,8.287191
sorted_aos,1,55191,120000,96,70,8.589029
sorted_aos,1,55191,120000,96,71,8.958101
sorted_aos,1,55191,120000,96,72,8.795977
sorted_aos,1,55191,120000,96,73,8.507967
sorted_aos,1,55191,120000,96,74,8.174896
sorted_aos,1,55191,120000,96,75,8.260965
sorted_aos,1,55191,120000,96,76,13.612986
sorted_aos,1,55191,120000,96,77,8.215189
sorted_aos,1,55191,120000,96,78,9.786129
sorted_aos,1,55191,120000,96,79,9.771109
sorted_aos,1,55191,120000,96,80,8.960009
sorted_aos,1,55191,120000,96,81,8.734941
sorted_aos,1,55191,120000,96,82,8.384943
sorted_aos,1,55191,120000,96,83,8.069038
sorted_aos,1,55191,120000,96,84,8.054972
sorted_aos,1,55191,120000,96,85,8.117199
sorted_aos,1,55191,120000,96,86,8.036137
sorted_aos,1,55191,120000,96,87,13.731956
sorted_aos,1,55191,120000,96,88,8.411884
sorted_aos,1,55191,120000,96,89,9.608984
sorted_aos,1,55191,120000,96,90,8.517981
sorted_aos,1,55191,120000,96,91,8.442163
sorted_aos,1,55191,120000,96,92,8.233070
sorted_aos,1,55191,120000,96,93,8.025885
sorted_aos,1,55191,120000,96,94,8.221149
sorted_aos,1,55191,120000,96,95,8.003950
sorted_aos,1,55191,120000,96,96,7.930994
sorted_aos,1,55191,120000,96,97,8.018970
sorted_aos,1,55191,120000,96,98,14.394045
sorted_aos,1,55191,120000,96,99,8.683920
baseline_soa,1,55191,120000,96,0,4.660845
baseline_soa,1,55191,120000,96,1,4.671812
baseline_soa,1,55191,120000,96,2,4.571915
baseline_soa,1,55191,120000,96,3,4.595041
baseline_soa,1,55191,120000,96,4,4.618883
baseline_soa,1,55191,120000,96,5,4.608154
baseline_soa,1,55191,120000,96,6,5.731821
baseline_soa,1,55191,120000,96,7,4.747868
baseline_soa,1,55191,120000,96,8,4.704952
baseline_soa,1,55191,120000,96,9,4.815817
baseline_soa,1,55191,120000,96,10,9.859800
baseline_soa,1,55191,120000,96,11,4.806995
baseline_soa,1,55191,120000,96,12,4.995108
baseline_soa,1,55191,120000,96,13,4.631042
baseline_soa,1,55191,120000,96,14,5.939007
baseline_soa,1,55191,120000,96,15,4.528046
baseline_soa,1,55191,120000,96,16,4.581928
baseline_soa,1,55191,120000,96,17,4.679918
baseline_soa,1,55191,120000,96,18,4.562140
baseline_soa,1,55191,120000,96,19,4.590988
baseline_soa,1,55191,120000,96,20,4.606962
baseline_soa,1,55191,120000,96,21,4.586220
baseline_soa,1,55191,120000,96,22,4.598141
baseline_soa,1,55191,120000,96,23,4.601002
baseline_soa,1,55191,120000,96,24,4.618883
baseline_soa,1,55191,120000,96,25,4.557133
baseline_soa,1,55191,120000,96,26,4.474163
baseline_soa,1,55191,120000,96,27,4.531860
baseline_soa,1,55191,120000,96,28,4.534960
baseline_soa,1,55191,120000,96,29,4.518986
baseline_soa,1,55191,120000,96,30,9.722948
baseline_soa,1,55191,120000,96,31,34.620047
baseline_soa,1,55191,120000,96,32,4.575968
baseline_soa,1,55191,120000,96,33,4.503965
baseline_soa,1,55191,120000,96,34,4.558086
baseline_soa,1,55191,120000,96,35,4.513979
baseline_soa,1,55191,120000,96,36,4.506111
baseline_soa,1,55191,120000,96,37,4.523039
baseline_soa,1,55191,120000,96,38,4.561901
baseline_soa,1,55191,120000,96,39,4.554033
baseline_soa,1,55191,120000,96,40,4.580975
baseline_soa,1,55191,120000,96,41,4.494905
baseline_soa,1,55191,120000,96,42,4.509926
baseline_soa,1,55191,120000,96,43,4.509926
baseline_soa,1,55191,120000,96,44,4.511118
baseline_soa,1,55191,120000,96,45,10.110855
baseline_soa,1,55191,120000,96,46,6.027937
baseline_soa,1,55191,120000,96,47,4.583120
baseline_soa,1,55191,120000,96,48,4.515886
baseline_soa,1,55191,120000,96,49,4.603863
baseline_soa,1,55191,120000,96,50,4.556894
baseline_soa,1,55191,120000,96,51,4.688025
baseline_soa,1,55191,120000,96,52,4.563093
baseline_soa,1,55191,120000,96,53,4.436016
baseline_soa,1,55191,120000,96,54,4.526854
baseline_soa,1,55191,120000,96,55,4.461050
baseline_soa,1,55191,120000,96,56,4.507065
baseline_soa,1,55191,120000,96,57,5.831003
baseline_soa,1,55191,120000,96,58,4.450798
baseline_soa,1,55191,120000,96,59,4.409075
baseline_soa,1,55191,120000,96,60,4.503012
baseline_soa,1,55191,120000,96,61,4.505873
baseline_soa,1,55191,120000,96,62,4.438162
baseline_soa,1,55191,120000,96,63,4.976034
baseline_soa,1,55191,120000,96,64,4.512072
baseline_soa,1,55191,120000,96,65,9.805202
baseline_soa,1,55191,120000,96,66,4.585028
baseline_soa,1,55191,120000,96,67,4.470110
baseline_soa,1,55191,120000,96,68,4.554987
baseline_soa,1,55191,120000,96,69,4.415035
baseline_soa,1,55191,120000,96,70,4.358053
baseline_soa,1,55191,120000,96,71,4.576921
baseline_soa,1,55191,120000,96,72,4.445076
baseline_soa,1,55191,120000,96,73,4.561901
baseline_soa,1,55191,120000,96,74,4.535913
baseline_soa,1,55191,120000,96,75,4.595995
baseline_soa,1,55191,120000,96,76,4.513979
baseline_soa,1,55191,120000,96,77,4.577875
baseline_soa,1,55191,120000,96,78,4.511833
baseline_soa,1,55191,120000,96,79,4.478931
baseline_soa,1,55191,120000,96,80,4.508018
baseline_soa,1,55191,120000,96,81,4.559994
baseline_soa,1,55191,120000,96,82,4.590988
baseline_soa,1,55191,120000,96,83,4.490137
baseline_soa,1,55191,120000,96,84,9.927034
baseline_soa,1,55191,120000,96,85,4.789114
baseline_soa,1,55191,120000,96,86,4.543066
baseline_soa,1,55191,120000,96,87,4.504919
