variant,tblock,coarsen,rep,time_ms
gpu_baseline_aos,32,1,0,0.729472
gpu_baseline_aos,32,1,1,0.728608
gpu_baseline_aos,32,1,2,0.727200
gpu_baseline_aos,32,1,3,0.727488
gpu_baseline_aos,32,1,4,0.726624
gpu_baseline_aos,32,1,5,0.724896
gpu_baseline_aos,32,1,6,0.727840
gpu_baseline_aos,32,1,7,0.725696
gpu_baseline_aos,32,1,8,0.725696
gpu_baseline_aos,32,1,9,0.728128
gpu_baseline_aos,32,1,10,0.725024
gpu_baseline_aos,32,1,11,0.726432
gpu_baseline_aos,32,1,12,0.727520
gpu_baseline_aos,32,1,13,0.724352
gpu_baseline_aos,32,1,14,0.727136
gpu_baseline_aos,32,1,15,0.726208
gpu_baseline_aos,32,1,16,0.728992
gpu_baseline_aos,32,1,17,0.725600
gpu_baseline_aos,32,1,18,0.727008
gpu_baseline_aos,32,1,19,0.725728
gpu_baseline_aos,32,1,20,0.726304
gpu_baseline_aos,32,1,21,0.728000
gpu_baseline_aos,32,1,22,0.724160
gpu_baseline_aos,32,1,23,0.726048
gpu_baseline_aos,32,1,24,0.726240
gpu_baseline_aos,32,1,25,0.724544
gpu_baseline_aos,32,1,26,0.724832
gpu_baseline_aos,32,1,27,0.728352
gpu_baseline_aos,32,1,28,0.725568
gpu_baseline_aos,32,1,29,0.725376
gpu_baseline_aos,32,1,30,0.728768
gpu_baseline_aos,32,1,31,0.726752
gpu_baseline_aos,32,1,32,0.725920
gpu_baseline_aos,32,1,33,0.731008
gpu_baseline_aos,32,1,34,0.726528
gpu_baseline_aos,32,1,35,0.726304
gpu_baseline_aos,32,1,36,0.725792
gpu_baseline_aos,32,1,37,0.726528
gpu_baseline_aos,32,1,38,0.726816
gpu_baseline_aos,32,1,39,0.725312
gpu_baseline_aos,32,1,40,0.726592
gpu_baseline_aos,32,1,41,0.725376
gpu_baseline_aos,32,1,42,0.727776
gpu_baseline_aos,32,1,43,0.725856
gpu_baseline_aos,32,1,44,0.724224
gpu_baseline_aos,32,1,45,0.724576
gpu_baseline_aos,32,1,46,0.725344
gpu_baseline_aos,32,1,47,0.726368
gpu_baseline_aos,32,1,48,0.727712
gpu_baseline_aos,32,1,49,0.727968
gpu_baseline_aos,32,1,50,0.725440
gpu_baseline_aos,32,1,51,0.726528
gpu_baseline_aos,32,1,52,0.728896
gpu_baseline_aos,32,1,53,0.724832
gpu_baseline_aos,32,1,54,0.727808
gpu_baseline_aos,32,1,55,0.724672
gpu_baseline_aos,32,1,56,0.726432
gpu_baseline_aos,32,1,57,0.726720
gpu_baseline_aos,32,1,58,0.728512
gpu_baseline_aos,32,1,59,0.725760
gpu_baseline_aos,32,1,60,0.727136
gpu_baseline_aos,32,1,61,0.727328
gpu_baseline_aos,32,1,62,0.725344
gpu_baseline_aos,32,1,63,0.725824
gpu_baseline_aos,32,1,64,0.725888
gpu_baseline_aos,32,1,65,0.725536
gpu_baseline_aos,32,1,66,0.726464
gpu_baseline_aos,32,1,67,0.725664
gpu_baseline_aos,32,1,68,0.728448
gpu_baseline_aos,32,1,69,0.725632
gpu_baseline_aos,32,1,70,0.725056
gpu_baseline_aos,32,1,71,0.726944
gpu_baseline_aos,32,1,72,0.723808
gpu_baseline_aos,32,1,73,0.727328
gpu_baseline_aos,32,1,74,0.724736
gpu_baseline_aos,32,1,75,0.727424
gpu_baseline_aos,32,1,76,0.727456
gpu_baseline_aos,32,1,77,0.726656
gpu_baseline_aos,32,1,78,0.726240
gpu_baseline_aos,32,1,79,0.728128
gpu_baseline_aos,32,1,80,0.727072
gpu_baseline_aos,32,1,81,0.725312
gpu_baseline_aos,32,1,82,0.728480
gpu_baseline_aos,32,1,83,0.724832
gpu_baseline_aos,32,1,84,0.725536
gpu_baseline_aos,32,1,85,0.728352
gpu_baseline_aos,32,1,86,0.725664
gpu_baseline_aos,32,1,87,0.728128
gpu_baseline_aos,32,1,88,0.724640
gpu_baseline_aos,32,1,89,0.726624
gpu_baseline_aos,32,1,90,0.727296
gpu_baseline_aos,32,1,91,0.727168
gpu_baseline_aos,32,1,92,0.728288
gpu_baseline_aos,32,1,93,0.725984
gpu_baseline_aos,32,1,94,0.725248
gpu_baseline_aos,32,1,95,0.724128
gpu_baseline_aos,32,1,96,0.726336
gpu_baseline_aos,32,1,97,0.724032
gpu_baseline_aos,32,1,98,0.726592
gpu_baseline_aos,32,1,99,0.727360
gpu_baseline_aos_u,32,1,0,0.729504
gpu_baseline_aos_u,32,1,1,0.728416
gpu_baseline_aos_u,32,1,2,0.728736
gpu_baseline_aos_u,32,1,3,0.728384
gpu_baseline_aos_u,32,1,4,0.731104
gpu_baseline_aos_u,32,1,5,0.725920
gpu_baseline_aos_u,32,1,6,0.729088
gpu_baseline_aos_u,32,1,7,0.726080
gpu_baseline_aos_u,32,1,8,0.725952
gpu_baseline_aos_u,32,1,9,0.728576
gpu_baseline_aos_u,32,1,10,0.727648
gpu_baseline_aos_u,32,1,11,0.725472
gpu_baseline_aos_u,32,1,12,0.728832
gpu_baseline_aos_u,32,1,13,0.729024
gpu_baseline_aos_u,32,1,14,0.724608
gpu_baseline_aos_u,32,1,15,0.727328
gpu_baseline_aos_u,32,1,16,0.725472
gpu_baseline_aos_u,32,1,17,0.726016
gpu_baseline_aos_u,32,1,18,0.729632
gpu_baseline_aos_u,32,1,19,0.727296
gpu_baseline_aos_u,32,1,20,0.726240
gpu_baseline_aos_u,32,1,21,0.726784
gpu_baseline_aos_u,32,1,22,0.727776
gpu_baseline_aos_u,32,1,23,0.726464
gpu_baseline_aos_u,32,1,24,0.726624
gpu_baseline_aos_u,32,1,25,0.725280
gpu_baseline_aos_u,32,1,26,0.725152
gpu_baseline_aos_u,32,1,27,0.725952
gpu_baseline_aos_u,32,1,28,0.726336
gpu_baseline_aos_u,32,1,29,0.727680
gpu_baseline_aos_u,32,1,30,0.728192
gpu_baseline_aos_u,32,1,31,0.729376
gpu_baseline_aos_u,32,1,32,0.726816
gpu_baseline_aos_u,32,1,33,0.724800
gpu_baseline_aos_u,32,1,34,0.726656
gpu_baseline_aos_u,32,1,35,0.726464
gpu_baseline_aos_u,32,1,36,0.726336
gpu_baseline_aos_u,32,1,37,0.727648
gpu_baseline_aos_u,32,1,38,0.729056
gpu_baseline_aos_u,32,1,39,0.727232
gpu_baseline_aos_u,32,1,40,0.726944
gpu_baseline_aos_u,32,1,41,0.728288
gpu_baseline_aos_u,32,1,42,0.724576
gpu_baseline_aos_u,32,1,43,0.724736
gpu_baseline_aos_u,32,1,44,0.727168
gpu_baseline_aos_u,32,1,45,0.730048
gpu_baseline_aos_u,32,1,46,0.728256
gpu_baseline_aos_u,32,1,47,0.727744
gpu_baseline_aos_u,32,1,48,0.726848
gpu_baseline_aos_u,32,1,49,0.725344
gpu_baseline_aos_u,32,1,50,0.729376
gpu_baseline_aos_u,32,1,51,0.725984
gpu_baseline_aos_u,32,1,52,0.724480
gpu_baseline_aos_u,32,1,53,0.726912
gpu_baseline_aos_u,32,1,54,0.727392
gpu_baseline_aos_u,32,1,55,0.724608
gpu_baseline_aos_u,32,1,56,0.725888
gpu_baseline_aos_u,32,1,57,0.723936
gpu_baseline_aos_u,32,1,58,0.727264
gpu_baseline_aos_u,32,1,59,0.726016
gpu_baseline_aos_u,32,1,60,0.727840
gpu_baseline_aos_u,32,1,61,0.724544
gpu_baseline_aos_u,32,1,62,0.728192
gpu_baseline_aos_u,32,1,63,0.726656
gpu_baseline_aos_u,32,1,64,0.725952
gpu_baseline_aos_u,32,1,65,0.726848
gpu_baseline_aos_u,32,1,66,0.725984
gpu_baseline_aos_u,32,1,67,0.727808
gpu_baseline_aos_u,32,1,68,0.726720
gpu_baseline_aos_u,32,1,69,0.726336
gpu_baseline_aos_u,32,1,70,0.728928
gpu_baseline_aos_u,32,1,71,0.725120
gpu_baseline_aos_u,32,1,72,0.726592
gpu_baseline_aos_u,32,1,73,0.726240
gpu_baseline_aos_u,32,1,74,0.729376
gpu_baseline_aos_u,32,1,75,0.727264
gpu_baseline_aos_u,32,1,76,0.724960
gpu_baseline_aos_u,32,1,77,0.726944
gpu_baseline_aos_u,32,1,78,0.724576
gpu_baseline_aos_u,32,1,79,0.727648
gpu_baseline_aos_u,32,1,80,0.726208
gpu_baseline_aos_u,32,1,81,0.728000
