kernel,M,N,tile_rows,tile_cols,rep,time_ms,bw_gbs,checksum,status
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,0,5.080192,1690.868,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,1,5.072416,1693.460,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,2,5.071712,1693.695,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,3,5.072320,1693.492,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,4,5.072672,1693.375,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,5,5.070368,1694.144,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,6,5.071904,1693.631,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,7,5.071808,1693.663,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,8,5.072512,1693.428,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,9,5.070816,1693.995,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,10,5.072128,1693.556,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,11,5.071104,1693.898,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,12,5.070176,1694.208,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,13,5.072160,1693.546,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,14,5.072736,1693.353,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,15,5.070912,1693.963,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,16,5.071008,1693.930,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,17,5.072416,1693.460,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,18,5.072576,1693.407,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,19,5.071296,1693.834,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,20,5.070912,1693.963,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,21,5.069248,1694.518,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,22,5.070144,1694.219,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,23,5.070272,1694.176,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,24,5.070912,1693.963,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,25,5.071040,1693.920,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,26,5.070240,1694.187,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,27,5.070752,1694.016,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,28,5.069728,1694.358,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,29,5.070144,1694.219,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,30,5.069632,1694.390,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,31,5.069952,1694.283,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,32,5.070784,1694.005,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,33,5.070112,1694.230,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,34,5.070592,1694.069,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,35,5.069408,1694.465,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,36,5.069952,1694.283,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,37,5.070336,1694.155,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,38,5.070176,1694.208,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,39,5.070848,1693.984,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,40,5.071488,1693.770,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,41,5.070656,1694.048,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,42,5.070592,1694.069,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,43,5.071200,1693.866,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,44,5.071168,1693.877,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,45,5.071072,1693.909,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,46,5.073120,1693.225,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,47,5.071552,1693.749,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,48,5.070592,1694.069,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,49,5.071008,1693.930,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,50,5.071712,1693.695,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,51,5.070432,1694.123,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,52,5.072224,1693.524,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,53,5.070688,1694.037,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,54,5.071552,1693.749,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,55,5.071104,1693.898,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,56,5.070432,1694.123,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,57,5.071104,1693.898,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,58,5.070848,1693.984,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,59,5.071520,1693.759,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,60,5.070624,1694.059,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,61,5.070816,1693.995,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,62,5.071392,1693.802,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,63,5.069632,1694.390,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,64,5.070944,1693.952,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,65,5.071872,1693.642,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,66,5.071840,1693.653,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,67,5.071584,1693.738,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,68,5.070688,1694.037,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,69,5.070144,1694.219,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,70,5.070464,1694.112,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,71,5.071040,1693.920,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,72,5.070528,1694.091,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,73,5.069984,1694.273,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,74,5.069984,1694.273,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,75,5.071328,1693.823,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,76,5.070656,1694.048,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,77,5.070656,1694.048,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,78,5.070272,1694.176,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,79,5.071296,1693.834,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,80,5.069760,1694.347,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,81,5.071072,1693.909,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,82,5.071776,1693.674,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,83,5.071264,1693.845,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,84,5.070336,1694.155,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,85,5.070688,1694.037,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,86,5.071712,1693.695,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,87,5.072064,1693.578,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,88,5.071040,1693.920,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,89,5.072608,1693.396,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,90,5.070176,1694.208,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,91,5.072224,1693.524,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,92,5.071648,1693.717,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,93,5.071776,1693.674,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,94,5.071264,1693.845,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,95,5.071232,1693.856,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,96,5.071168,1693.877,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,97,5.071552,1693.749,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,98,5.071968,1693.610,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,99,5.072960,1693.279,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,0,2.948256,2913.565,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,1,2.943200,2918.570,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,2,2.942144,2919.617,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,3,2.941600,2920.157,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,4,2.943040,2918.729,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,5,2.942784,2918.982,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,6,2.939872,2921.874,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,7,2.942080,2919.681,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,8,2.941056,2920.697,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,9,2.941792,2919.967,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,10,2.942048,2919.713,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,11,2.940672,2921.079,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,12,2.943232,2918.538,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,13,2.943104,2918.665,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,14,2.941760,2919.998,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,15,2.942464,2919.300,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,16,2.940800,2920.952,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,17,2.941376,2920.380,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,18,2.941920,2919.840,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,19,2.944832,2916.952,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,20,2.944896,2916.889,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,21,2.945664,2916.129,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,22,2.944928,2916.857,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,23,2.943296,2918.475,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,24,2.944384,2917.396,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,25,2.944800,2916.984,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,26,2.944960,2916.825,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,27,2.943936,2917.840,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,28,2.944864,2916.921,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,29,2.946400,2915.400,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,30,2.946432,2915.368,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,31,2.945024,2916.762,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,32,2.946272,2915.527,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,33,2.944288,2917.491,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,34,2.946016,2915.780,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,35,2.947136,2914.672,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,36,2.943008,2918.760,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,37,2.946048,2915.748,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,38,2.944768,2917.016,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,39,2.944128,2917.650,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,40,2.946112,2915.685,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,41,2.944704,2917.079,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,42,2.951040,2910.816,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,43,2.946080,2915.717,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,44,2.943264,2918.506,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,45,2.945728,2916.065,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,46,2.945504,2916.287,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,47,2.944960,2916.825,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,48,2.943776,2917.999,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,49,2.945376,2916.414,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,50,2.945184,2916.604,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,51,2.946112,2915.685,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,52,2.946240,2915.558,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,53,2.945472,2916.319,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,54,2.945344,2916.445,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,55,2.945824,2915.970,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,56,2.945600,2916.192,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,57,2.945696,2916.097,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,58,2.947136,2914.672,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,59,2.944736,2917.047,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,60,2.945152,2916.635,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,61,2.945120,2916.667,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,62,2.946432,2915.368,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,63,2.946176,2915.622,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,64,2.947040,2914.767,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,65,2.945696,2916.097,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,66,2.944992,2916.794,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,67,2.944640,2917.143,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,68,2.944768,2917.016,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,69,2.945376,2916.414,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,70,2.944384,2917.396,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,71,2.945216,2916.572,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,72,2.945184,2916.604,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,73,2.947712,2914.102,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,74,2.947008,2914.799,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,75,2.946208,2915.590,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,76,2.945152,2916.635,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,77,2.947296,2914.514,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,78,2.948992,2912.838,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,79,2.944672,2917.111,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,80,2.944512,2917.269,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,81,2.944864,2916.921,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,82,2.946272,2915.527,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,83,2.945824,2915.970,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,84,2.944960,2916.825,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,85,2.944960,2916.825,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,86,2.946720,2915.084,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,87,2.946464,2915.337,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,88,2.946272,2915.527,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,89,2.947424,2914.387,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,90,2.946432,2915.368,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,91,2.945568,2916.223,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,92,2.945440,2916.350,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,93,2.948320,2913.502,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,94,2.944512,2917.269,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,95,2.948800,2913.027,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,96,2.947776,2914.039,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,97,2.948224,2913.596,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,98,2.946560,2915.242,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,99,2.944992,2916.794,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,0,2.966464,2895.681,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,1,2.962432,2899.623,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,2,2.962240,2899.810,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,3,2.962304,2899.748,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,4,2.961792,2900.249,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,5,2.963488,2898.589,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,6,2.963520,2898.558,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,7,2.962112,2899.936,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,8,2.961280,2900.750,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,9,2.964000,2898.089,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,10,2.961312,2900.719,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,11,2.962752,2899.309,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,12,2.961760,2900.280,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,13,2.962592,2899.466,2.681670e+09,PASS
