n,mode,variant,block_size,tile_size,run,time_us
16384,3,blk_CR,256,0,25,24829.06
16384,3,blk_CR,256,0,26,24439.89
16384,3,blk_CR,256,0,27,24376.85
16384,3,blk_CR,256,0,28,24433.07
16384,3,blk_CR,256,0,29,24363.63
16384,3,blk_CR,256,0,30,25761.13
16384,3,blk_CR,256,0,31,24736.65
16384,3,blk_CR,256,0,32,24578.31
16384,3,blk_CR,256,0,33,24550.41
16384,3,blk_CR,256,0,34,24525.55
16384,3,blk_CR,256,0,35,24592.94
16384,3,blk_CR,256,0,36,24393.90
16384,3,blk_CR,256,0,37,28126.15
16384,3,blk_CR,256,0,38,26372.47
16384,3,blk_CR,256,0,39,24519.15
16384,3,blk_CR,256,0,40,24492.04
16384,3,blk_CR,256,0,41,24360.62
16384,3,blk_CR,256,0,42,24490.89
16384,3,blk_CR,256,0,43,25299.83
16384,3,blk_CR,256,0,44,24486.73
16384,3,blk_CC,256,0,0,24552.97
16384,3,blk_CC,256,0,1,24568.24
16384,3,blk_CC,256,0,2,24536.56
16384,3,blk_CC,256,0,3,24855.52
16384,3,blk_CC,256,0,4,25450.87
16384,3,blk_CC,256,0,5,24508.01
16384,3,blk_CC,256,0,6,25798.53
16384,3,blk_CC,256,0,7,24535.15
16384,3,blk_CC,256,0,8,24313.11
16384,3,blk_CC,256,0,9,24466.54
16384,3,blk_CC,256,0,10,24385.20
16384,3,blk_CC,256,0,11,25792.84
16384,3,blk_CC,256,0,12,24307.31
16384,3,blk_CC,256,0,13,24402.67
16384,3,blk_CC,256,0,14,24528.65
16384,3,blk_CC,256,0,15,25171.64
16384,3,blk_CC,256,0,16,24406.57
16384,3,blk_CC,256,0,17,24441.90
16384,3,blk_CC,256,0,18,26800.52
16384,3,blk_CC,256,0,19,24432.05
16384,3,blk_CC,256,0,20,24434.54
16384,3,blk_CC,256,0,21,24286.93
16384,3,blk_CC,256,0,22,24497.13
16384,3,blk_CC,256,0,23,24556.68
16384,3,blk_CC,256,0,24,24216.40
16384,3,blk_CC,256,0,25,24158.14
16384,3,blk_CC,256,0,26,24626.73
16384,3,blk_CC,256,0,27,24782.88
16384,3,blk_CC,256,0,28,24386.16
16384,3,blk_CC,256,0,29,24179.44
16384,3,blk_CC,256,0,30,24373.26
16384,3,blk_CC,256,0,31,24898.72
16384,3,blk_CC,256,0,32,24233.43
16384,3,blk_CC,256,0,33,24256.18
16384,3,blk_CC,256,0,34,24553.19
16384,3,blk_CC,256,0,35,24227.89
16384,3,blk_CC,256,0,36,24449.20
16384,3,blk_CC,256,0,37,24383.95
16384,3,blk_CC,256,0,38,24151.06
16384,3,blk_CC,256,0,39,24634.63
16384,3,blk_CC,256,0,40,25351.22
16384,3,blk_CC,256,0,41,24018.52
16384,3,blk_CC,256,0,42,24415.47
16384,3,blk_CC,256,0,43,24207.22
16384,3,blk_CC,256,0,44,24389.01
16384,4,tiled,0,256,0,20464.13
16384,4,tiled,0,256,1,20377.15
16384,4,tiled,0,256,2,20687.19
16384,4,tiled,0,256,3,20533.12
16384,4,tiled,0,256,4,20581.12
16384,4,tiled,0,256,5,25564.11
16384,4,tiled,0,256,6,20350.47
16384,4,tiled,0,256,7,20449.82
16384,4,tiled,0,256,8,20547.84
16384,4,tiled,0,256,9,20663.48
16384,4,tiled,0,256,10,20414.40
16384,4,tiled,0,256,11,20471.77
16384,4,tiled,0,256,12,20497.53
16384,4,tiled,0,256,13,20580.28
16384,4,tiled,0,256,14,20542.94
16384,4,tiled,0,256,15,20549.28
16384,4,tiled,0,256,16,20639.26
16384,4,tiled,0,256,17,20877.39
16384,4,tiled,0,256,18,20487.77
16384,4,tiled,0,256,19,20592.51
16384,4,tiled,0,256,20,20460.51
16384,4,tiled,0,256,21,20507.39
16384,4,tiled,0,256,22,20798.07
16384,4,tiled,0,256,23,20633.85
16384,4,tiled,0,256,24,20763.54
16384,4,tiled,0,256,25,19191.55
16384,4,tiled,0,256,26,19239.55
16384,4,tiled,0,256,27,18919.62
16384,4,tiled,0,256,28,19236.67
16384,4,tiled,0,256,29,19297.53
16384,4,tiled,0,256,30,18901.99
16384,4,tiled,0,256,31,19160.16
16384,4,tiled,0,256,32,18922.96
16384,4,tiled,0,256,33,19105.51
16384,4,tiled,0,256,34,18761.90
16384,4,tiled,0,256,35,19037.09
16384,4,tiled,0,256,36,19105.67
16384,4,tiled,0,256,37,18878.41
16384,4,tiled,0,256,38,19170.56
16384,4,tiled,0,256,39,19098.85
16384,4,tiled,0,256,40,19378.69
16384,4,tiled,0,256,41,19397.44
16384,4,tiled,0,256,42,19068.07
16384,4,tiled,0,256,43,18907.11
16384,4,tiled,0,256,44,19150.53
16384,3,blk_RR,512,0,0,31946.68
16384,3,blk_RR,512,0,1,32002.78
16384,3,blk_RR,512,0,2,31901.53
16384,3,blk_RR,512,0,3,32176.79
16384,3,blk_RR,512,0,4,32074.87
16384,3,blk_RR,512,0,5,32023.54
16384,3,blk_RR,512,0,6,32205.59
16384,3,blk_RR,512,0,7,32180.18
16384,3,blk_RR,512,0,8,32640.58
16384,3,blk_RR,512,0,9,32065.11
16384,3,blk_RR,512,0,10,32367.09
16384,3,blk_RR,512,0,11,32489.74
16384,3,blk_RR,512,0,12,32380.27
16384,3,blk_RR,512,0,13,32345.42
16384,3,blk_RR,512,0,14,32054.94
16384,3,blk_RR,512,0,15,32068.44
16384,3,blk_RR,512,0,16,31992.60
16384,3,blk_RR,512,0,17,33353.20
16384,3,blk_RR,512,0,18,32263.54
16384,3,blk_RR,512,0,19,33373.97
16384,3,blk_RR,512,0,20,39301.39
16384,3,blk_RR,512,0,21,54137.58
16384,3,blk_RR,512,0,22,31942.30
16384,3,blk_RR,512,0,23,32283.95
16384,3,blk_RR,512,0,24,32499.08
16384,3,blk_RR,512,0,25,34547.99
16384,3,blk_RR,512,0,26,31915.74
16384,3,blk_RR,512,0,27,32195.38
16384,3,blk_RR,512,0,28,32290.45
16384,3,blk_RR,512,0,29,32501.58
16384,3,blk_RR,512,0,30,31931.51
16384,3,blk_RR,512,0,31,34232.19
16384,3,blk_RR,512,0,32,34672.05
16384,3,blk_RR,512,0,33,32004.86
16384,3,blk_RR,512,0,34,32308.18
16384,3,blk_RR,512,0,35,32039.06
16384,3,blk_RR,512,0,36,32432.11
16384,3,blk_RR,512,0,37,32260.21
16384,3,blk_RR,512,0,38,32089.59
16384,3,blk_RR,512,0,39,32071.06
16384,3,blk_RR,512,0,40,32043.10
16384,3,blk_RR,512,0,41,32662.53
16384,3,blk_RR,512,0,42,33744.36
16384,3,blk_RR,512,0,43,32581.71
16384,3,blk_RR,512,0,44,32247.86
16384,3,blk_RC,512,0,0,32105.43
16384,3,blk_RC,512,0,1,32705.83
16384,3,blk_RC,512,0,2,31994.46
16384,3,blk_RC,512,0,3,32068.63
16384,3,blk_RC,512,0,4,33753.86
16384,3,blk_RC,512,0,5,32197.33
16384,3,blk_RC,512,0,6,32254.71
16384,3,blk_RC,512,0,7,31824.13
16384,3,blk_RC,512,0,8,33781.70
16384,3,blk_RC,512,0,9,32497.35
16384,3,blk_RC,512,0,10,31646.08
16384,3,blk_RC,512,0,11,31506.44
16384,3,blk_RC,512,0,12,31964.51
16384,3,blk_RC,512,0,13,32218.64
16384,3,blk_RC,512,0,14,32034.17
16384,3,blk_RC,512,0,15,31686.02
16384,3,blk_RC,512,0,16,32353.29
16384,3,blk_RC,512,0,17,31752.86
16384,3,blk_RC,512,0,18,31428.68
16384,3,blk_RC,512,0,19,32934.24
16384,3,blk_RC,512,0,20,31638.21
16384,3,blk_RC,512,0,21,32375.63
16384,3,blk_RC,512,0,22,31808.61
16384,3,blk_RC,512,0,23,33089.72
16384,3,blk_RC,512,0,24,31891.74
16384,3,blk_RC,512,0,25,31727.58
16384,3,blk_RC,512,0,26,33993.09
16384,3,blk_RC,512,0,27,31999.48
16384,3,blk_RC,512,0,28,31537.29
16384,3,blk_RC,512,0,29,31925.92
16384,3,blk_RC,512,0,30,34318.61
16384,3,blk_RC,512,0,31,31605.51
16384,3,blk_RC,512,0,32,31572.93
16384,3,blk_RC,512,0,33,31810.85
16384,3,blk_RC,512,0,34,32445.00
16384,3,blk_RC,512,0,35,31901.05
16384,3,blk_RC,512,0,36,32127.99
16384,3,blk_RC,512,0,37,32007.70
16384,3,blk_RC,512,0,38,32378.51
16384,3,blk_RC,512,0,39,32212.82
16384,3,blk_RC,512,0,40,32874.88
16384,3,blk_RC,512,0,41,32849.31
16384,3,blk_RC,512,0,42,32233.78
16384,3,blk_RC,512,0,43,33841.06
16384,3,blk_RC,512,0,44,32136.37
16384,3,blk_CR,512,0,0,32279.15
16384,3,blk_CR,512,0,1,32032.22
16384,3,blk_CR,512,0,2,34305.98
16384,3,blk_CR,512,0,3,32220.85
16384,3,blk_CR,512,0,4,32215.89
16384,3,blk_CR,512,0,5,32069.82
16384,3,blk_CR,512,0,6,32165.94
16384,3,blk_CR,512,0,7,32135.09
16384,3,blk_CR,512,0,8,31948.92
16384,3,blk_CR,512,0,9,32384.81
16384,3,blk_CR,512,0,10,32255.25
16384,3,blk_CR,512,0,11,31901.18
16384,3,blk_CR,512,0,12,31948.70
16384,3,blk_CR,512,0,13,31922.88
16384,3,blk_CR,512,0,14,32794.08
16384,3,blk_CR,512,0,15,31835.26
16384,3,blk_CR,512,0,16,31859.32
16384,3,blk_CR,512,0,17,32477.13
16384,3,blk_CR,512,0,18,31830.85
16384,3,blk_CR,512,0,19,32093.75
16384,3,blk_CR,512,0,20,32119.76
16384,3,blk_CR,512,0,21,33976.35
16384,3,blk_CR,512,0,22,32803.39
16384,3,blk_CR,512,0,23,31923.93
16384,3,blk_CR,512,0,24,33367.67
16384,3,blk_CR,512,0,25,32010.58
16384,3,blk_CR,512,0,26,32031.80
16384,3,blk_CR,512,0,27,32111.48
16384,3,blk_CR,512,0,28,34589.26
16384,3,blk_CR,512,0,29,32061.82
16384,3,blk_CR,512,0,30,32152.41
16384,3,blk_CR,512,0,31,34152.67
16384,3,blk_CR,512,0,32,32006.30
16384,3,blk_CR,512,0,33,31695.01
16384,3,blk_CR,512,0,34,32022.39
16384,3,blk_CR,512,0,35,32231.12
16384,3,blk_CR,512,0,36,32288.27
16384,3,blk_CR,512,0,37,31999.23
16384,3,blk_CR,512,0,38,32204.85
16384,3,blk_CR,512,0,39,32189.84
16384,3,blk_CR,512,0,40,32080.02
16384,3,blk_CR,512,0,41,32868.29
16384,3,blk_CR,512,0,42,32713.32
16384,3,blk_CR,512,0,43,32297.78
16384,3,blk_CR,512,0,44,32070.23
16384,3,blk_CC,512,0,0,31893.08
16384,3,blk_CC,512,0,1,31882.46
16384,3,blk_CC,512,0,2,31942.46
16384,3,blk_CC,512,0,3,33717.22
16384,3,blk_CC,512,0,4,31896.83
16384,3,blk_CC,512,0,5,32069.27
16384,3,blk_CC,512,0,6,32058.84
16384,3,blk_CC,512,0,7,31823.07
16384,3,blk_CC,512,0,8,79286.43
16384,3,blk_CC,512,0,9,32481.07
16384,3,blk_CC,512,0,10,32063.86
16384,3,blk_CC,512,0,11,31868.19
16384,3,blk_CC,512,0,12,31894.68
16384,3,blk_CC,512,0,13,31827.33
16384,3,blk_CC,512,0,14,32026.97
16384,3,blk_CC,512,0,15,31936.76
16384,3,blk_CC,512,0,16,32897.86
16384,3,blk_CC,512,0,17,32015.26
16384,3,blk_CC,512,0,18,32034.62
16384,3,blk_CC,512,0,19,31851.29
16384,3,blk_CC,512,0,20,32739.81
16384,3,blk_CC,512,0,21,31815.87
16384,3,blk_CC,512,0,22,32786.79
16384,3,blk_CC,512,0,23,31914.62
16384,3,blk_CC,512,0,24,32359.92
16384,3,blk_CC,512,0,25,31818.46
16384,3,blk_CC,512,0,26,31999.03
16384,3,blk_CC,512,0,27,32108.28
16384,3,blk_CC,512,0,28,32017.50
16384,3,blk_CC,512,0,29,31940.70
16384,3,blk_CC,512,0,30,31798.43
16384,3,blk_CC,512,0,31,32777.76
16384,3,blk_CC,512,0,32,31714.98
16384,3,blk_CC,512,0,33,31868.70
16384,3,blk_CC,512,0,34,31783.84
16384,3,blk_CC,512,0,35,32456.52
16384,3,blk_CC,512,0,36,32150.13
16384,3,blk_CC,512,0,37,31760.42
16384,3,blk_CC,512,0,38,31906.08
16384,3,blk_CC,512,0,39,32300.50
16384,3,blk_CC,512,0,40,31741.34
16384,3,blk_CC,512,0,41,31860.12
16384,3,blk_CC,512,0,42,31760.13
16384,3,blk_CC,512,0,43,31805.63
16384,3,blk_CC,512,0,44,31872.99
16384,4,tiled,0,512,0,20246.37
16384,4,tiled,0,512,1,18930.92
16384,4,tiled,0,512,2,19658.61
16384,4,tiled,0,512,3,19077.00
16384,4,tiled,0,512,4,20411.81
16384,4,tiled,0,512,5,20104.87
16384,4,tiled,0,512,6,20915.60
16384,4,tiled,0,512,7,20295.75
16384,4,tiled,0,512,8,18570.29
16384,4,tiled,0,512,9,20719.67
16384,4,tiled,0,512,10,18686.22
16384,4,tiled,0,512,11,21238.44
16384,4,tiled,0,512,12,21136.49
16384,4,tiled,0,512,13,18508.76
16384,4,tiled,0,512,14,18534.01
16384,4,tiled,0,512,15,18686.39
16384,4,tiled,0,512,16,18761.36
16384,4,tiled,0,512,17,18622.23
16384,4,tiled,0,512,18,22110.54
16384,4,tiled,0,512,19,18783.34
16384,4,tiled,0,512,20,18684.11
16384,4,tiled,0,512,21,18795.73
16384,4,tiled,0,512,22,18703.54
16384,4,tiled,0,512,23,18696.75
16384,4,tiled,0,512,24,18766.93
16384,4,tiled,0,512,25,18649.97
16384,4,tiled,0,512,26,18858.51
16384,4,tiled,0,512,27,18828.81
16384,4,tiled,0,512,28,18837.55
16384,4,tiled,0,512,29,18772.88
16384,4,tiled,0,512,30,18727.76
16384,4,tiled,0,512,31,18599.95
16384,4,tiled,0,512,32,20046.06
16384,4,tiled,0,512,33,18705.71
16384,4,tiled,0,512,34,18696.85
16384,4,tiled,0,512,35,18819.12
16384,4,tiled,0,512,36,21891.99
16384,4,tiled,0,512,37,19738.13
16384,4,tiled,0,512,38,18902.76
16384,4,tiled,0,512,39,18791.82
16384,4,tiled,0,512,40,18826.64
16384,4,tiled,0,512,41,19325.34
16384,4,tiled,0,512,42,42538.13
16384,4,tiled,0,512,43,35530.55
16384,4,tiled,0,512,44,18740.43
