variant,rep,time_ms
split-reduce,1,144.132000
split-reduce,2,145.649000
split-reduce,3,145.994000
split-reduce,4,146.093000
split-reduce,5,145.225000
split-reduce,6,144.700000
split-reduce,7,145.652000
split-reduce,8,147.130000
split-reduce,9,146.072000
split-reduce,10,145.032000
split-reduce,11,145.008000
split-reduce,12,146.140000
split-reduce,13,143.052000
split-reduce,14,143.888000
split-reduce,15,145.254000
split-reduce,16,145.064000
split-reduce,17,145.163000
split-reduce,18,146.726000
split-reduce,19,148.602000
split-reduce,20,144.488000
split-reduce,21,143.846000
split-reduce,22,146.215000
split-reduce,23,144.048000
split-reduce,24,145.989000
split-reduce,25,145.153000
split-reduce,26,146.465000
split-reduce,27,145.521000
split-reduce,28,145.771000
split-reduce,29,145.287000
split-reduce,30,145.132000
split-reduce,31,145.633000
split-reduce,32,146.535000
split-reduce,33,145.021000
split-reduce,34,144.857000
split-reduce,35,144.189000
split-reduce,36,144.952000
split-reduce,37,143.817000
split-reduce,38,144.323000
split-reduce,39,144.529000
split-reduce,40,145.558000
split-reduce,41,144.515000
split-reduce,42,145.343000
split-reduce,43,144.935000
split-reduce,44,144.238000
split-reduce,45,143.770000
split-reduce,46,144.674000
split-reduce,47,144.938000
split-reduce,48,143.121000
split-reduce,49,142.776000
split-reduce,50,145.092000
split-reduce,51,145.985000
split-reduce,52,144.575000
split-reduce,53,144.861000
split-reduce,54,146.676000
split-reduce,55,143.197000
split-reduce,56,142.753000
split-reduce,57,145.877000
split-reduce,58,143.466000
split-reduce,59,145.807000
split-reduce,60,146.002000
split-reduce,61,145.889000
split-reduce,62,147.364000
split-reduce,63,145.893000
split-reduce,64,146.605000
split-reduce,65,144.980000
split-reduce,66,143.910000
split-reduce,67,145.326000
split-reduce,68,144.306000
split-reduce,69,145.111000
split-reduce,70,143.189000
split-reduce,71,147.855000
split-reduce,72,145.624000
split-reduce,73,145.556000
split-reduce,74,143.804000
split-reduce,75,144.116000
split-reduce,76,143.649000
split-reduce,77,146.580000
split-reduce,78,145.407000
split-reduce,79,146.890000
split-reduce,80,146.396000
split-reduce,81,146.648000
split-reduce,82,145.322000
split-reduce,83,145.934000
split-reduce,84,145.878000
split-reduce,85,145.706000
split-reduce,86,144.696000
split-reduce,87,145.681000
split-reduce,88,146.056000
split-reduce,89,146.886000
split-reduce,90,145.529000
split-reduce,91,146.466000
split-reduce,92,144.749000
split-reduce,93,145.646000
split-reduce,94,147.112000
split-reduce,95,146.338000
split-reduce,96,143.218000
split-reduce,97,144.094000
split-reduce,98,143.412000
split-reduce,99,145.187000
split-reduce,100,145.504000
