variant,rep,time_ms
split-gpu,1,5.438000
split-gpu,2,5.403000
split-gpu,3,5.397000
split-gpu,4,5.414000
split-gpu,5,5.398000
split-gpu,6,5.423000
split-gpu,7,5.426000
split-gpu,8,5.426000
split-gpu,9,5.412000
split-gpu,10,5.440000
split-gpu,11,5.428000
split-gpu,12,5.435000
split-gpu,13,5.421000
split-gpu,14,5.410000
split-gpu,15,5.393000
split-gpu,16,5.416000
split-gpu,17,5.419000
split-gpu,18,5.415000
split-gpu,19,5.393000
split-gpu,20,5.421000
split-gpu,21,5.406000
split-gpu,22,5.404000
split-gpu,23,5.405000
split-gpu,24,5.420000
split-gpu,25,5.424000
split-gpu,26,5.401000
split-gpu,27,5.403000
split-gpu,28,5.422000
split-gpu,29,5.424000
split-gpu,30,5.407000
split-gpu,31,5.409000
split-gpu,32,5.433000
split-gpu,33,5.407000
split-gpu,34,5.405000
split-gpu,35,5.428000
split-gpu,36,5.409000
split-gpu,37,5.425000
split-gpu,38,5.410000
split-gpu,39,5.407000
split-gpu,40,5.405000
split-gpu,41,5.394000
split-gpu,42,5.418000
split-gpu,43,5.402000
split-gpu,44,5.452000
split-gpu,45,5.430000
split-gpu,46,5.421000
split-gpu,47,5.425000
split-gpu,48,5.408000
split-gpu,49,5.420000
split-gpu,50,5.407000
split-gpu,51,5.426000
split-gpu,52,5.420000
split-gpu,53,5.420000
split-gpu,54,5.431000
split-gpu,55,5.403000
split-gpu,56,5.427000
split-gpu,57,5.450000
split-gpu,58,5.407000
split-gpu,59,5.402000
split-gpu,60,5.425000
split-gpu,61,5.398000
split-gpu,62,5.418000
split-gpu,63,5.411000
split-gpu,64,5.412000
split-gpu,65,5.418000
split-gpu,66,5.412000
split-gpu,67,5.409000
split-gpu,68,5.410000
split-gpu,69,5.395000
split-gpu,70,5.421000
split-gpu,71,5.396000
split-gpu,72,5.422000
split-gpu,73,5.415000
split-gpu,74,5.428000
split-gpu,75,5.410000
split-gpu,76,5.398000
split-gpu,77,5.414000
split-gpu,78,5.393000
split-gpu,79,5.388000
split-gpu,80,5.417000
split-gpu,81,5.403000
split-gpu,82,5.413000
split-gpu,83,5.437000
split-gpu,84,5.412000
split-gpu,85,5.401000
split-gpu,86,5.426000
split-gpu,87,5.411000
split-gpu,88,5.440000
split-gpu,89,5.417000
split-gpu,90,5.408000
split-gpu,91,5.402000
split-gpu,92,5.431000
split-gpu,93,5.403000
split-gpu,94,5.411000
split-gpu,95,5.395000
split-gpu,96,5.419000
split-gpu,97,5.432000
split-gpu,98,5.411000
split-gpu,99,5.426000
split-gpu,100,5.440000
