variant,rep,time_ms
split,1,24.099000
split,2,24.981000
split,3,12.917000
split,4,19.937000
split,5,20.021000
split,6,22.950000
split,7,14.192000
split,8,16.460000
split,9,15.973000
split,10,18.725000
split,11,17.537000
split,12,20.126000
split,13,29.672000
split,14,22.480000
split,15,26.262000
split,16,27.269000
split,17,14.485000
split,18,13.725000
split,19,27.290000
split,20,16.325000
split,21,20.148000
split,22,19.945000
split,23,22.250000
split,24,13.732000
split,25,33.196000
split,26,14.532000
split,27,18.928000
split,28,19.899000
split,29,17.173000
split,30,13.559000
split,31,16.760000
split,32,35.238000
split,33,18.853000
split,34,30.694000
split,35,18.737000
split,36,22.023000
split,37,19.998000
split,38,19.976000
split,39,14.276000
split,40,0.280000
split,41,19.359000
split,42,14.088000
split,43,15.701000
split,44,17.357000
split,45,20.276000
split,46,20.346000
split,47,19.108000
split,48,19.551000
split,49,15.099000
split,50,26.608000
split,51,23.332000
split,52,25.179000
split,53,16.553000
split,54,18.732000
split,55,14.548000
split,56,19.993000
split,57,19.934000
split,58,14.400000
split,59,21.520000
split,60,20.508000
split,61,19.271000
split,62,14.544000
split,63,15.832000
split,64,23.516000
split,65,21.407000
split,66,13.825000
split,67,14.102000
split,68,28.234000
split,69,19.893000
split,70,16.145000
split,71,25.475000
split,72,22.228000
split,73,16.777000
split,74,23.026000
split,75,22.463000
split,76,23.995000
split,77,20.766000
split,78,19.672000
split,79,25.196000
split,80,14.267000
split,81,13.870000
split,82,10.748000
split,83,19.725000
split,84,0.330000
split,85,0.267000
split,86,0.251000
split,87,0.245000
split,88,0.241000
split,89,0.244000
split,90,0.244000
split,91,0.247000
split,92,0.243000
split,93,0.271000
split,94,0.243000
split,95,0.308000
split,96,0.269000
split,97,0.243000
split,98,0.237000
split,99,0.275000
split,100,0.247000
